x,y,category,POI_count
4,1,76,1
4,1,69,1
4,2,75,1
4,9,18,1
4,12,74,1
4,13,79,2
4,13,74,1
4,14,62,1
4,14,80,1
4,14,48,1
4,14,79,1
4,14,4,1
4,15,48,1
4,16,74,1
4,21,67,1
4,23,74,1
4,28,43,1
4,29,74,1
4,30,74,1
4,40,45,1
4,40,46,1
4,41,74,1
4,42,48,2
4,44,63,2
4,44,48,1
4,44,47,1
4,44,76,1
4,85,74,1
4,86,74,1
4,162,82,2
4,162,18,1
4,163,14,1
4,173,74,2
4,173,73,1
4,175,80,1
4,176,74,1
4,184,74,2
4,185,74,1
4,187,70,1
4,188,74,2
4,188,73,1
4,188,80,1
4,188,59,1
4,189,4,2
4,189,51,1
4,189,73,1
4,189,63,1
4,189,36,1
4,189,61,1
4,189,57,1
4,189,79,1
4,189,76,1
4,189,81,1
4,189,56,1
4,189,72,1
4,189,69,1
4,191,74,1
4,198,74,4
4,198,60,3
4,198,73,2
4,198,80,1
4,198,38,1
4,198,48,1
4,198,55,1
4,199,81,1
4,199,60,1
5,7,74,1
5,9,74,1
5,12,51,1
5,13,61,2
5,13,63,1
5,13,48,1
5,21,17,1
5,22,69,1
5,22,74,1
5,23,76,1
5,25,81,1
5,26,81,1
5,28,63,1
5,28,81,1
5,31,41,1
5,31,48,1
5,33,74,1
5,33,48,1
5,34,54,1
5,36,73,1
5,44,69,1
5,84,74,1
5,85,46,3
5,85,61,2
5,85,82,2
5,85,51,1
5,85,84,1
5,85,48,1
5,85,45,1
5,163,74,1
5,163,4,1
5,164,74,1
5,164,41,1
5,164,73,1
5,165,74,1
5,165,75,1
5,170,74,1
5,173,73,1
5,173,74,1
5,174,81,1
5,174,47,1
5,174,74,1
5,178,80,1
5,185,74,2
5,186,73,1
5,187,47,1
5,188,56,1
5,188,74,1
5,189,62,3
5,189,82,3
5,189,66,2
5,189,81,2
5,189,61,2
5,189,69,1
5,189,51,1
5,189,58,1
5,189,20,1
5,189,40,1
5,189,53,1
5,189,47,1
5,189,60,1
5,189,45,1
5,189,73,1
5,189,74,1
5,190,81,2
5,191,74,2
5,191,34,1
5,191,60,1
5,191,41,1
5,192,79,3
5,192,81,2
5,192,82,2
5,192,73,1
5,192,56,1
5,192,63,1
5,192,38,1
5,192,74,1
5,192,60,1
5,193,79,1
5,193,57,1
5,193,81,1
5,194,84,2
5,194,74,1
5,194,60,1
5,194,81,1
5,195,81,2
5,195,53,1
5,195,74,1
5,197,79,3
5,197,73,2
5,197,69,2
5,197,81,2
5,197,76,2
5,197,60,1
5,197,41,1
5,198,74,2
5,198,54,1
5,198,60,1
5,199,80,2
5,199,82,1
5,199,76,1
5,199,60,1
5,199,73,1
5,200,74,3
5,200,73,1
5,200,45,1
5,200,66,1
5,200,81,1
5,200,18,1
6,10,46,4
6,10,4,1
6,11,60,2
6,11,73,1
6,12,81,1
6,12,60,1
6,12,76,1
6,13,74,2
6,13,18,1
6,18,74,1
6,19,40,1
6,21,58,1
6,21,74,1
6,21,54,1
6,22,4,1
6,22,81,1
6,22,62,1
6,22,80,1
6,22,69,1
6,22,60,1
6,22,48,1
6,22,73,1
6,22,63,1
6,23,69,3
6,23,66,2
6,23,61,2
6,23,60,2
6,23,41,1
6,23,62,1
6,23,53,1
6,23,33,1
6,23,79,1
6,23,56,1
6,24,81,1
6,24,63,1
6,25,46,1
6,25,74,1
6,26,74,1
6,26,81,1
6,27,74,1
6,31,54,1
6,31,51,1
6,31,76,1
6,32,48,2
6,32,62,1
6,32,54,1
6,33,48,1
6,33,54,1
6,33,47,1
6,34,74,2
6,34,48,1
6,34,54,1
6,34,4,1
6,40,74,1
6,42,48,1
6,43,81,1
6,43,18,1
6,43,79,1
6,44,48,1
6,44,74,1
6,44,47,1
6,84,60,1
6,165,41,1
6,166,84,1
6,166,81,1
6,167,73,1
6,168,60,1
6,168,74,1
6,169,73,1
6,169,60,1
6,170,81,1
6,170,74,1
6,171,74,4
6,171,73,2
6,171,69,1
6,171,60,1
6,172,74,2
6,172,63,1
6,172,82,1
6,172,62,1
6,172,60,1
6,173,74,1
6,187,74,1
6,187,79,1
6,190,74,2
6,190,12,1
6,191,60,1
6,191,75,1
6,191,74,1
6,192,74,2
6,192,79,2
6,192,62,1
6,193,4,2
6,193,55,1
6,193,60,1
6,193,76,1
6,193,63,1
6,193,58,1
6,194,76,1
6,194,78,1
6,194,83,1
6,194,60,1
6,194,74,1
6,195,60,2
6,195,69,1
6,195,74,1
6,195,73,1
6,195,4,1
6,195,54,1
6,195,78,1
6,195,10,1
6,195,51,1
6,195,48,1
6,195,76,1
6,196,74,2
6,196,79,1
6,196,73,1
6,196,80,1
6,197,81,1
6,197,79,1
6,198,69,5
6,198,60,3
6,198,41,2
6,198,63,2
6,198,73,2
6,198,83,1
6,198,66,1
6,198,80,1
6,198,84,1
6,198,53,1
6,198,18,1
6,198,4,1
6,198,81,1
6,199,79,2
6,199,60,1
6,199,73,1
6,199,38,1
6,199,81,1
6,199,57,1
6,199,62,1
6,200,74,2
6,200,79,1
6,200,81,1
6,200,47,1
6,200,80,1
6,200,63,1
7,1,76,1
7,1,46,1
7,9,82,1
7,14,80,1
7,20,66,1
7,20,81,1
7,21,53,1
7,22,20,1
7,23,41,1
7,23,74,1
7,25,74,1
7,26,14,1
7,30,43,1
7,32,48,1
7,33,60,1
7,33,48,1
7,34,54,3
7,34,74,2
7,34,62,1
7,34,48,1
7,34,79,1
7,34,18,1
7,34,60,1
7,35,38,1
7,35,48,1
7,36,79,1
7,36,60,1
7,43,62,2
7,43,48,2
7,43,73,1
7,43,53,1
7,43,39,1
7,43,58,1
7,43,54,1
7,43,81,1
7,43,47,1
7,43,60,1
7,43,69,1
7,44,47,3
7,44,48,2
7,44,74,1
7,44,62,1
7,44,3,1
7,44,14,1
7,166,81,1
7,166,74,1
7,167,74,2
7,167,79,1
7,167,84,1
7,167,73,1
7,167,59,1
7,167,81,1
7,168,81,6
7,168,34,3
7,168,48,3
7,168,75,2
7,168,74,2
7,168,61,2
7,168,84,2
7,168,9,1
7,168,4,1
7,168,65,1
7,168,18,1
7,168,73,1
7,168,63,1
7,168,67,1
7,168,43,1
7,168,60,1
7,168,79,1
7,168,69,1
7,169,74,4
7,169,81,3
7,169,62,3
7,169,40,3
7,169,60,2
7,169,47,2
7,169,79,2
7,169,69,2
7,169,72,1
7,169,58,1
7,169,66,1
7,169,45,1
7,169,48,1
7,169,73,1
7,169,41,1
7,169,21,1
7,169,38,1
7,169,78,1
7,170,54,1
7,170,73,1
7,170,69,1
7,170,58,1
7,170,56,1
7,170,80,1
7,170,21,1
7,171,74,3
7,171,79,2
7,171,81,1
7,171,73,1
7,171,56,1
7,172,79,2
7,172,74,1
7,173,43,3
7,176,74,2
7,176,73,1
7,177,79,1
7,186,79,1
7,187,74,1
7,187,79,1
7,193,46,2
7,193,74,2
7,193,60,1
7,194,47,2
7,194,81,2
7,194,79,2
7,194,48,2
7,194,63,2
7,194,76,1
7,194,69,1
7,194,41,1
7,195,59,2
7,195,18,2
7,195,73,1
7,195,60,1
7,195,48,1
7,196,74,3
7,196,55,1
7,196,73,1
7,196,69,1
7,196,82,1
7,196,21,1
7,197,74,2
7,197,69,2
7,197,79,1
7,197,73,1
7,197,82,1
7,197,54,1
7,197,51,1
7,197,56,1
7,198,60,5
7,198,79,3
7,198,66,3
7,198,73,2
7,198,58,1
7,198,5,1
7,198,76,1
7,198,69,1
7,198,34,1
7,198,61,1
7,198,20,1
7,198,13,1
7,199,81,4
7,199,21,1
7,199,60,1
7,199,59,1
7,199,55,1
7,199,69,1
7,200,81,6
7,200,69,2
7,200,60,2
7,200,59,2
7,200,4,1
7,200,26,1
7,200,51,1
7,200,82,1
7,200,57,1
7,200,73,1
7,200,74,1
7,200,83,1
7,200,41,1
8,10,63,1
8,10,80,1
8,17,84,1
8,19,81,2
8,19,82,1
8,19,84,1
8,20,79,2
8,20,36,1
8,20,66,1
8,20,53,1
8,20,9,1
8,20,48,1
8,20,74,1
8,20,51,1
8,21,81,2
8,21,53,1
8,21,74,1
8,21,63,1
8,23,74,4
8,23,53,1
8,26,74,1
8,29,48,1
8,30,18,1
8,30,48,1
8,30,74,1
8,35,76,1
8,35,18,1
8,36,74,2
8,36,48,2
8,36,76,1
8,36,56,1
8,36,41,1
8,41,76,1
8,42,79,1
8,42,39,1
8,42,65,1
8,42,47,1
8,43,51,3
8,43,48,2
8,43,62,1
8,43,74,1
8,43,65,1
8,43,79,1
8,43,76,1
8,43,54,1
8,44,79,4
8,44,81,4
8,44,76,3
8,44,69,2
8,44,38,2
8,44,59,2
8,44,51,2
8,44,82,1
8,44,48,1
8,44,13,1
8,44,65,1
8,44,47,1
8,44,75,1
8,44,52,1
8,44,60,1
8,78,74,1
8,78,48,1
8,168,81,3
8,168,79,1
8,168,82,1
8,168,60,1
8,168,76,1
8,169,82,6
8,169,66,6
8,169,60,5
8,169,81,4
8,169,79,4
8,169,76,3
8,169,74,3
8,169,63,3
8,169,51,2
8,169,69,2
8,169,40,2
8,169,45,2
8,169,84,2
8,169,62,2
8,169,73,2
8,169,61,2
8,169,33,1
8,169,34,1
8,169,4,1
8,169,75,1
8,169,41,1
8,169,47,1
8,169,59,1
8,169,78,1
8,170,79,2
8,170,4,2
8,170,60,2
8,170,9,1
8,170,34,1
8,170,54,1
8,170,84,1
8,170,75,1
8,170,51,1
8,170,33,1
8,170,69,1
8,170,74,1
8,170,36,1
8,170,66,1
8,170,83,1
8,171,74,2
8,176,74,2
8,176,73,1
8,177,74,1
8,183,74,1
8,192,60,1
8,193,74,1
8,193,54,1
8,193,70,1
8,193,81,1
8,193,69,1
8,194,54,3
8,194,59,2
8,194,79,2
8,194,73,1
8,194,76,1
8,194,70,1
8,194,47,1
8,194,17,1
8,194,57,1
8,195,79,3
8,195,59,2
8,195,81,2
8,195,47,1
8,195,61,1
8,195,69,1
8,195,66,1
8,195,75,1
8,195,4,1
8,195,76,1
8,195,33,1
8,195,35,1
8,195,21,1
8,196,60,5
8,196,38,4
8,196,81,2
8,196,71,1
8,196,79,1
8,196,62,1
8,196,36,1
8,196,69,1
8,196,26,1
8,196,41,1
8,197,60,4
8,197,81,3
8,197,79,3
8,197,47,1
8,197,33,1
8,197,57,1
8,197,74,1
8,198,81,2
8,198,60,1
8,198,13,1
8,198,47,1
8,198,69,1
8,198,73,1
8,198,79,1
8,198,76,1
8,198,74,1
8,199,81,4
8,199,69,3
8,199,79,3
8,199,76,3
8,199,61,2
8,199,18,2
8,199,73,2
8,199,74,2
8,199,62,2
8,199,14,1
8,199,38,1
8,199,78,1
8,199,34,1
8,199,51,1
8,199,20,1
8,199,82,1
8,199,66,1
8,199,60,1
8,199,57,1
8,199,17,1
8,199,36,1
8,200,69,2
8,200,79,2
8,200,63,1
8,200,47,1
8,200,40,1
8,200,14,1
8,200,57,1
8,200,62,1
8,200,18,1
8,200,55,1
8,200,34,1
8,200,4,1
8,200,60,1
8,200,5,1
8,200,33,1
9,1,48,2
9,1,74,1
9,19,48,2
9,19,63,1
9,20,60,1
9,36,60,1
9,37,60,3
9,37,79,2
9,37,69,1
9,37,20,1
9,37,48,1
9,37,81,1
9,37,59,1
9,38,48,1
9,39,48,1
9,39,60,1
9,40,54,2
9,40,74,1
9,40,73,1
9,41,69,1
9,41,60,1
9,41,73,1
9,42,59,3
9,42,74,3
9,42,51,1
9,42,73,1
9,42,57,1
9,42,41,1
9,42,4,1
9,42,63,1
9,42,56,1
9,42,58,1
9,43,69,7
9,43,41,5
9,43,48,4
9,43,82,4
9,43,74,4
9,43,18,3
9,43,66,3
9,43,34,2
9,43,53,2
9,43,40,2
9,43,54,2
9,43,73,1
9,43,57,1
9,43,63,1
9,43,78,1
9,43,36,1
9,43,38,1
9,43,21,1
9,43,60,1
9,43,81,1
9,43,79,1
9,43,4,1
9,43,23,1
9,43,43,1
9,43,59,1
9,43,7,1
9,43,11,1
9,43,76,1
9,43,51,1
9,44,54,2
9,44,48,2
9,44,60,2
9,44,74,1
9,44,58,1
9,44,9,1
9,44,79,1
9,44,41,1
9,44,82,1
9,44,59,1
9,44,69,1
9,169,79,2
9,169,63,1
9,169,74,1
9,169,73,1
9,169,39,1
9,170,79,3
9,170,73,3
9,170,80,1
9,170,47,1
9,170,21,1
9,170,62,1
9,170,75,1
9,170,60,1
9,170,54,1
9,170,84,1
9,171,18,1
9,171,81,1
9,171,76,1
9,172,73,1
9,172,84,1
9,175,73,2
9,175,74,1
9,183,73,1
9,183,74,1
9,183,60,1
9,184,74,2
9,184,73,2
9,185,74,1
9,192,20,1
9,192,66,1
9,192,38,1
9,192,43,1
9,193,40,24
9,193,66,11
9,193,34,8
9,193,21,7
9,193,38,6
9,193,39,6
9,193,61,5
9,193,62,4
9,193,4,4
9,193,69,4
9,193,55,3
9,193,32,3
9,193,45,3
9,193,44,2
9,193,14,2
9,193,35,2
9,193,8,2
9,193,5,2
9,193,26,2
9,193,51,2
9,193,18,2
9,193,9,2
9,193,58,1
9,193,47,1
9,193,41,1
9,193,82,1
9,193,49,1
9,193,36,1
9,193,20,1
9,193,67,1
9,193,59,1
9,193,37,1
9,193,64,1
9,193,33,1
9,193,52,1
9,193,16,1
9,194,69,3
9,194,68,2
9,194,62,2
9,194,74,2
9,194,81,1
9,194,11,1
9,194,43,1
9,194,79,1
9,194,60,1
9,194,73,1
9,195,62,4
9,195,69,2
9,195,79,1
9,195,81,1
9,195,47,1
9,195,73,1
9,195,13,1
9,195,4,1
9,195,60,1
9,195,76,1
9,196,54,7
9,196,81,4
9,196,79,4
9,196,74,4
9,196,76,3
9,196,62,3
9,196,69,3
9,196,41,3
9,196,63,3
9,196,57,3
9,196,60,3
9,196,4,2
9,196,36,2
9,196,55,2
9,196,51,2
9,196,66,2
9,196,5,2
9,196,39,1
9,196,49,1
9,196,21,1
9,196,59,1
9,196,61,1
9,196,33,1
9,196,38,1
9,196,18,1
9,196,53,1
9,196,75,1
9,196,48,1
9,196,7,1
9,196,20,1
9,197,59,6
9,197,81,4
9,197,79,3
9,197,54,2
9,197,69,2
9,197,62,1
9,197,76,1
9,197,55,1
9,197,60,1
9,198,60,7
9,198,81,5
9,198,62,3
9,198,63,3
9,198,66,2
9,198,4,2
9,198,79,2
9,198,69,2
9,198,36,2
9,198,11,1
9,198,33,1
9,198,73,1
9,198,7,1
9,198,9,1
9,198,76,1
9,198,55,1
9,198,74,1
9,198,34,1
9,198,65,1
9,198,54,1
9,198,67,1
9,198,26,1
9,198,38,1
9,199,54,5
9,199,4,4
9,199,81,4
9,199,62,3
9,199,74,3
9,199,59,2
9,199,11,2
9,199,70,2
9,199,69,1
9,199,36,1
9,199,61,1
9,199,79,1
9,199,18,1
9,199,60,1
9,199,82,1
9,199,21,1
9,199,80,1
9,199,53,1
9,199,20,1
9,200,18,5
9,200,69,5
9,200,81,3
9,200,53,3
9,200,76,3
9,200,70,2
9,200,66,2
9,200,63,2
9,200,4,2
9,200,17,1
9,200,48,1
9,200,5,1
9,200,59,1
9,200,62,1
9,200,51,1
9,200,75,1
9,200,73,1
9,200,60,1
9,200,13,1
9,200,36,1
9,200,34,1
10,1,54,1
10,1,79,1
10,1,74,1
10,1,48,1
10,3,47,2
10,18,84,1
10,19,62,1
10,39,74,1
10,39,79,1
10,40,48,1
10,40,60,1
10,40,74,1
10,41,48,1
10,41,69,1
10,41,56,1
10,42,82,2
10,42,59,2
10,42,60,2
10,42,55,1
10,42,62,1
10,42,78,1
10,42,76,1
10,42,57,1
10,42,79,1
10,42,69,1
10,42,66,1
10,42,75,1
10,42,70,1
10,42,48,1
10,42,38,1
10,42,40,1
10,43,73,4
10,43,59,4
10,43,54,3
10,43,48,3
10,43,81,3
10,43,62,3
10,43,74,2
10,43,51,2
10,43,5,2
10,43,61,2
10,43,84,2
10,43,38,2
10,43,66,1
10,43,45,1
10,43,72,1
10,43,83,1
10,43,63,1
10,43,65,1
10,43,52,1
10,43,69,1
10,43,33,1
10,43,46,1
10,43,41,1
10,43,53,1
10,43,36,1
10,43,55,1
10,43,18,1
10,43,79,1
10,43,71,1
10,43,60,1
10,43,47,1
10,44,81,4
10,44,47,1
10,44,83,1
10,44,76,1
10,44,70,1
10,44,54,1
10,44,80,1
10,171,79,7
10,171,81,1
10,171,60,1
10,172,81,5
10,172,80,2
10,172,79,2
10,172,66,2
10,172,84,1
10,173,73,1
10,173,81,1
10,173,48,1
10,174,54,3
10,174,18,1
10,174,74,1
10,175,81,1
10,175,53,1
10,175,73,1
10,176,74,2
10,176,73,2
10,177,74,2
10,183,60,1
10,184,74,2
10,184,70,1
10,184,73,1
10,185,81,1
10,185,73,1
10,185,74,1
10,187,74,2
10,188,74,1
10,193,75,1
10,193,76,1
10,193,81,1
10,194,81,5
10,194,79,4
10,194,75,3
10,194,84,2
10,194,83,1
10,194,76,1
10,194,74,1
10,194,73,1
10,195,79,2
10,195,63,2
10,195,76,2
10,195,60,1
10,195,4,1
10,195,74,1
10,195,39,1
10,196,59,7
10,196,81,3
10,196,73,2
10,196,84,2
10,196,82,1
10,196,52,1
10,196,20,1
10,196,57,1
10,196,58,1
10,196,14,1
10,196,50,1
10,196,4,1
10,196,48,1
10,196,55,1
10,196,62,1
10,196,18,1
10,196,69,1
10,196,60,1
10,196,66,1
10,196,51,1
10,196,56,1
10,197,63,8
10,197,62,8
10,197,66,7
10,197,69,6
10,197,59,5
10,197,75,5
10,197,55,4
10,197,13,3
10,197,81,2
10,197,45,2
10,197,57,2
10,197,61,2
10,197,53,2
10,197,76,2
10,197,5,1
10,197,60,1
10,197,73,1
10,197,36,1
10,197,35,1
10,197,54,1
10,197,51,1
10,197,33,1
10,197,67,1
10,197,40,1
10,197,7,1
10,197,84,1
10,197,83,1
10,197,79,1
10,197,38,1
10,197,39,1
10,197,48,1
10,198,59,4
10,198,81,3
10,198,69,2
10,198,47,2
10,198,79,2
10,198,60,2
10,198,38,1
10,198,66,1
10,198,62,1
10,198,83,1
10,198,74,1
10,198,53,1
10,198,65,1
10,198,20,1
10,198,54,1
10,198,73,1
10,198,55,1
10,199,69,7
10,199,74,6
10,199,59,6
10,199,41,5
10,199,81,4
10,199,61,2
10,199,54,2
10,199,18,2
10,199,4,2
10,199,38,2
10,199,60,2
10,199,51,2
10,199,73,1
10,199,63,1
10,199,82,1
10,199,55,1
10,199,76,1
10,199,84,1
10,199,9,1
10,199,7,1
10,199,21,1
10,199,57,1
10,199,66,1
10,199,13,1
10,199,53,1
10,199,78,1
10,199,50,1
10,200,69,7
10,200,82,4
10,200,62,4
10,200,66,4
10,200,55,4
10,200,20,3
10,200,4,3
10,200,84,3
10,200,59,3
10,200,53,3
10,200,41,3
10,200,81,3
10,200,63,2
10,200,57,2
10,200,38,2
10,200,75,2
10,200,36,2
10,200,51,2
10,200,64,2
10,200,80,2
10,200,70,1
10,200,5,1
10,200,9,1
10,200,74,1
10,200,56,1
10,200,7,1
10,200,1,1
10,200,76,1
10,200,40,1
10,200,52,1
10,200,73,1
10,200,79,1
10,200,65,1
10,200,33,1
10,200,21,1
10,200,61,1
10,200,47,1
10,200,17,1
10,200,54,1
11,1,74,1
11,2,60,1
11,2,48,1
11,18,46,1
11,18,84,1
11,35,74,1
11,37,74,1
11,38,74,1
11,39,48,1
11,39,76,1
11,40,74,1
11,40,60,1
11,40,38,1
11,42,60,1
11,42,79,1
11,42,48,1
11,43,81,5
11,43,79,3
11,43,60,2
11,43,63,1
11,43,74,1
11,43,59,1
11,105,73,1
11,105,75,1
11,105,48,1
11,105,74,1
11,173,60,1
11,174,41,3
11,174,74,2
11,174,4,2
11,174,62,1
11,174,76,1
11,174,38,1
11,175,74,3
11,175,69,3
11,175,63,3
11,175,34,1
11,175,73,1
11,175,48,1
11,175,81,1
11,175,66,1
11,175,58,1
11,175,56,1
11,176,74,2
11,176,73,2
11,176,79,1
11,177,73,1
11,177,60,1
11,177,82,1
11,181,74,2
11,181,81,2
11,181,60,1
11,183,74,2
11,183,73,1
11,183,81,1
11,184,73,3
11,184,81,1
11,184,53,1
11,185,74,1
11,185,80,1
11,185,81,1
11,186,74,3
11,186,79,1
11,186,62,1
11,186,18,1
11,187,80,1
11,187,81,1
11,187,74,1
11,188,55,1
11,191,41,2
11,191,84,1
11,192,74,3
11,192,63,2
11,192,73,1
11,192,60,1
11,192,41,1
11,192,70,1
11,193,41,1
11,194,81,2
11,194,73,1
11,194,74,1
11,194,41,1
11,195,74,6
11,195,48,1
11,195,47,1
11,195,3,1
11,196,69,7
11,196,59,6
11,196,76,3
11,196,66,2
11,196,81,2
11,196,75,2
11,196,53,2
11,196,18,1
11,196,38,1
11,196,60,1
11,196,79,1
11,196,21,1
11,196,36,1
11,196,57,1
11,196,4,1
11,196,7,1
11,196,39,1
11,197,59,10
11,197,62,9
11,197,69,7
11,197,81,5
11,197,4,4
11,197,37,4
11,197,51,4
11,197,13,3
11,197,18,3
11,197,33,3
11,197,79,3
11,197,82,2
11,197,63,2
11,197,55,2
11,197,9,1
11,197,21,1
11,197,7,1
11,197,64,1
11,197,66,1
11,197,84,1
11,197,26,1
11,197,54,1
11,197,76,1
11,197,75,1
11,197,10,1
11,197,50,1
11,197,39,1
11,197,43,1
11,198,59,11
11,198,54,7
11,198,69,7
11,198,53,5
11,198,62,4
11,198,38,4
11,198,81,4
11,198,41,4
11,198,4,3
11,198,79,3
11,198,13,3
11,198,82,2
11,198,61,2
11,198,66,2
11,198,11,2
11,198,74,2
11,198,57,2
11,198,51,2
11,198,58,2
11,198,76,1
11,198,45,1
11,198,39,1
11,198,20,1
11,198,21,1
11,198,34,1
11,198,67,1
11,198,27,1
11,198,63,1
11,198,73,1
11,198,68,1
11,198,60,1
11,198,65,1
11,198,55,1
11,199,81,2
11,199,54,2
11,199,59,2
11,199,60,1
11,199,69,1
11,199,51,1
11,199,74,1
11,199,78,1
11,199,47,1
11,199,73,1
11,199,70,1
11,199,56,1
11,199,53,1
11,199,79,1
11,199,13,1
11,199,41,1
11,199,55,1
11,200,59,7
11,200,79,5
11,200,69,5
11,200,51,3
11,200,62,3
11,200,81,3
11,200,40,3
11,200,75,2
11,200,54,2
11,200,63,2
11,200,38,2
11,200,66,2
11,200,68,1
11,200,73,1
11,200,48,1
11,200,36,1
11,200,57,1
11,200,55,1
11,200,70,1
11,200,33,1
11,200,82,1
11,200,53,1
11,200,20,1
11,200,60,1
11,200,41,1
11,200,17,1
12,13,74,2
12,27,81,1
12,28,74,1
12,39,74,1
12,40,48,1
12,41,48,1
12,42,79,1
12,42,83,1
12,43,81,1
12,174,80,1
12,174,82,1
12,174,74,1
12,175,60,2
12,175,58,1
12,175,73,1
12,175,76,1
12,175,81,1
12,175,63,1
12,175,51,1
12,176,61,2
12,176,73,2
12,176,41,2
12,176,74,1
12,176,81,1
12,176,62,1
12,176,45,1
12,176,84,1
12,176,60,1
12,177,69,2
12,177,85,1
12,177,63,1
12,177,60,1
12,178,60,1
12,178,81,1
12,179,79,1
12,179,73,1
12,180,81,1
12,180,79,1
12,182,74,3
12,182,73,2
12,184,60,2
12,184,74,2
12,184,73,2
12,184,76,2
12,184,38,1
12,184,69,1
12,184,79,1
12,184,81,1
12,185,81,3
12,185,69,2
12,185,53,2
12,185,73,1
12,185,36,1
12,185,75,1
12,185,60,1
12,186,81,1
12,186,73,1
12,186,60,1
12,186,62,1
12,189,74,3
12,190,66,1
12,190,60,1
12,190,73,1
12,191,3,1
12,191,49,1
12,192,81,2
12,193,47,1
12,194,74,2
12,194,73,2
12,194,79,2
12,194,60,2
12,194,81,1
12,194,76,1
12,194,59,1
12,194,63,1
12,194,84,1
12,194,47,1
12,194,62,1
12,194,70,1
12,195,63,3
12,195,58,2
12,195,59,2
12,195,69,2
12,195,70,1
12,195,5,1
12,195,48,1
12,195,55,1
