x,y,category,POI_count
3,151,54,3
3,151,81,1
3,151,59,1
3,151,51,1
3,151,48,1
3,152,79,3
3,152,47,3
3,152,59,2
3,152,70,2
3,152,18,1
3,152,5,1
3,152,84,1
3,152,76,1
3,152,81,1
3,152,48,1
3,152,55,1
3,152,21,1
3,154,60,2
3,154,48,2
3,154,84,1
3,154,55,1
3,173,79,2
3,173,48,1
3,173,47,1
3,173,63,1
3,173,56,1
3,173,80,1
3,173,74,1
3,177,80,1
3,177,82,1
3,181,75,1
3,181,83,1
3,182,84,2
3,182,75,2
3,182,74,2
3,182,48,2
3,182,63,1
3,182,76,1
3,182,80,1
3,183,48,8
3,183,84,4
3,183,47,2
3,183,67,2
3,183,21,1
3,183,66,1
3,183,18,1
3,183,55,1
3,183,81,1
3,184,85,1
3,184,47,1
3,185,49,3
3,185,4,2
3,185,62,2
3,185,21,1
3,185,9,1
3,185,14,1
3,186,63,1
3,187,63,1
3,189,46,2
3,189,48,1
3,189,43,1
3,189,51,1
3,192,4,1
3,192,43,1
3,196,41,1
3,196,80,1
4,21,48,1
4,22,46,1
4,38,48,1
4,113,48,1
4,126,67,1
4,129,74,1
4,129,48,1
4,129,47,1
4,130,74,2
4,130,4,1
4,133,48,2
4,133,82,1
4,134,60,1
4,134,47,1
4,135,55,1
4,135,47,1
4,136,59,1
4,136,47,1
4,136,79,1
4,136,73,1
4,137,48,5
4,137,47,2
4,137,74,1
4,137,73,1
4,137,81,1
4,137,34,1
4,137,60,1
4,138,48,6
4,138,60,4
4,138,47,3
4,138,54,2
4,138,76,1
4,138,85,1
4,138,79,1
4,138,58,1
4,139,47,6
4,139,48,2
4,139,56,1
4,139,62,1
4,139,70,1
4,140,48,4
4,140,47,2
4,140,60,1
4,140,65,1
4,140,76,1
4,141,48,3
4,141,47,2
4,141,59,2
4,141,55,2
4,141,74,1
4,141,18,1
4,141,54,1
4,141,60,1
4,141,76,1
4,141,79,1
4,141,56,1
4,142,58,4
4,142,62,3
4,142,47,2
4,142,61,2
4,142,51,1
4,142,69,1
4,142,70,1
4,142,56,1
4,142,48,1
4,143,54,2
4,143,48,2
4,143,70,1
4,143,62,1
4,143,1,1
4,143,47,1
4,143,73,1
4,143,63,1
4,143,69,1
4,143,21,1
4,143,51,1
4,143,53,1
4,143,43,1
4,143,81,1
4,144,48,4
4,144,54,4
4,144,82,3
4,144,74,3
4,144,66,2
4,144,36,2
4,144,47,2
4,144,59,2
4,144,69,1
4,144,41,1
4,144,79,1
4,144,55,1
4,145,79,4
4,145,33,1
4,145,59,1
4,145,56,1
4,145,62,1
4,145,82,1
4,145,47,1
4,145,61,1
4,146,66,3
4,146,60,3
4,146,47,3
4,146,55,2
4,146,79,1
4,146,37,1
4,146,59,1
4,146,21,1
4,146,56,1
4,147,47,3
4,147,79,2
4,147,54,2
4,147,59,1
4,147,74,1
4,147,48,1
4,148,48,1
4,150,54,2
4,150,80,1
4,151,53,2
4,151,60,2
4,151,69,2
4,151,74,2
4,151,54,2
4,151,4,1
4,151,9,1
4,151,19,1
4,151,55,1
4,151,59,1
4,151,33,1
4,151,20,1
4,151,47,1
4,151,48,1
4,151,38,1
4,152,47,4
4,152,75,1
4,152,43,1
4,152,70,1
4,153,60,4
4,153,79,2
4,153,84,1
4,153,81,1
4,153,54,1
4,153,48,1
4,154,48,2
4,154,54,1
4,154,18,1
4,154,55,1
4,154,56,1
4,154,82,1
4,169,43,1
4,173,63,1
4,174,48,1
4,175,84,1
4,176,84,2
4,176,48,1
4,176,82,1
4,176,38,1
4,176,75,1
4,176,81,1
4,177,79,1
4,177,41,1
4,177,47,1
4,177,48,1
4,178,84,9
4,178,76,3
4,178,81,3
4,178,48,2
4,178,75,2
4,178,66,1
4,178,36,1
4,178,54,1
4,179,81,5
4,179,84,4
4,179,79,4
4,179,76,2
4,179,60,2
4,179,75,2
4,179,48,1
4,179,63,1
4,180,84,7
4,180,81,4
4,180,76,4
4,180,79,1
4,180,60,1
4,181,79,2
4,181,81,2
4,181,84,2
4,182,75,1
4,182,60,1
4,189,54,3
4,189,74,1
4,191,61,2
4,191,51,2
4,191,48,1
4,191,41,1
4,191,73,1
4,191,34,1
4,191,69,1
4,191,66,1
4,191,36,1
4,192,47,2
4,192,48,2
4,192,75,1
4,192,53,1
4,192,70,1
4,192,20,1
4,192,54,1
4,192,79,1
4,193,47,2
4,193,74,2
4,193,43,1
4,196,75,1
4,197,63,1
4,197,74,1
4,197,48,1
4,198,84,1
5,21,79,1
5,37,48,1
5,38,48,1
5,114,47,3
5,114,48,3
5,114,45,2
5,114,46,1
5,114,60,1
5,114,68,1
5,114,38,1
5,114,56,1
5,114,75,1
5,115,21,3
5,115,48,3
5,115,18,3
5,115,46,1
5,115,62,1
5,115,68,1
5,115,60,1
5,115,9,1
5,115,73,1
5,115,4,1
5,115,47,1
5,115,43,1
5,115,13,1
5,115,27,1
5,115,6,1
5,116,74,2
5,116,58,1
5,116,3,1
5,127,48,1
5,127,81,1
5,128,18,1
5,128,48,1
5,129,4,1
5,129,21,1
5,129,81,1
5,129,18,1
5,129,74,1
5,130,43,1
5,130,18,1
5,130,11,1
5,131,80,1
5,132,45,1
5,132,41,1
5,133,74,1
5,134,46,2
5,134,21,2
5,134,36,2
5,134,62,1
5,134,47,1
5,134,61,1
5,134,63,1
5,134,31,1
5,134,66,1
5,134,79,1
5,134,4,1
5,135,84,2
5,135,74,2
5,135,48,2
5,135,61,2
5,135,21,1
5,135,56,1
5,135,20,1
5,135,69,1
5,135,4,1
5,135,63,1
5,135,55,1
5,135,62,1
5,135,47,1
5,135,58,1
5,135,51,1
5,135,67,1
5,135,54,1
5,136,47,3
5,136,48,2
5,136,76,1
5,136,4,1
5,136,79,1
5,136,1,1
5,136,15,1
5,136,78,1
5,136,69,1
5,136,59,1
5,136,56,1
5,137,48,8
5,137,60,2
5,137,79,2
5,137,47,2
5,137,74,2
5,137,41,1
5,137,59,1
5,137,66,1
5,137,61,1
5,137,69,1
5,137,38,1
5,137,7,1
5,137,67,1
5,137,83,1
5,137,13,1
5,138,59,6
5,138,53,3
5,138,54,3
5,138,47,2
5,138,69,2
5,138,84,2
5,138,67,2
5,138,48,2
5,138,10,2
5,138,8,1
5,138,76,1
5,138,82,1
5,138,63,1
5,138,81,1
5,138,74,1
5,138,85,1
5,138,55,1
5,138,4,1
5,138,75,1
5,138,51,1
5,138,57,1
5,139,59,5
5,139,47,4
5,139,48,2
5,139,53,2
5,139,60,2
5,139,74,2
5,139,54,2
5,139,75,1
5,139,79,1
5,139,19,1
5,139,18,1
5,139,4,1
5,139,83,1
5,139,55,1
5,139,81,1
5,140,48,4
5,140,69,4
5,140,67,2
5,140,66,2
5,140,55,1
5,140,63,1
5,140,5,1
5,140,36,1
5,140,18,1
5,140,9,1
5,140,47,1
5,140,76,1
5,140,74,1
5,140,53,1
5,141,69,5
5,141,59,5
5,141,62,3
5,141,61,3
5,141,67,2
5,141,58,2
5,141,66,2
5,141,54,2
5,141,47,2
5,141,81,2
5,141,63,2
5,141,73,1
5,141,51,1
5,141,4,1
5,141,9,1
5,141,60,1
5,141,41,1
5,141,77,1
5,141,79,1
5,141,52,1
5,141,14,1
5,141,18,1
5,141,45,1
5,141,40,1
5,141,56,1
5,141,76,1
5,142,61,6
5,142,69,5
5,142,51,4
5,142,47,4
5,142,57,4
5,142,62,4
5,142,40,3
5,142,66,3
5,142,54,3
5,142,38,3
5,142,60,2
5,142,73,2
5,142,63,2
5,142,79,2
5,142,55,2
5,142,76,2
5,142,21,2
5,142,36,1
5,142,48,1
5,142,20,1
5,142,45,1
5,142,41,1
5,142,53,1
5,142,34,1
5,142,33,1
5,142,78,1
5,142,19,1
5,142,59,1
5,142,75,1
5,142,7,1
5,142,52,1
5,143,55,4
5,143,69,2
5,143,50,2
5,143,62,2
5,143,38,2
5,143,66,2
5,143,76,2
5,143,45,1
5,143,20,1
5,143,36,1
5,143,10,1
5,143,34,1
5,143,21,1
5,143,9,1
5,143,43,1
5,143,17,1
5,143,41,1
5,143,53,1
5,143,40,1
5,143,75,1
5,143,65,1
5,143,79,1
5,143,35,1
5,143,48,1
5,143,32,1
5,143,63,1
5,143,47,1
5,143,5,1
5,143,4,1
5,143,33,1
5,144,69,3
5,144,57,2
5,144,47,2
5,144,61,2
5,144,9,2
5,144,51,2
5,144,34,2
5,144,73,1
5,144,41,1
5,144,81,1
5,144,52,1
5,144,79,1
5,144,65,1
5,144,45,1
5,144,14,1
5,144,66,1
5,144,62,1
5,144,70,1
5,144,43,1
5,145,69,4
5,145,62,4
5,145,47,3
5,145,18,3
5,145,5,2
5,145,79,2
5,145,82,2
5,145,38,2
5,145,59,2
5,145,53,1
5,145,35,1
5,145,57,1
5,145,4,1
5,145,36,1
5,145,54,1
5,145,63,1
5,145,45,1
5,145,66,1
5,145,40,1
5,145,21,1
5,145,48,1
5,145,12,1
5,145,55,1
5,145,75,1
5,146,69,4
5,146,79,3
5,146,51,3
5,146,59,3
5,146,34,3
5,146,76,3
5,146,9,2
5,146,47,2
5,146,36,2
5,146,14,1
5,146,60,1
5,146,54,1
5,146,55,1
5,146,66,1
5,146,75,1
5,146,40,1
5,146,38,1
5,146,48,1
5,146,84,1
5,146,17,1
5,146,61,1
5,146,37,1
5,146,56,1
5,146,62,1
5,146,63,1
5,146,52,1
5,146,4,1
5,147,59,14
5,147,51,6
5,147,79,5
5,147,47,5
5,147,54,3
5,147,69,3
5,147,81,2
5,147,4,2
5,147,5,2
5,147,48,2
5,147,9,2
5,147,76,1
5,147,49,1
5,147,36,1
5,147,31,1
5,147,70,1
5,147,62,1
5,147,52,1
5,147,38,1
5,147,41,1
5,148,54,3
5,148,48,3
5,148,74,3
5,148,38,3
5,148,70,2
5,148,79,2
5,148,59,2
5,148,76,2
5,148,47,2
5,148,60,2
5,148,53,1
5,148,65,1
5,148,10,1
5,148,63,1
5,148,51,1
5,148,75,1
5,148,39,1
5,148,82,1
5,148,69,1
5,148,66,1
5,148,84,1
5,150,63,1
5,150,75,1
5,151,59,5
5,151,48,3
5,151,61,2
5,151,62,2
5,151,63,2
5,151,21,1
5,151,36,1
5,151,55,1
5,151,41,1
5,151,81,1
5,151,38,1
5,152,47,1
5,152,65,1
5,152,77,1
5,152,79,1
5,153,60,2
5,153,83,1
5,153,79,1
5,153,48,1
5,153,76,1
5,154,48,3
5,154,60,2
5,154,79,1
5,154,76,1
5,169,60,1
5,173,43,1
5,174,54,1
5,174,79,1
5,175,65,1
5,176,63,5
5,176,84,3
5,176,60,2
5,176,75,1
5,176,81,1
5,176,79,1
5,177,84,3
5,177,63,2
5,177,19,2
5,177,78,2
5,177,81,1
5,177,62,1
5,177,48,1
5,178,47,4
5,178,36,2
5,178,62,1
5,178,66,1
5,178,61,1
5,178,32,1
5,178,69,1
5,178,83,1
5,178,35,1
5,178,45,1
5,178,26,1
5,178,59,1
5,178,81,1
5,178,38,1
5,179,63,3
5,179,84,3
5,179,48,2
5,179,75,2
5,179,81,1
5,180,81,6
5,180,84,5
5,180,63,4
5,180,66,2
5,180,69,2
5,180,48,2
5,180,76,1
5,180,47,1
5,180,60,1
5,180,38,1
5,180,75,1
5,180,34,1
5,180,36,1
5,180,42,1
5,181,79,3
5,181,84,3
5,181,48,2
5,181,63,2
5,181,81,2
5,181,66,1
5,181,83,1
5,181,4,1
5,181,73,1
5,181,76,1
5,181,36,1
5,181,18,1
5,182,81,2
5,182,63,1
5,182,84,1
5,190,79,2
5,190,38,1
5,190,81,1
5,190,47,1
5,190,60,1
5,190,66,1
5,191,47,6
5,191,48,5
5,191,56,2
5,191,54,1
5,191,79,1
5,191,74,1
5,191,66,1
5,192,47,6
5,192,48,3
5,192,58,2
5,192,55,1
5,192,76,1
5,192,62,1
5,192,66,1
5,192,74,1
5,192,70,1
5,192,34,1
5,192,69,1
5,192,38,1
5,193,48,3
5,193,51,2
5,193,79,2
5,193,47,2
5,193,33,1
5,193,53,1
5,193,69,1
5,193,11,1
5,193,38,1
5,193,36,1
5,193,9,1
5,193,58,1
5,193,66,1
5,193,75,1
5,193,62,1
5,193,45,1
5,193,54,1
5,193,74,1
5,193,76,1
5,193,73,1
5,193,67,1
5,194,47,1
5,194,67,1
5,197,63,1
6,18,74,2
6,18,62,1
6,20,48,1
6,114,21,1
6,114,18,1
6,115,46,7
6,115,48,6
6,115,21,5
6,115,4,4
6,115,18,2
6,115,75,2
6,115,54,2
6,115,9,1
6,115,51,1
6,115,14,1
6,115,45,1
6,115,47,1
6,115,7,1
6,115,22,1
6,115,68,1
6,115,1,1
6,116,46,9
6,116,48,5
6,116,21,4
6,116,36,3
6,116,47,3
6,116,66,2
6,116,75,2
6,116,4,2
6,116,6,2
6,116,61,2
6,116,5,1
6,116,62,1
6,116,3,1
6,116,69,1
6,116,45,1
6,116,49,1
6,116,41,1
6,117,48,1
6,117,18,1
6,117,83,1
6,117,4,1
6,117,66,1
6,119,48,1
6,121,74,2
6,121,48,1
6,123,48,1
6,125,48,1
6,125,63,1
6,126,48,2
6,126,14,1
6,126,73,1
6,126,74,1
6,126,4,1
6,126,76,1
6,127,4,1
6,127,46,1
6,128,80,1
6,129,21,1
6,129,18,1
6,134,83,1
6,139,53,1
6,139,59,1
6,140,59,1
6,140,54,1
6,140,60,1
6,141,76,3
6,141,84,3
6,141,55,2
6,141,69,1
6,141,47,1
6,141,70,1
6,141,60,1
6,141,59,1
6,141,65,1
6,141,80,1
6,142,60,3
6,142,63,3
6,142,14,1
6,142,81,1
6,142,48,1
6,142,79,1
6,142,66,1
6,142,36,1
6,143,60,2
6,143,47,1
6,143,79,1
6,143,63,1
6,144,43,1
6,145,47,1
6,145,43,1
6,145,53,1
6,146,79,1
6,146,70,1
6,146,76,1
6,146,47,1
6,146,53,1
6,147,48,1
6,147,76,1
6,147,21,1
6,147,65,1
6,148,48,2
6,148,55,2
6,148,36,1
6,148,59,1
6,148,6,1
6,148,84,1
6,148,23,1
6,148,69,1
6,148,76,1
6,148,58,1
6,148,79,1
6,148,60,1
6,148,47,1
6,149,54,9
6,149,20,3
6,149,75,3
6,149,59,3
6,149,74,2
6,149,41,2
6,149,63,2
6,149,66,2
6,149,73,2
6,149,61,2
6,149,38,2
6,149,4,1
6,149,13,1
6,149,48,1
6,149,79,1
6,149,46,1
6,149,55,1
6,149,69,1
6,149,56,1
6,149,62,1
6,149,17,1
6,149,36,1
6,149,81,1
6,150,59,7
6,150,54,4
6,150,55,2
6,150,21,2
6,150,74,2
6,150,76,2
6,150,47,2
6,150,48,1
6,150,39,1
6,150,18,1
6,150,53,1
6,150,20,1
6,150,80,1
6,150,35,1
6,150,85,1
6,150,40,1
6,150,38,1
6,150,51,1
6,151,18,3
6,151,54,3
6,151,69,3
6,151,79,3
6,151,59,3
6,151,47,3
6,151,48,2
6,151,60,2
6,151,58,1
6,151,13,1
6,151,81,1
6,151,70,1
6,151,84,1
6,151,41,1
6,151,56,1
6,151,36,1
6,151,66,1
6,151,39,1
6,151,4,1
6,151,51,1
6,151,5,1
6,152,70,3
6,152,55,1
6,152,60,1
6,152,74,1
6,152,63,1
6,154,45,1
6,154,14,1
6,154,46,1
6,154,63,1
6,154,79,1
6,155,43,1
6,161,11,1
6,161,43,1
6,168,54,1
6,168,76,1
6,169,54,2
6,169,79,2
6,169,81,2
6,169,84,1
6,169,60,1
6,169,38,1
6,169,58,1
6,170,7,1
6,170,43,1
6,173,75,2
6,173,48,1
6,173,62,1
6,173,76,1
6,173,84,1
6,173,79,1
6,173,63,1
6,173,81,1
6,174,84,1
6,175,47,1
6,176,66,4
6,176,40,4
6,176,38,3
6,176,55,3
6,176,34,2
6,176,69,2
6,176,21,2
6,176,45,1
6,176,33,1
6,176,20,1
6,176,39,1
6,176,44,1
6,176,36,1
6,176,18,1
6,176,26,1
6,176,62,1
6,176,17,1
6,176,32,1
6,176,9,1
6,176,10,1
6,176,35,1
6,177,51,5
6,177,63,2
6,177,84,2
6,177,60,2
6,177,53,1
6,177,54,1
6,177,33,1
6,177,66,1
6,177,83,1
6,177,34,1
6,177,4,1
6,177,18,1
6,177,67,1
6,177,9,1
6,177,48,1
6,177,36,1
6,177,59,1
6,177,35,1
6,177,21,1
6,177,65,1
6,177,81,1
6,178,59,11
6,178,54,5
6,178,84,3
6,178,75,2
6,178,69,2
6,178,81,2
6,178,47,2
6,178,79,2
6,178,60,1
6,178,18,1
6,178,13,1
6,178,62,1
6,178,23,1
6,178,67,1
6,178,48,1
6,178,76,1
6,179,81,5
6,179,48,5
6,179,63,4
6,179,60,4
6,179,75,4
6,179,59,3
6,179,47,3
6,179,69,2
6,179,76,2
6,179,84,2
6,179,13,1
6,179,67,1
6,179,62,1
6,179,54,1
6,179,10,1
6,179,79,1
6,179,23,1
6,179,21,1
6,179,9,1
6,179,53,1
6,179,55,1
6,179,70,1
6,179,51,1
6,179,39,1
6,180,79,2
6,180,69,2
6,180,57,1
6,180,60,1
6,180,38,1
6,180,55,1
6,180,82,1
6,180,36,1
6,180,62,1
6,180,53,1
6,180,47,1
6,180,18,1
6,180,66,1
6,180,4,1
6,180,17,1
6,181,84,3
6,181,63,2
6,181,47,1
6,181,75,1
6,181,81,1
6,181,4,1
6,181,69,1
6,182,51,1
6,184,76,1
6,190,47,2
6,190,48,1
6,190,76,1
6,190,70,1
6,191,47,3
6,191,69,2
6,191,48,2
6,191,76,2
6,191,73,1
6,191,51,1
6,191,70,1
6,191,55,1
6,191,33,1
6,191,4,1
6,191,54,1
6,191,79,1
6,191,53,1
6,191,74,1
6,192,47,1
6,192,45,1
6,192,55,1
6,192,53,1
6,193,47,11
6,193,48,2
6,193,63,2
6,193,55,1
6,193,73,1
6,193,53,1
6,193,62,1
6,193,57,1
6,193,81,1
6,194,47,4
6,194,58,1
6,194,56,1
6,194,48,1
6,194,85,1
6,194,54,1
6,194,4,1
6,195,47,5
6,195,69,1
6,195,76,1
6,195,74,1
6,195,48,1
6,195,51,1
6,196,47,1
6,196,81,1
6,196,79,1
7,17,74,1
7,17,73,1
7,18,48,4
7,18,61,2
7,18,51,2
7,18,21,2
7,18,41,2
7,18,63,1
7,115,43,2
7,115,46,1
7,115,21,1
7,115,38,1
7,115,47,1
7,115,48,1
7,116,21,3
7,116,46,3
7,116,20,1
7,116,47,1
7,116,48,1
7,116,60,1
7,116,49,1
7,116,10,1
7,116,14,1
7,116,73,1
7,116,59,1
7,117,18,1
7,117,48,1
7,117,54,1
7,117,81,1
7,117,20,1
7,117,46,1
7,117,56,1
7,118,79,1
7,118,63,1
7,118,48,1
7,140,45,1
7,140,74,1
7,142,60,1
7,149,59,10
7,149,81,4
7,149,79,3
7,149,60,2
7,149,48,2
7,149,85,2
7,149,53,1
7,149,10,1
7,149,70,1
7,149,63,1
7,149,76,1
7,149,55,1
7,149,18,1
7,149,56,1
7,149,7,1
7,149,21,1
7,149,66,1
7,149,58,1
7,149,57,1
7,149,36,1
7,150,59,4
7,150,66,4
7,150,47,2
7,150,48,2
7,150,74,1
7,150,60,1
7,150,81,1
7,150,51,1
7,150,38,1
7,150,43,1
7,150,70,1
7,150,36,1
7,150,73,1
7,150,33,1
7,151,61,7
7,151,59,5
7,151,79,4
7,151,47,3
7,151,76,2
7,151,54,2
7,151,51,2
7,151,48,2
7,151,43,2
7,151,20,1
7,151,56,1
7,151,81,1
7,151,52,1
7,151,67,1
7,151,66,1
7,151,82,1
7,151,70,1
7,151,69,1
7,151,60,1
7,152,47,2
7,152,84,1
7,152,43,1
7,152,60,1
7,152,81,1
7,152,48,1
7,152,79,1
7,157,73,1
7,167,56,1
7,168,60,1
7,168,79,1
7,168,82,1
7,168,81,1
7,168,56,1
7,169,54,9
7,169,63,2
7,169,48,2
7,169,84,1
7,169,51,1
7,169,5,1
7,169,74,1
7,169,75,1
7,169,56,1
7,170,84,1
7,170,63,1
7,172,48,1
7,173,48,1
7,173,84,1
7,173,56,1
7,173,63,1
7,175,81,5
7,175,79,3
7,175,38,2
7,175,76,2
7,175,75,2
7,175,67,1
7,175,69,1
7,175,65,1
7,175,47,1
7,175,63,1
7,175,74,1
7,176,40,5
7,176,35,2
7,176,34,2
7,176,61,2
7,176,38,2
7,176,4,2
7,176,39,2
7,176,63,1
7,176,79,1
7,176,60,1
7,176,62,1
7,176,66,1
7,176,36,1
7,177,40,55
7,177,35,25
7,177,39,9
7,177,5,7
7,177,21,7
7,177,48,5
7,177,18,3
7,177,9,3
7,177,59,3
7,177,32,2
7,177,63,2
7,177,69,2
7,177,26,2
7,177,1,1
7,177,4,1
7,177,36,1
7,177,62,1
7,177,75,1
7,177,74,1
7,177,76,1
7,177,33,1
7,177,66,1
7,177,45,1
7,177,3,1
7,177,8,1
7,177,10,1
7,177,38,1
7,177,7,1
7,178,59,7
7,178,48,5
7,178,66,4
7,178,21,3
7,178,51,3
7,178,61,3
7,178,81,3
7,178,69,3
7,178,60,3
7,178,84,3
7,178,82,2
7,178,38,2
7,178,57,2
7,178,4,2
7,178,67,2
7,178,62,2
7,178,36,2
7,178,55,1
7,178,47,1
7,178,9,1
7,178,33,1
7,178,63,1
7,178,78,1
7,178,17,1
7,178,73,1
7,178,23,1
7,178,54,1
7,178,56,1
7,178,41,1
7,178,11,1
7,178,79,1
7,178,20,1
7,179,47,4
7,179,58,2
7,179,60,2
7,179,74,1
7,179,70,1
7,179,53,1
7,179,66,1
7,179,69,1
7,179,37,1
7,179,45,1
7,180,79,5
7,180,60,3
7,180,58,2
7,180,48,1
7,180,56,1
7,180,69,1
7,180,38,1
7,180,75,1
7,180,81,1
7,181,75,1
7,182,81,1
7,185,76,1
7,185,84,1
7,188,46,2
7,188,43,1
7,188,7,1
7,188,68,1
7,188,4,1
7,191,48,1
7,192,47,1
7,193,47,7
7,193,48,6
7,193,61,2
7,193,74,2
7,193,69,2
7,193,76,1
7,193,53,1
7,193,54,1
7,193,51,1
7,193,40,1
7,194,47,10
7,194,48,2
7,194,60,1
7,194,59,1
7,194,58,1
7,194,56,1
7,194,73,1
7,195,47,9
7,195,48,4
7,195,69,4
7,195,62,4
7,195,40,3
7,195,38,2
7,195,66,2
7,195,55,2
7,195,20,2
7,195,79,1
7,195,33,1
7,195,32,1
7,195,51,1
7,195,53,1
7,195,41,1
7,195,45,1
7,195,21,1
7,195,59,1
7,195,60,1
7,195,54,1
7,195,57,1
7,195,50,1
7,196,59,4
7,196,61,4
7,196,63,4
7,196,48,3
7,196,47,3
7,196,81,3
7,196,74,2
7,196,51,2
7,196,79,2
7,196,55,1
7,196,17,1
7,196,9,1
7,196,75,1
7,196,76,1
7,196,54,1
7,196,21,1
7,196,53,1
8,3,74,1
8,4,63,2
8,4,74,2
8,4,43,1
8,4,82,1
8,4,48,1
8,4,47,1
8,4,69,1
8,5,51,1
8,5,41,1
8,5,48,1
8,5,14,1
8,5,62,1
8,6,79,1
8,6,18,1
8,7,56,1
8,7,48,1
8,8,41,1
8,10,48,1
8,15,48,1
8,17,48,1
8,144,60,1
8,148,76,3
8,148,47,2
8,148,79,1
8,148,59,1
8,149,59,10
8,149,54,5
8,149,47,4
8,149,51,2
8,149,76,2
8,149,77,1
8,149,62,1
8,149,67,1
8,149,48,1
8,149,60,1
8,149,53,1
8,149,66,1
8,149,79,1
