x,y,category,POI_count
2,60,41,1
2,60,73,1
2,60,55,1
2,61,69,5
2,61,51,4
2,61,76,2
2,61,74,2
2,61,81,2
2,61,84,2
2,61,54,2
2,61,14,1
2,61,41,1
2,61,62,1
2,61,40,1
2,61,23,1
2,61,33,1
2,61,48,1
2,61,46,1
2,61,56,1
2,61,34,1
2,62,56,2
2,62,35,1
2,62,54,1
2,62,74,1
2,62,39,1
2,67,81,2
2,67,60,1
2,82,48,1
2,83,41,1
2,83,83,1
2,83,82,1
2,83,48,1
2,91,41,1
2,110,76,1
2,130,61,2
2,130,48,2
2,130,74,1
2,130,72,1
2,130,45,1
2,130,51,1
2,130,81,1
2,151,60,1
2,161,73,1
2,161,48,1
3,26,41,2
3,26,81,1
3,27,80,2
3,54,60,1
3,55,41,1
3,55,74,1
3,55,59,1
3,60,74,1
3,64,59,1
3,79,60,1
3,83,74,3
3,83,48,2
3,83,61,1
3,83,58,1
3,83,45,1
3,83,82,1
3,83,41,1
3,83,51,1
3,84,74,1
3,84,73,1
3,110,60,1
3,129,74,1
3,129,41,1
3,129,34,1
3,130,48,2
3,130,60,1
3,146,80,1
3,149,41,1
3,162,48,2
3,162,82,2
3,162,63,1
3,162,73,1
3,162,74,1
3,162,60,1
3,162,62,1
3,162,72,1
3,162,66,1
3,178,74,1
4,27,74,1
4,27,80,1
4,55,54,1
4,55,3,1
4,55,5,1
4,98,45,1
4,114,74,1
4,148,56,1
4,162,79,1
4,162,56,1
4,163,48,2
4,163,74,1
4,165,48,1
4,165,49,1
4,165,4,1
4,167,47,2
4,167,3,1
4,167,55,1
4,167,48,1
4,168,46,3
4,168,41,1
4,168,19,1
4,168,14,1
4,168,48,1
4,168,81,1
4,169,46,3
4,169,48,2
4,169,74,2
4,169,40,2
4,169,56,1
4,169,47,1
4,169,4,1
4,169,82,1
4,169,3,1
4,169,38,1
4,169,73,1
4,169,58,1
4,169,81,1
4,170,46,1
4,171,41,2
4,171,48,1
4,172,73,1
4,175,45,1
5,1,74,1
5,30,41,1
5,30,79,1
5,31,60,1
5,54,3,1
5,55,3,1
5,55,46,1
5,71,74,1
5,71,81,1
5,81,74,1
5,86,60,1
5,116,45,1
5,128,60,1
5,163,48,1
5,163,45,1
5,166,45,1
5,166,49,1
5,169,61,2
5,169,46,2
5,169,80,1
5,169,18,1
5,169,53,1
5,169,4,1
5,169,81,1
5,170,54,2
5,170,4,1
5,170,14,1
5,170,48,1
5,170,69,1
5,170,68,1
5,170,46,1
5,171,79,1
5,171,60,1
5,171,81,1
6,27,81,1
6,28,60,1
6,56,76,1
6,58,74,2
6,58,60,1
6,58,48,1
6,64,74,1
6,77,74,1
6,77,72,1
6,78,61,2
6,78,82,1
6,78,73,1
6,79,69,1
6,80,68,1
6,80,46,1
6,80,69,1
6,80,51,1
6,88,82,1
6,129,48,1
7,28,74,1
7,28,41,1
7,58,61,2
7,58,48,2
7,58,60,2
7,58,79,1
7,58,81,1
7,78,58,1
7,78,54,1
7,79,53,1
7,80,48,1
7,117,80,1
7,129,48,1
7,176,74,1
8,27,54,2
8,27,81,1
8,27,60,1
8,28,41,4
8,28,84,3
8,28,81,3
8,28,48,3
8,28,46,2
8,28,49,2
8,28,62,2
8,28,61,2
8,28,60,1
8,28,3,1
8,28,23,1
8,28,69,1
8,28,79,1
8,28,80,1
8,28,36,1
8,28,13,1
8,28,82,1
8,28,45,1
8,29,54,1
8,29,74,1
8,59,48,1
8,59,63,1
8,156,65,1
8,163,48,1
9,2,79,1
9,19,45,1
9,28,81,3
9,28,73,2
9,28,54,1
9,28,56,1
9,28,66,1
9,28,72,1
9,29,69,2
9,29,82,2
9,29,14,1
9,29,66,1
9,33,80,1
9,33,17,1
9,33,69,1
9,59,81,1
9,60,48,1
9,60,63,1
9,61,47,1
9,61,48,1
9,61,74,1
9,107,74,1
9,128,73,1
9,130,48,1
9,163,48,1
10,2,69,1
10,2,41,1
10,2,43,1
10,2,48,1
10,2,81,1
10,2,47,1
10,25,56,1
10,25,48,1
10,26,46,1
10,27,84,2
10,27,61,2
10,27,41,1
10,27,39,1
10,27,74,1
10,27,48,1
10,28,81,1
10,28,41,1
10,29,56,1
10,29,81,1
10,29,76,1
10,29,62,1
10,29,46,1
10,30,51,1
10,30,13,1
10,30,60,1
10,31,60,1
10,31,80,1
10,31,74,1
10,32,41,4
10,32,84,3
10,32,81,3
10,32,80,2
10,32,79,2
10,32,51,2
10,32,60,2
10,32,74,1
10,32,76,1
10,32,39,1
10,32,18,1
10,32,75,1
10,32,40,1
10,32,82,1
10,33,69,1
10,33,81,1
10,33,47,1
10,61,62,3
10,61,84,3
10,61,69,2
10,61,81,2
10,61,85,1
10,61,41,1
10,61,63,1
10,61,79,1
10,61,51,1
10,61,60,1
10,61,77,1
10,61,75,1
10,62,40,1
10,62,82,1
10,62,60,1
10,77,74,1
10,77,47,1
10,77,60,1
10,77,41,1
10,84,48,1
10,107,73,1
10,130,48,1
10,163,48,1
11,2,60,1
11,2,46,1
11,3,48,1
11,3,82,1
11,26,81,1
11,28,47,1
11,29,65,1
11,31,60,1
11,32,84,2
11,32,61,2
11,32,82,2
11,32,38,1
11,32,52,1
11,32,73,1
11,32,41,1
11,32,69,1
11,32,58,1
11,32,48,1
11,32,74,1
11,32,36,1
11,32,83,1
11,61,81,1
11,61,48,1
11,61,60,1
11,61,84,1
11,61,82,1
11,62,61,3
11,62,66,3
11,62,62,3
11,62,69,2
11,62,48,2
11,62,84,1
11,62,81,1
11,62,55,1
11,62,76,1
11,62,79,1
11,62,60,1
11,130,48,1
11,130,47,1
11,131,74,1
11,179,45,1
12,2,61,2
12,2,74,2
12,2,48,1
12,2,45,1
12,3,81,4
12,3,41,2
12,3,60,2
12,3,69,1
12,3,48,1
12,3,45,1
12,3,53,1
12,3,17,1
12,3,38,1
12,25,41,1
12,60,82,1
12,62,79,1
12,62,38,1
12,62,65,1
12,62,48,1
12,62,69,1
12,64,74,2
12,64,41,1
12,64,75,1
12,64,60,1
12,64,69,1
12,88,79,1
12,88,83,1
12,89,45,1
12,164,48,1
13,1,81,1
13,29,46,1
13,30,48,1
13,30,84,1
13,30,58,1
13,30,41,1
13,58,46,1
13,58,3,1
13,59,3,2
13,59,43,1
13,59,60,1
13,60,45,1
13,60,80,1
13,60,74,1
13,61,73,1
13,61,76,1
13,61,65,1
13,61,54,1
13,61,83,1
13,61,82,1
13,61,41,1
13,62,41,2
13,62,48,2
13,62,54,2
13,62,66,2
13,62,82,1
13,62,76,1
13,62,69,1
13,62,58,1
13,62,45,1
13,62,73,1
13,62,47,1
13,63,62,3
13,63,51,2
13,63,49,2
13,63,76,2
13,63,4,2
13,63,79,2
13,63,56,2
13,63,61,2
13,63,10,1
13,63,73,1
13,63,45,1
13,63,60,1
13,63,52,1
13,63,48,1
13,63,69,1
13,63,38,1
13,63,74,1
13,64,74,3
13,64,36,1
13,64,47,1
13,64,60,1
13,64,73,1
13,69,79,1
13,69,47,1
13,107,80,1
13,128,79,1
13,128,48,1
13,129,48,1
13,164,48,1
13,184,60,1
13,189,61,2
13,189,47,1
14,1,48,1
14,1,65,1
14,4,80,1
14,29,79,2
14,30,61,2
14,30,51,1
14,30,79,1
14,30,75,1
14,30,83,1
14,30,60,1
14,30,84,1
14,31,84,4
14,31,41,2
14,31,48,1
14,31,60,1
14,31,34,1
14,44,74,1
14,59,68,1
14,59,4,1
14,59,21,1
14,59,48,1
14,61,54,1
14,62,53,1
14,62,54,1
14,63,73,1
14,63,82,1
14,63,48,1
14,63,17,1
14,63,81,1
14,63,65,1
14,65,13,1
14,65,4,1
14,66,81,1
14,72,79,1
14,185,74,1
14,189,60,1
15,1,63,1
15,1,81,1
15,30,74,1
15,68,48,1
15,73,47,1
15,90,48,1
15,128,74,1
15,128,48,1
15,165,48,1
15,189,46,2
15,189,58,1
15,189,82,1
15,189,56,1
15,189,38,1
15,189,74,1
16,1,74,1
16,31,81,1
16,45,41,2
16,45,74,1
16,45,60,1
16,45,76,1
16,45,46,1
16,45,45,1
16,45,48,1
16,68,48,1
16,128,48,1
16,165,48,2
16,165,61,2
16,165,80,1
16,165,51,1
16,165,46,1
16,165,81,1
16,165,41,1
16,167,74,1
16,169,47,1
17,3,80,1
17,31,82,2
17,31,61,2
17,31,48,1
17,31,69,1
17,31,81,1
17,31,74,1
17,32,82,2
17,32,41,2
17,32,48,1
17,32,74,1
17,32,79,1
17,32,76,1
17,43,80,1
17,44,84,1
17,44,41,1
17,44,46,1
17,44,53,1
17,45,45,1
17,92,61,1
17,92,69,1
17,128,60,1
17,128,48,1
17,164,48,1
17,186,73,1
18,31,80,2
18,31,48,2
18,31,47,1
18,31,79,1
18,31,38,1
18,31,41,1
18,31,74,1
18,31,60,1
18,32,48,1
18,32,38,1
18,32,63,1
18,33,75,1
18,33,74,1
18,34,41,1
18,34,48,1
18,35,48,1
18,36,81,1
18,36,79,1
18,36,76,1
18,36,80,1
18,36,63,1
18,37,48,1
18,37,69,1
18,43,46,2
18,63,74,1
18,68,81,1
18,69,48,2
18,69,63,1
18,76,60,1
18,92,54,1
18,92,74,1
18,92,58,1
18,164,48,1
18,193,73,1
19,10,48,1
19,10,74,1
19,11,80,1
19,11,74,1
19,11,48,1
19,31,79,1
19,31,53,1
19,31,60,1
19,31,54,1
19,31,41,1
19,31,48,1
19,31,81,1
19,34,60,2
19,34,36,1
19,34,74,1
19,34,75,1
19,34,48,1
19,35,48,1
19,36,82,1
19,36,69,1
19,38,48,4
19,38,73,2
19,38,74,1
19,38,33,1
19,38,34,1
19,38,54,1
19,38,14,1
19,38,41,1
19,38,9,1
19,39,48,4
19,39,51,2
19,39,54,2
19,39,56,1
19,39,80,1
19,39,73,1
19,39,36,1
19,39,33,1
19,41,82,1
19,42,81,4
19,42,82,2
19,42,62,2
19,42,63,1
19,42,4,1
19,42,41,1
19,42,51,1
19,43,41,6
19,43,74,3
19,43,61,2
19,43,69,2
19,43,84,1
19,43,34,1
19,43,40,1
19,43,60,1
19,43,81,1
19,43,14,1
19,44,60,1
19,63,74,1
19,64,73,1
19,64,45,1
19,64,48,1
19,70,48,1
19,71,74,2
19,73,43,1
19,76,60,1
19,79,74,1
19,91,48,1
19,92,41,1
19,164,48,1
19,164,60,1
20,1,48,1
20,1,60,1
20,10,48,2
20,10,69,1
20,10,62,1
20,11,62,1
20,12,48,1
20,21,82,2
20,21,48,1
20,21,54,1
20,22,81,4
20,22,61,2
20,22,54,1
20,22,51,1
20,22,79,1
20,22,62,1
20,22,45,1
20,22,48,1
20,22,47,1
20,22,74,1
20,22,4,1
20,22,82,1
20,23,41,4
20,23,69,4
20,23,81,3
20,23,82,2
20,23,34,1
20,23,46,1
20,23,74,1
20,23,63,1
20,23,48,1
20,23,79,1
20,24,45,1
20,24,60,1
20,25,63,1
20,25,82,1
20,31,48,2
20,31,60,1
20,39,84,1
20,39,74,1
20,39,81,1
20,39,7,1
20,39,62,1
20,39,4,1
20,39,46,1
20,40,76,3
20,40,79,2
20,40,48,2
20,40,62,2
20,40,69,2
20,40,41,2
20,40,73,1
20,40,56,1
20,40,81,1
20,40,84,1
20,40,40,1
20,40,53,1
20,40,58,1
20,40,38,1
20,40,66,1
20,40,17,1
20,40,60,1
20,40,63,1
20,41,82,3
20,41,48,2
20,41,56,1
20,41,45,1
20,41,69,1
20,41,84,1
20,41,62,1
20,41,80,1
20,41,66,1
20,41,65,1
20,43,34,1
20,66,74,1
20,70,48,1
20,71,60,3
20,71,81,1
20,71,48,1
20,71,31,1
20,72,79,1
20,78,58,1
20,78,74,1
20,79,74,1
20,80,76,1
20,80,74,1
20,101,76,1
20,122,4,1
20,123,75,1
20,123,31,1
20,124,80,1
20,125,81,1
20,125,83,1
20,125,46,1
20,125,47,1
20,126,48,7
20,126,56,3
20,126,4,3
20,126,49,3
20,126,74,2
20,126,18,2
20,126,82,2
20,126,73,2
20,126,69,2
20,126,41,2
20,126,61,2
20,126,17,1
20,126,46,1
20,126,45,1
20,126,68,1
20,126,51,1
20,126,72,1
20,126,14,1
20,126,79,1
20,126,54,1
20,126,75,1
20,126,21,1
20,126,71,1
20,126,47,1
20,126,63,1
20,162,48,1
21,1,48,2
21,1,63,1
21,1,41,1
21,10,69,1
21,11,63,1
21,12,53,1
21,12,48,1
21,12,80,1
21,13,81,1
21,18,48,2
21,18,79,1
21,18,82,1
21,19,48,1
21,21,74,1
21,22,74,2
21,22,60,1
21,23,48,1
21,23,63,1
21,24,48,1
21,24,81,1
21,27,60,1
21,27,80,1
21,28,74,1
21,28,81,1
21,28,56,1
21,31,81,1
21,32,48,1
21,35,60,1
21,36,3,1
21,37,45,1
21,37,47,1
21,41,60,4
21,41,45,3
21,41,61,2
21,41,13,1
21,41,17,1
21,41,21,1
21,41,79,1
21,41,48,1
21,41,81,1
21,41,73,1
21,41,74,1
21,71,54,3
21,71,48,2
21,71,69,1
21,72,74,3
21,72,54,2
21,72,75,2
21,72,49,1
21,72,58,1
21,72,56,1
21,72,76,1
21,74,48,1
21,74,70,1
21,75,69,1
21,76,48,2
21,76,5,1
21,76,75,1
21,79,48,1
21,81,48,2
21,81,69,1
21,81,41,1
21,82,62,1
21,91,46,1
21,120,62,1
21,120,81,1
21,123,14,1
21,126,58,2
21,126,74,1
21,126,48,1
21,126,80,1
21,126,38,1
21,126,56,1
21,126,41,1
22,9,48,1
22,9,58,1
22,13,81,1
22,16,48,1
22,16,41,1
22,16,43,1
22,17,79,1
22,17,45,1
22,25,48,1
22,26,81,1
22,27,48,1
22,27,56,1
22,28,41,3
22,28,69,2
22,28,40,2
22,28,61,2
22,28,74,2
22,28,80,1
22,28,46,1
22,28,58,1
22,28,79,1
22,28,81,1
22,28,53,1
22,28,60,1
22,28,48,1
22,28,51,1
22,28,52,1
22,29,47,1
22,29,18,1
22,29,48,1
22,29,4,1
22,29,46,1
22,29,72,1
22,29,41,1
22,29,78,1
22,32,48,1
22,34,79,1
22,36,45,2
22,41,48,1
22,41,27,1
22,41,62,1
22,41,63,1
22,42,48,1
22,42,41,1
22,71,48,1
22,72,61,2
22,72,48,2
22,72,79,1
22,72,41,1
22,72,71,1
22,72,56,1
22,72,74,1
22,72,73,1
22,73,73,2
22,73,63,1
22,73,75,1
22,73,48,1
22,73,79,1
22,74,48,1
22,74,74,1
22,74,58,1
22,74,64,1
22,74,53,1
22,77,60,2
22,77,41,1
22,85,61,2
22,85,74,1
22,85,66,1
22,85,82,1
23,1,58,2
23,1,46,1
23,1,82,1
23,1,56,1
23,1,41,1
23,1,66,1
23,1,48,1
23,1,73,1
23,5,60,1
23,6,81,1
23,9,48,1
23,9,69,1
23,10,48,1
23,12,75,1
23,13,48,2
23,13,54,1
23,13,60,1
23,13,81,1
23,13,63,1
23,14,68,1
23,14,54,1
23,15,74,3
23,15,69,2
23,15,82,2
23,15,41,1
23,15,62,1
23,15,79,1
23,15,48,1
23,15,80,1
23,16,74,1
23,27,74,1
23,28,69,2
23,28,41,2
23,28,75,1
23,28,58,1
23,28,56,1
23,28,81,1
23,28,13,1
23,29,48,3
23,29,76,1
23,29,34,1
23,29,57,1
23,29,41,1
23,29,66,1
23,29,81,1
23,29,73,1
23,29,62,1
23,29,79,1
23,30,47,1
23,32,48,1
23,71,81,2
23,71,43,1
23,71,48,1
23,77,41,1
23,80,60,1
23,87,41,1
23,88,68,2
23,88,47,1
23,88,73,1
23,89,81,1
23,89,45,1
23,90,74,1
23,90,48,1
23,127,60,1
23,130,81,1
23,133,38,1
24,1,74,3
24,1,48,3
24,1,79,2
24,1,60,2
24,1,81,2
24,1,58,1
24,1,84,1
24,2,74,1
24,2,49,1
24,2,79,1
24,2,42,1
24,5,75,3
24,5,81,2
24,5,74,2
24,6,75,1
24,7,48,1
24,7,47,1
24,8,48,1
24,9,81,2
24,9,48,1
24,9,80,1
24,9,66,1
24,13,48,1
24,13,62,1
24,13,14,1
24,13,74,1
24,13,75,1
24,14,82,3
24,14,69,2
24,14,33,2
24,14,51,2
24,14,55,2
24,14,36,2
24,14,62,1
24,14,48,1
24,14,66,1
24,14,35,1
24,14,7,1
24,14,47,1
24,14,4,1
24,15,69,6
24,15,48,4
24,15,61,2
24,15,81,2
24,15,60,2
24,15,38,2
24,15,63,2
24,15,51,1
24,15,79,1
24,15,41,1
24,15,45,1
24,15,66,1
24,15,34,1
24,15,65,1
24,15,56,1
24,15,74,1
24,15,54,1
24,15,33,1
24,15,82,1
24,15,76,1
24,15,73,1
24,16,54,2
24,16,58,1
24,16,76,1
24,16,74,1
24,16,67,1
24,17,74,1
24,29,60,1
24,29,62,1
24,29,69,1
24,29,48,1
24,29,81,1
24,29,54,1
24,30,60,2
24,30,63,2
24,30,73,1
24,30,54,1
24,30,45,1
24,30,82,1
24,31,48,1
24,41,81,2
24,41,74,1
24,42,81,2
24,42,48,1
24,42,84,1
24,69,82,2
24,70,69,1
24,70,81,1
24,71,48,2
24,71,81,2
24,71,84,1
24,71,85,1
24,84,74,1
24,84,68,1
24,84,58,1
24,85,60,1
24,131,81,1
24,132,73,1
24,132,14,1
24,132,41,1
24,180,60,1
25,1,9,1
25,1,79,1
25,1,76,1
25,1,73,1
25,2,41,3
25,2,54,2
25,2,61,2
25,2,48,1
25,2,51,1
25,2,66,1
25,2,52,1
25,2,39,1
25,2,62,1
25,2,69,1
25,2,40,1
25,2,84,1
25,2,38,1
25,3,80,2
25,3,54,2
25,3,45,1
25,3,55,1
25,3,62,1
25,3,63,1
25,4,81,3
25,4,79,1
25,4,80,1
25,4,60,1
25,5,54,4
25,5,51,1
25,6,41,2
25,6,61,2
25,6,58,2
25,6,76,2
25,6,60,2
25,6,75,1
25,6,48,1
25,6,66,1
25,6,84,1
25,6,53,1
25,6,74,1
25,7,48,2
25,7,75,1
25,7,38,1
25,7,74,1
25,9,75,1
25,9,74,1
25,10,81,1
25,14,74,1
25,15,74,2
25,15,54,2
25,15,62,2
25,15,56,1
25,15,48,1
25,15,84,1
25,15,81,1
25,15,46,1
25,15,72,1
25,15,41,1
25,16,48,1
25,17,74,2
25,30,61,2
25,30,82,2
25,30,48,1
25,30,66,1
25,30,60,1
25,30,80,1
25,30,69,1
25,30,41,1
25,31,60,1
25,31,48,1
25,31,79,1
25,40,81,2
25,40,79,1
25,40,74,1
25,41,81,3
25,41,76,2
25,41,60,2
25,41,48,1
25,41,41,1
25,41,63,1
25,41,74,1
25,41,39,1
25,41,80,1
25,42,54,1
25,42,45,1
25,42,74,1
25,71,60,1
25,71,48,1
25,72,76,1
25,72,48,1
25,72,70,1
25,72,79,1
25,89,63,1
25,101,83,1
25,181,74,1
25,181,73,1
26,1,76,1
26,1,63,1
26,1,81,1
26,1,79,1
26,1,69,1
26,2,63,4
26,2,81,3
26,2,62,3
26,2,60,2
26,2,82,2
26,2,48,2
26,2,36,1
26,2,76,1
26,2,75,1
26,2,70,1
26,3,82,1
26,3,48,1
26,3,84,1
26,3,76,1
26,4,75,2
26,4,69,1
26,4,62,1
26,4,82,1
26,4,13,1
26,5,81,2
26,5,79,2
26,5,48,2
26,5,54,2
26,5,76,1
26,5,75,1
26,5,52,1
26,5,73,1
26,6,81,2
26,6,48,1
26,10,75,2
26,14,81,1
26,16,63,1
26,16,79,1
26,17,48,1
26,17,81,1
26,18,48,1
26,26,3,1
26,31,60,2
26,31,48,1
26,31,41,1
26,32,65,2
26,32,79,1
26,32,81,1
26,41,81,5
26,41,69,3
26,41,79,3
26,41,41,3
26,41,48,2
26,41,61,2
26,41,60,2
26,41,43,1
26,41,76,1
26,41,47,1
26,41,36,1
26,41,84,1
26,42,47,1
26,72,48,1
26,73,48,2
26,73,45,1
26,73,76,1
26,73,83,1
26,77,54,1
26,78,74,1
26,89,63,2
26,89,61,2
26,89,5,1
26,89,79,1
26,89,49,1
26,89,73,1
26,89,54,1
26,89,14,1
26,89,4,1
26,90,69,2
26,90,41,1
26,132,74,1
26,185,74,1
27,1,82,2
27,1,81,1
27,1,63,1
27,1,48,1
27,2,48,2
27,2,76,2
27,2,69,2
27,2,41,2
27,2,21,1
27,2,60,1
27,2,81,1
27,3,81,2
27,3,41,2
27,3,60,2
27,3,63,2
27,3,69,1
27,3,47,1
27,3,76,1
27,3,62,1
27,3,48,1
27,3,21,1
27,4,38,1
27,4,84,1
27,4,75,1
27,4,48,1
27,4,62,1
27,5,56,2
27,6,60,1
27,15,74,1
27,23,74,1
27,31,74,2
27,32,60,1
27,32,48,1
27,32,74,1
27,32,80,1
27,33,48,1
27,33,60,1
27,40,51,2
27,40,41,1
27,40,69,1
27,40,34,1
27,40,73,1
27,40,81,1
27,40,60,1
27,40,79,1
27,41,48,1
27,41,79,1
27,41,33,1
27,42,76,1
27,42,63,1
27,42,56,1
27,42,48,1
27,42,54,1
27,42,58,1
27,43,47,1
27,73,83,1
27,74,73,1
27,74,47,1
27,74,48,1
27,75,46,13
27,75,4,4
27,75,41,4
27,75,81,4
27,75,48,3
27,75,62,3
27,75,79,3
27,75,40,3
27,75,69,3
27,75,53,2
27,75,18,2
27,75,61,2
27,75,76,2
27,75,13,2
27,75,58,2
27,75,49,1
27,75,9,1
27,75,51,1
27,75,38,1
27,75,11,1
27,75,54,1
27,75,3,1
27,75,32,1
27,75,78,1
27,75,68,1
27,75,74,1
27,75,75,1
27,75,5,1
27,75,1,1
27,75,33,1
27,76,36,4
27,76,46,4
27,76,74,3
27,76,62,2
27,76,60,2
27,76,76,2
27,76,63,2
27,76,41,2
27,76,51,2
27,76,4,1
27,76,17,1
27,76,81,1
27,76,39,1
27,76,68,1
27,76,69,1
27,76,48,1
27,77,54,1
27,91,79,2
27,91,41,1
27,91,56,1
27,91,4,1
27,92,48,2
27,92,63,1
27,92,83,1
27,92,82,1
27,96,60,1
27,98,73,1
27,99,61,2
27,99,41,1
27,99,74,1
27,99,69,1
27,119,47,1
27,132,47,1
27,133,34,1
27,133,60,1
27,133,46,1
27,184,58,1
28,1,81,2
28,1,60,2
28,1,84,2
28,1,66,1
28,1,63,1
28,1,36,1
28,1,56,1
28,1,67,1
28,1,41,1
28,1,75,1
28,1,53,1
28,1,79,1
28,2,62,2
28,2,63,1
28,2,60,1
28,2,38,1
28,2,48,1
28,2,54,1
28,2,41,1
28,2,73,1
28,2,36,1
28,2,75,1
28,2,69,1
28,3,81,3
28,3,62,3
28,3,58,2
28,3,54,1
28,3,65,1
28,3,33,1
28,3,9,1
28,3,61,1
28,3,75,1
28,3,76,1
28,3,66,1
28,3,69,1
28,3,34,1
28,4,81,2
28,4,18,1
28,4,73,1
28,8,74,1
28,10,74,1
28,18,41,1
28,18,48,1
28,19,48,1
28,40,81,1
28,42,69,3
28,42,61,2
28,42,48,1
28,42,36,1
28,42,40,1
28,42,33,1
28,42,74,1
28,42,60,1
28,42,84,1
28,42,54,1
28,42,83,1
28,42,51,1
28,42,45,1
28,42,57,1
28,42,38,1
28,43,82,3
28,43,69,2
28,43,48,2
28,43,80,1
28,43,66,1
28,43,62,1
28,43,73,1
28,43,46,1
28,43,51,1
28,43,41,1
28,44,47,1
28,44,45,1
28,75,82,1
28,76,41,2
28,76,54,2
28,76,56,1
28,76,74,1
28,76,63,1
28,76,48,1
28,76,60,1
28,76,62,1
28,76,51,1
28,76,73,1
28,76,66,1
28,76,69,1
28,76,45,1
28,77,48,4
28,77,81,3
28,77,51,2
28,77,83,2
28,77,56,1
28,77,66,1
28,77,74,1
28,77,69,1
28,77,76,1
28,77,45,1
28,77,60,1
28,77,62,1
28,77,59,1
28,78,81,1
28,91,56,1
28,92,48,3
28,92,51,2
28,92,73,1
28,92,34,1
28,92,40,1
28,92,82,1
28,92,52,1
28,92,38,1
28,93,74,1
28,93,47,1
28,93,65,1
28,93,69,1
28,94,41,1
28,94,83,1
28,132,61,2
28,132,60,1
28,173,84,1
29,1,79,10
29,1,75,8
29,1,63,7
29,1,76,7
29,1,62,6
29,1,41,6
29,1,69,6
29,1,48,6
29,1,51,5
29,1,58,5
29,1,4,4
29,1,81,4
29,1,38,3
29,1,53,3
29,1,46,2
29,1,52,2
29,1,74,2
29,1,32,2
29,1,61,2
29,1,34,2
29,1,40,2
29,1,57,1
29,1,70,1
29,1,50,1
29,1,82,1
29,1,55,1
29,1,33,1
29,1,45,1
29,1,60,1
29,1,66,1
29,1,37,1
29,1,59,1
29,1,9,1
29,1,47,1
29,1,13,1
29,1,65,1
29,2,79,3
29,2,62,1
29,2,73,1
