Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Ant-Man and the Wasp: Quantumania,tt10954600,2023,"Action, Adventure, Comedy","Director:, Peyton Reed, | ,     Stars:, Paul Rudd, , Evangeline Lilly, , Michael Douglas, , Michelle Pfeiffer","Scott Lang and Hope Van Dyne are dragged into the Quantum Realm, along with Hope's parents and Scott's daughter Cassie. Together they must find a way to escape, but what secrets is Hope's mother hiding? And who is the mysterious Kang?",6.2,124 min,PG-13,168531,
American Born Chinese,tt15552018,2023– ,"Action, Adventure, Comedy","Stars:, Ben Wang, , Yann Yann Yeo, , Chin Han, , Jimmy Liu","Jin Wang is an average teenager balancing high school and home life. When he meets a new foreign student on the first day of the school, even more worlds collide as Jin is unwittingly entangled in a battle with Chinese mythological gods.",7.2,30 min,TV-PG,2885,
Asteroid City,tt14230388,2023,"Comedy, Drama, Romance","Director:, Wes Anderson, | ,     Stars:, Jason Schwartzman, , Scarlett Johansson, , Tom Hanks, , Jeffrey Wright",The itinerary of a Junior Stargazer convention is spectacularly disrupted by world-changing events.,6.8,104 min,PG-13,533,
Platonic,tt13366604,2023– ,"Comedy, Romance","Stars:, Rose Byrne, , Seth Rogen, , Tre Hale, , Andrew Lopez",Former childhood best friends reconnect as adults and try to get past the rift that led to their falling out.,6.8,,TV-MA,2202,
I Think You Should Leave with Tim Robinson,tt10050772,2019– ,Comedy,"Stars:, Tim Robinson, , Sam Richardson, , Patti Harrison, , Conner O'Malley",A sketch show where Tim Robinson and his guests spend each segment driving someone to the point of needing -- or desperately wanting -- to leave.,8.0,16 min,TV-MA,15884,
A Man Called Otto,tt7405458,2022,"Comedy, Drama","Director:, Marc Forster, | ,     Stars:, Tom Hanks, , Mariana Treviño, , Rachel Keller, , John Higgins","Otto is a grump who's given up on life following the loss of his wife and wants to end it all. When a young family moves in nearby, he meets his match in quick-witted Marisol, leading to a friendship that will turn his world around.",7.5,126 min,PG-13,89657,"62,472,236"
Jury Duty,tt22074164,2023– ,Comedy,"Stars:, James Marsden, , Alan Barinholtz, , Susan Berger, , Cassandra Blair","It follows the workings of an American jury trial through the eyes of Ronald Gladden, a juror who is unaware the entire case is fake. Everyone except him is an actor, and everything that happens is carefully planned.",8.4,,TV-14,17383,
Young Sheldon,tt6226232,2017– ,Comedy,"Stars:, Iain Armitage, , Zoe Perry, , Lance Barber, , Montana Jordan","Meet a child genius named Sheldon Cooper (already seen as an adult in The Big Bang Theory (2007)) and his family. Some unique challenges face Sheldon, who is socially impaired.",7.6,30 min,TV-PG,74171,
"XO, Kitty",tt14490706,2023– ,"Comedy, Drama, Romance","Stars:, Anna Cathcart, , Minyeong Choi, , Gia Kim, , Sang Heon Lee",A new love story unfolds when teen matchmaker Kitty reunites with her long-distance boyfriend at the same boarding school attended by her late mother.,6.6,30 min,TV-14,6043,
The Boys,tt1190634,2019– ,"Action, Comedy, Crime","Stars:, Karl Urban, , Jack Quaid, , Antony Starr, , Erin Moriarty",A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,8.7,60 min,TV-MA,555227,
The Great,tt2235759,2020– ,"Biography, Comedy, Drama","Stars:, Elle Fanning, , Phoebe Fox, , Gwilym Lee, , Adam Godley","A royal woman living in rural Russia during the 18th century is forced to choose between her own personal happiness and the future of Russia, when she marries an Emperor.",8.2,45 min,TV-MA,47663,
Shameless,tt1586680,2011–2021,"Comedy, Drama","Stars:, Emmy Rossum, , William H. Macy, , Ethan Cutkosky, , Jeremy Allen White","A scrappy, feisty, fiercely loyal Chicago family makes no apologies.",8.6,46 min,TV-MA,255818,
It's Always Sunny in Philadelphia,tt0472954,2005– ,Comedy,"Stars:, Charlie Day, , Rob McElhenney, , Kaitlin Olson, , Glenn Howerton",Five friends with big egos and small brains are the proprietors of an Irish pub in Philadelphia.,8.8,22 min,TV-MA,235926,
The Office,tt0386676,2005–2013,Comedy,"Stars:, Steve Carell, , Jenna Fischer, , John Krasinski, , Rainn Wilson","A mockumentary on a group of typical office workers, where the workday consists of ego clashes, inappropriate behavior, and tedium.",9.0,22 min,TV-14,643150,
Poker Face,tt14269590,2023– ,"Comedy, Crime, Drama","Stars:, Natasha Lyonne, , Benjamin Bratt, , Simon Helberg, , Pedro Hollywood",Charlie has an extraordinary ability to determine when someone is lying. She hits the road with her Plymouth Barracuda and with every stop encounters a new cast of characters and strange crimes she can't help but investigate and solve.,7.9,58 min,TV-MA,32260,
Beef,tt14403178,2023– ,"Comedy, Drama","Stars:, Steven Yeun, , Ali Wong, , Joseph Lee, , Young Mazino",Two people let a road rage incident burrow into their minds and slowly consume their every thought and action.,8.1,30 min,TV-MA,82504,
The White Lotus,tt13406094,2021–2024,"Comedy, Drama","Stars:, Jennifer Coolidge, , Jon Gries, , F. Murray Abraham, , Adam DiMarco",The exploits of various guests and employees of a tropical resort over the span of a week.,7.9,60 min,TV-MA,173531,
About My Father,tt8373206,2023,Comedy,"Director:, Laura Terruso, | ,     Stars:, Robert De Niro, , Sebastian Maniscalco, , Leslie Bibb, , Kim Cattrall","When Sebastian tells his old-school Italian immigrant father Salvo that he is going to propose to his all-American girlfriend, Salvo insists on crashing a weekend with her tony parents.",6.1,90 min,PG-13,1543,
White Men Can't Jump,tt6436620,2023,"Comedy, Drama, Sport","Director:, Calmatic, | ,     Stars:, Sinqua Walls, , Jack Harlow, , Lance Reddick, , Teyana Taylor",A remake of the 1992 film about a pair of basketball hustlers who team up to earn extra cash.,4.9,101 min,R,6611,
Modern Family,tt1442437,2009–2020,"Comedy, Drama, Romance","Stars:, Ed O'Neill, , Sofía Vergara, , Julie Bowen, , Ty Burrell",Three different but related families face trials and tribulations in their own uniquely comedic ways.,8.5,22 min,TV-PG,451345,
Fool's Paradise,tt9013340,2023,Comedy,"Director:, Charlie Day, | ,     Stars:, Charlie Day, , Ken Jeong, , Kate Beckinsale, , Adrien Brody",A fool for love becomes an accidental celebrity only to lose it all.,4.8,98 min,R,1697,
Suits,tt1632701,2011–2019,"Comedy, Drama","Stars:, Gabriel Macht, , Patrick J. Adams, , Meghan Markle, , Sarah Rafferty","On the run from a drug deal gone bad, brilliant college dropout Mike Ross finds himself working with Harvey Specter, one of New York City's best lawyers.",8.4,44 min,TV-14,426319,
BlackBerry,tt21867434,2023,"Biography, Comedy, Drama","Director:, Matt Johnson, | ,     Stars:, Jay Baruchel, , Glenn Howerton, , Matt Johnson, , Kelly Van der Burg",The story of the meteoric rise and catastrophic demise of the world's first smartphone.,7.6,120 min,R,5930,
The Big Bang Theory,tt0898266,2007–2019,"Comedy, Romance","Stars:, Johnny Galecki, , Jim Parsons, , Kaley Cuoco, , Simon Helberg",A woman who moves into an apartment across the hall from two brilliant but socially awkward physicists shows them how little they know about life outside of the laboratory.,8.2,22 min,TV-PG,830053,
One Piece,tt0388629,1999– ,"Animation, Action, Adventure","Stars:, Mayumi Tanaka, , Laurent Vernin, , Tony Beck, , Akemi Okamura","Follows the adventures of Monkey D. Luffy and his pirate crew in order to find the greatest treasure ever left by the legendary Pirate, Gold Roger. The famous mystery treasure named ""One Piece"".",8.9,24 min,TV-14,146388,
Friends,tt0108778,1994–2004,"Comedy, Romance","Stars:, Jennifer Aniston, , Courteney Cox, , Lisa Kudrow, , Matt LeBlanc",Follows the personal and professional lives of six twenty to thirty year-old friends living in the Manhattan borough of New York City.,8.9,22 min,TV-14,1028009,
Dave,tt8531222,2020– ,"Comedy, Music","Stars:, Dave Burd, , Andrew Santino, , Gata, , Taylor Misiak",A neurotic mid-20s suburbanite's convinced he's destined to be one of the greatest rappers of all time. Now he's got to prove it to everyone else.,8.3,30 min,TV-MA,22455,
The Year I Started Masturbating,tt15411160,2022,"Comedy, Drama","Director:, Erika Wasserman, | ,     Stars:, Katia Winter, , Jesper Zuschlag, , Henrik Dorsin, , Nour El-Refai","Goal-oriented Hanna wants another child before it is too late, but unexpectedly her boyfriend breaks up with her, and Hanna's world collapses. Hanna begins to realize that she may be chasing the wrong things in life.",5.2,98 min,,1580,
Somebody Somewhere,tt12759100,2022– ,"Comedy, Drama","Stars:, Bridget Everett, , Jeff Hiller, , Mary Catherine Garrison, , Murray Hill","Sam is a true Kansan on the surface, but, beneath it all, struggles to fit the hometown mould. Grappling with loss and acceptance, she discovers herself and a community of outsiders who don't fit in but don't give up.",8.0,30 min,TV-MA,8929,
Renfield,tt11358390,2023,"Comedy, Fantasy, Horror","Director:, Chris McKay, | ,     Stars:, Nicholas Hoult, , Nicolas Cage, , Awkwafina, , Ben Schwartz","Renfield, Dracula's henchman and inmate at the lunatic asylum for decades, longs for a life away from the Count, his various demands, and all of the bloodshed that comes with them.",6.4,93 min,R,42385,
Bones,tt0460627,2005–2017,"Comedy, Crime, Drama","Stars:, Emily Deschanel, , David Boreanaz, , Michaela Conlin, , T.J. Thyne","Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.",7.8,40 min,TV-14,166795,
Shrinking,tt15677150,2023– ,"Comedy, Drama","Stars:, Jason Segel, , Jessica Williams, , Harrison Ford, , Luke Tennie","A grieving therapist starts to tell his clients exactly what he thinks. Ignoring his training and ethics, he finds himself making huge changes to people's lives - including his own.",8.0,33 min,TV-MA,45085,
Everything Everywhere All at Once,tt6710474,2022,"Action, Adventure, Comedy","Directors:, Daniel Kwan, , Daniel Scheinert, | ,     Stars:, Michelle Yeoh, , Stephanie Hsu, , Jamie Lee Curtis, , Ke Huy Quan",A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,7.8,139 min,R,451293,"72,861,480"
Beau Is Afraid,tt13521006,2023,"Comedy, Drama, Horror","Director:, Ari Aster, | ,     Stars:, Joaquin Phoenix, , Patti LuPone, , Amy Ryan, , Nathan Lane","Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.",7.1,179 min,R,18547,
Guardians of the Galaxy,tt2015381,2014,"Action, Adventure, Comedy","Director:, James Gunn, | ,     Stars:, Chris Pratt, , Vin Diesel, , Bradley Cooper, , Zoe Saldana",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.,8.0,121 min,PG-13,1220519,"333,176,600"
I'm a Virgo,tt13649510,2023– ,"Comedy, Drama, Fantasy","Stars:, Brett Gray, , Rachel Thurow, , Varsha Chand, , Lindsey G. Smith","A coming-of-age joyride about Cootie, a 13-foot-tall man, who escapes to experience the beauty and contradictions of the real world; he forms friendships, finds love, navigates awkward situations, and encounters his idol named The Hero.",6.5,115 min,TV-14,88,
You Hurt My Feelings,tt15771916,2023,"Comedy, Drama","Director:, Nicole Holofcener, | ,     Stars:, Julia Louis-Dreyfus, , Tobias Menzies, , Michaela Watkins, , Arian Moayed",A novelist's longstanding marriage is suddenly upended when she overhears her husband giving his honest reaction to her latest book.,7.2,93 min,R,1397,
Ghosted,tt15326988,I) (2023,"Action, Adventure, Comedy","Director:, Dexter Fletcher, | ,     Stars:, Chris Evans, , Ana de Armas, , Adrien Brody, , Mike Moh","Cole falls head over heels for enigmatic Sadie, but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",5.8,116 min,PG-13,41944,
Elemental,tt15789038,2023,"Animation, Adventure, Comedy","Director:, Peter Sohn, | ,     Stars:, Leah Lewis, , Mamoudou Athie, , Ronnie Del Carmen, , Shila Ommi","Follows Ember and Wade, in a city where fire-, water-, land- and air-residents live together.",6.5,103 min,PG,73,
Sex and the City,tt0159206,1998–2004,"Comedy, Drama, Romance","Stars:, Sarah Jessica Parker, , Kim Cattrall, , Kristin Davis, , Cynthia Nixon",Four female New Yorkers gossip about their sex lives (or lack thereof) and find new ways to deal with being a woman in the late 1990s.,7.3,30 min,TV-MA,132171,
Wednesday,tt13443470,2022– ,"Comedy, Crime, Fantasy","Stars:, Jenna Ortega, , Hunter Doohan, , Percy Hynes White, , Emma Myers","Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.",8.1,45 min,TV-14,320291,
Peter Pan & Wendy,tt5635026,2023,"Action, Adventure, Comedy","Director:, David Lowery, | ,     Stars:, Alexander Molony, , Ever Anderson, , Jude Law, , Alyssa Wapanatâhk","Follow the adventures of Peter Pan, a boy who does not want to grow up, and how he recruits three siblings in London, and together they embark on a magical adventure on the enchanted island of Neverland.",4.4,106 min,PG,22790,
Bullet Train,tt12593682,2022,"Action, Comedy, Thriller","Director:, David Leitch, | ,     Stars:, Brad Pitt, , Joey King, , Aaron Taylor-Johnson, , Brian Tyree Henry",Five assassins aboard a swiftly-moving bullet train find out that their missions have something in common.,7.3,127 min,R,361433,"103,368,602"
Mrs. Davis,tt14759574,2023,"Comedy, Drama, Sci-Fi","Stars:, Betty Gilpin, , Jake McDorman, , Andy McQueen, , Chris Diamantopoulos","Sister Simone partners with her ex-boyfriend Wiley on a globe-spanning journey to destroy Mrs. Davis, a powerful artificial intelligence.",7.3,,TV-MA,6541,
Seinfeld,tt0098904,1989–1998,Comedy,"Stars:, Jerry Seinfeld, , Julia Louis-Dreyfus, , Michael Richards, , Jason Alexander",The continuing misadventures of neurotic New York City stand-up comedian Jerry Seinfeld and his equally neurotic New York City friends.,8.9,22 min,TV-PG,331838,
The Menu,tt9764362,2022,"Comedy, Horror, Thriller","Director:, Mark Mylod, | ,     Stars:, Ralph Fiennes, , Anya Taylor-Joy, , Nicholas Hoult, , Hong Chau","A young couple travels to a remote island to eat at an exclusive restaurant where the chef has prepared a lavish menu, with some shocking surprises.",7.2,107 min,R,319957,
Cocaine Bear,tt14209916,2023,"Comedy, Thriller","Director:, Elizabeth Banks, | ,     Stars:, Keri Russell, , Alden Ehrenreich, , O'Shea Jackson Jr., , Ray Liotta","An oddball group of cops, criminals, tourists and teens converge on a Georgia forest where a huge black bear goes on a murderous rampage after unintentionally ingesting cocaine.",6.0,95 min,R,73206,
The Orville,tt5691552,2017– ,"Adventure, Comedy, Drama","Stars:, Seth MacFarlane, , Adrianne Palicki, , Penny Johnson Jerald, , Scott Grimes","Set 400 years in the future, finds the crew of the U.S.S. Orville continuing their mission of exploration, as they navigate both the mysteries of the universe and the complexities of their own interpersonal relationships.",8.0,44 min,TV-14,93522,
Rick and Morty,tt2861424,2013– ,"Animation, Adventure, Comedy","Stars:, Justin Roiland, , Chris Parnell, , Spencer Grammer, , Sarah Chalke",An animated series that follows the exploits of a super scientist and his not-so-bright grandson.,9.1,23 min,TV-MA,553085,
Babylon,tt10640346,I) (2022,"Comedy, Drama, History","Director:, Damien Chazelle, | ,     Stars:, Brad Pitt, , Margot Robbie, , Jean Smart, , Olivia Wilde","A tale of outsized ambition and outrageous excess, it traces the rise and fall of multiple characters during an era of unbridled decadence and depravity in early Hollywood.",7.2,189 min,R,119352,
Book Club: The Next Chapter,tt20768712,2023,Comedy,"Director:, Bill Holderman, | ,     Stars:, Diane Keaton, , Jane Fonda, , Candice Bergen, , Mary Steenburgen",Follows the new journey of four best friends as they take their book club to Italy for the fun girls trip they never had.,5.6,107 min,PG-13,2012,
The Bear,tt14452776,2022– ,"Comedy, Drama","Stars:, Jeremy Allen White, , Ebon Moss-Bachrach, , Ayo Edebiri, , Molly Gordon",A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,8.4,30 min,TV-MA,93104,
South Park,tt0121955,1997– ,"Animation, Comedy","Stars:, Trey Parker, , Matt Stone, , Isaac Hayes, , Mona Marshall","Follows the misadventures of four irreverent grade-schoolers in the quiet, dysfunctional town of South Park, Colorado.",8.7,22 min,TV-14,388855,
Hard Feelings,tt20256412,2023,Comedy,"Director:, Granz Henman, | ,     Stars:, Tobias Schäfer, , Cosima Henman, , Monika Oschek, , Tom Beck",Two best friends try to make it through high school while dealing with embarrassing new urges and their very inconvenient feelings for each other.,4.7,102 min,TV-MA,1125,
High Desert,tt13142324,2023– ,Comedy,"Stars:, Patricia Arquette, , Brad Garrett, , Rupert Friend, , Bernadette Peters","Peggy, a former addict, who decides to make a new start after the death of her beloved mother with whom she lived in the small desert town of Yucca Valley, California, makes a life-changing decision to become a private investigator.",6.3,,TV_MA,1207,
Shazam!,tt0448115,2019,"Action, Adventure, Comedy","Director:, David F. Sandberg, | ,     Stars:, Zachary Levi, , Mark Strong, , Asher Angel, , Jack Dylan Grazer",A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,7.0,132 min,PG-13,364214,"140,371,656"
Triangle of Sadness,tt7322224,2022,"Comedy, Drama","Director:, Ruben Östlund, | ,     Stars:, Thobias Thorwid, , Harris Dickinson, , Charlbi Dean, , Jiannis Moustos",A fashion model celebrity couple join an eventful cruise for the super-rich.,7.3,147 min,R,137441,
Operation Fortune: Ruse de Guerre,tt7985704,2023,"Action, Comedy, Thriller","Director:, Guy Ritchie, | ,     Stars:, Jason Statham, , Aubrey Plaza, , Cary Elwes, , Hugh Grant",Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,6.3,114 min,R,57075,
Sex Education,tt7767422,2019– ,"Comedy, Drama","Stars:, Asa Butterfield, , Gillian Anderson, , Ncuti Gatwa, , Emma Mackey",A teenage boy with a sex therapist mother teams up with a high school classmate to set up an underground sex therapy clinic at school.,8.3,45 min,TV-MA,301058,
Deadloch,tt14671678,2023– ,Comedy,"Stars:, Kate Box, , Madeleine Sami, , Alicia Gardiner, , Nina Oyama",A feminist noir comedy set against a bucolic backdrop with a rising body count.,5.7,,,713,
The Simpsons,tt0096697,1989– ,"Animation, Comedy","Stars:, Dan Castellaneta, , Nancy Cartwright, , Harry Shearer, , Julie Kavner",The satiric adventures of a working-class family in the misfit city of Springfield.,8.7,22 min,TV-14,418396,
Guardians of the Galaxy Vol. 2,tt3896198,2017,"Action, Adventure, Comedy","Director:, James Gunn, | ,     Stars:, Chris Pratt, , Zoe Saldana, , Dave Bautista, , Vin Diesel","The Guardians struggle to keep together as a team while dealing with their personal family issues, notably Star-Lord's encounter with his father, the ambitious celestial being Ego.",7.6,136 min,PG-13,716980,"389,813,101"
The Wolf of Wall Street,tt0993846,2013,"Biography, Comedy, Crime","Director:, Martin Scorsese, | ,     Stars:, Leonardo DiCaprio, , Jonah Hill, , Margot Robbie, , Matthew McConaughey","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.",8.2,180 min,R,1465095,"116,900,694"
Love Again,tt10276482,I) (2023,"Comedy, Drama, Romance","Director:, Jim Strouse, | ,     Stars:, Priyanka Chopra Jonas, , Sam Heughan, , Céline Dion, , Sofia Barclay","A young woman tries to ease the pain of her fiancé's death by sending romantic texts to his old cell phone number, and forms a connection with the man the number has been reassigned to.",5.8,104 min,PG-13,4170,
How I Met Your Mother,tt0460649,2005–2014,"Comedy, Drama, Romance","Stars:, Josh Radnor, , Jason Segel, , Cobie Smulders, , Neil Patrick Harris",A father recounts to his children - through a series of flashbacks - the journey he and his four best friends took leading up to him meeting their mother.,8.3,22 min,TV-14,701705,
Brooklyn Nine-Nine,tt2467372,2013–2021,"Comedy, Crime","Stars:, Andy Samberg, , Stephanie Beatriz, , Terry Crews, , Melissa Fumero","Comedy series following the exploits of Det. Jake Peralta and his diverse, lovable colleagues as they police the NYPD's 99th Precinct.",8.4,22 min,TV-14,333638,
How I Met Your Father,tt14500082,2022– ,"Comedy, Drama","Stars:, Hilary Duff, , Christopher Lowell, , Francia Raisa, , Suraj Sharma","Sophie and her close-knit group of friends are in the midst of figuring out who they are, what they want out of life, and how to fall in love in the age of dating apps and limitless options.",5.6,24 min,TV-14,22305,
Castle,tt1219024,2009–2016,"Comedy, Crime, Drama","Stars:, Nathan Fillion, , Stana Katic, , Susan Sullivan, , Jon Huertas","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,43 min,TV-14,167416,
That '70s Show,tt0165598,1998–2006,"Comedy, Drama, Romance","Stars:, Topher Grace, , Laura Prepon, , Mila Kunis, , Danny Masterson","A comedy revolving around a group of teenage friends, their mishaps, and their coming of age, set in 1970s Wisconsin.",8.1,22 min,TV-14,183057,
Once Upon a Time in Hollywood,tt7131622,2019,"Comedy, Drama","Director:, Quentin Tarantino, | ,     Stars:, Leonardo DiCaprio, , Brad Pitt, , Margot Robbie, , Emile Hirsch",A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,7.6,161 min,R,779106,"142,502,728"
Death in Paradise,tt1888075,2011– ,"Comedy, Crime, Drama","Stars:, Elizabeth Bourgine, , Don Warrington, , Danny John-Jules, , Tobi Bakare",A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.,7.8,60 min,TV-PG,24304,
Family Guy,tt0182576,1999– ,"Animation, Comedy","Stars:, Seth MacFarlane, , Alex Borstein, , Seth Green, , Mila Kunis","In a wacky Rhode Island town, a dysfunctional family strives to cope with everyday life as they are thrown from one crazy scenario to another.",8.2,22 min,TV-MA,350955,
Parks and Recreation,tt1266020,2009–2015,Comedy,"Stars:, Amy Poehler, , Jim O'Heir, , Nick Offerman, , Chris Pratt",The absurd antics of an Indiana town's public officials as they pursue sundry projects to make their city a better place.,8.6,22 min,TV-14,270959,
Bupkis,tt19853604,2023– ,Comedy,"Stars:, Pete Davidson, , Edie Falco, , Joe Pesci, , Philip Ettinger","Follows Pete Davidson's life, combining grounded storytelling with some absurd elements from the worldview for which Davidson is well known.",7.4,,TV-MA,3214,
And Just Like That...,tt13819960,2021– ,"Comedy, Drama, Romance","Stars:, Sarah Jessica Parker, , Cynthia Nixon, , Kristin Davis, , Sara Ramirez","The series follows Carrie, Miranda, and Charlotte as they navigate the journey from the complicated reality of life and friendship in their 30s to the even more complicated reality of life and friendship in their 50s.",5.7,40 min,TV-MA,29591,
Dirty Grandpa,tt1860213,2016,Comedy,"Director:, Dan Mazer, | ,     Stars:, Robert De Niro, , Zac Efron, , Zoey Deutch, , Aubrey Plaza","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",5.9,102 min,R,128262,"35,593,113"
Community,tt1439629,2009–2015,Comedy,"Stars:, Joel McHale, , Danny Pudi, , Donald Glover, , Chevy Chase",A suspended lawyer is forced to enroll in a community college with an eccentric staff and student body.,8.5,22 min,TV-14,277136,
The Other Two,tt8310612,2019– ,Comedy,"Stars:, Heléne Yorke, , Drew Tarver, , Ken Marino, , Case Walker","An aspiring actor and his sister Brooke, a former professional dancer, try to find their places in the world while wrestling with their feelings about their 13-year-old brother Chase's sudden rise to internet fame.",7.8,30 min,TV-MA,8154,
Bhediya,tt14099334,2022,"Comedy, Fantasy, Horror","Director:, Amar Kaushik, | ,     Stars:, Varun Dhawan, , Kriti Sanon, , Abhishek Banerjee, , Deepak Dobriyal","Set in the forests of Arunachal, Bhediya is a story of Bhaskar, a man who gets bitten by a wolf, and begins to transform into the creature. As Bhaskar and his buddies try to find answers, a bunch of twists, turns, and laughs ensue.",7.0,156 min,Not Rated,18566,
Puss in Boots: The Last Wish,tt3915174,2022,"Animation, Adventure, Comedy","Directors:, Joel Crawford, , Januel Mercado, | ,     Stars:, Antonio Banderas, , Salma Hayek, , Harvey Guillén, , Florence Pugh","When Puss in Boots discovers that his passion for adventure has taken its toll and he has burned through eight of his nine lives, he launches an epic journey to restore them by finding the mythical Last Wish.",7.9,102 min,PG,131764,"168,464,485"
We're the Millers,tt1723121,2013,"Comedy, Crime","Director:, Rawson Marshall Thurber, | ,     Stars:, Jason Sudeikis, , Jennifer Aniston, , Emma Roberts, , Ed Helms",A veteran pot dealer creates a fake family as part of his plan to move a huge shipment of weed into the U.S. from Mexico.,7.0,110 min,R,464347,"150,394,119"
Ghosts,tt11379026,2021– ,"Comedy, Fantasy","Stars:, Rose McIver, , Utkarsh Ambudkar, , Brandon Scott Jones, , Danielle Pinnock","A young couple's dreams come true when they inherit a beautiful country house, only to find it's both falling apart and inhabited by many of the deceased previous residents.",7.9,,TV-PG,22951,
