Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
SEAL Team,tt6473344,2017– ,"Action, Drama, War","Stars:, David Boreanaz, , Neil Brown Jr., , A.J. Buckley, , Toni Trucks","The lives of the elite Navy SEALs as they train, plan, and execute the most dangerous, high-stakes missions the United States of America can ask.",7.8,43 min,TV-14,29304,
Rome,tt0384766,2005–2007,"Action, Drama, Romance","Stars:, Kevin McKidd, , Ray Stevenson, , Polly Walker, , Kerry Condon",A down-to-earth account of the lives of both illustrious and ordinary Romans set in the last days of the Roman Republic.,8.7,52 min,TV-MA,177140,
Casablanca,tt0034583,1942,"Drama, Romance, War","Director:, Michael Curtiz, | ,     Stars:, Humphrey Bogart, , Ingrid Bergman, , Paul Henreid, , Claude Rains",A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,8.5,102 min,PG,583959,"1,024,560"
Black Hawk Down,tt0265086,2001,"Action, Drama, History","Director:, Ridley Scott, | ,     Stars:, Josh Hartnett, , Ewan McGregor, , Tom Sizemore, , Eric Bana","The story of 160 elite U.S. soldiers who dropped into Mogadishu in October 1993 to capture two top lieutenants of a renegade warlord, but found themselves in a desperate battle with a large force of heavily armed Somalis.",7.7,144 min,R,407639,"108,638,745"
Kelly's Heroes,tt0065938,1970,"Adventure, Comedy, War","Director:, Brian G. Hutton, | ,     Stars:, Clint Eastwood, , Telly Savalas, , Don Rickles, , Carroll O'Connor",A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,7.6,144 min,GP,51663,"1,378,435"
The Tudors,tt0758790,2007–2010,"Drama, History, Romance","Stars:, Jonathan Rhys Meyers, , Henry Cavill, , Anthony Brophy, , James Frain",A dramatic series about the reign and marriages of King Henry VIII.,8.1,60 min,TV-MA,77687,
Vikings: Valhalla,tt11311302,2022– ,"Action, Adventure, Drama","Stars:, Sam Corlett, , Leo Suter, , Frida Gustavsson, , Jóhannes Haukur Jóhannesson","Follow-up series to 'Vikings' set 100 years later and focusing on the adventures of Leif Erikson, Freydis, Harald Hardrada, and the Norman King William the Conqueror.",7.3,51 min,TV-MA,51469,
Halo,tt2934286,2022– ,"Action, Adventure, Sci-Fi","Stars:, Pablo Schreiber, , Shabana Azmi, , Natasha Culzac, , Olive Gray",Aliens threaten human existence in an epic 26th-century showdown.,7.2,60 min,TV-14,67482,
The Dirty Dozen,tt0061578,1967,"Action, Adventure, War","Director:, Robert Aldrich, | ,     Stars:, Lee Marvin, , Ernest Borgnine, , Charles Bronson, , John Cassavetes","During World War II, a rebellious U.S. Army Major is assigned a dozen convicted murderers to train and lead them into a mass assassination mission of German officers.",7.7,150 min,Approved,76170,"45,300,000"
1917,tt8579674,2019,"Action, Drama, War","Director:, Sam Mendes, | ,     Stars:, Dean-Charles Chapman, , George MacKay, , Daniel Mays, , Colin Firth","April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",8.2,119 min,R,622050,"159,227,644"
The Pianist,tt0253474,2002,"Biography, Drama, Music","Director:, Roman Polanski, | ,     Stars:, Adrien Brody, , Thomas Kretschmann, , Frank Finlay, , Emilia Fox",A Polish Jewish musician struggles to survive the destruction of the Warsaw ghetto of World War II.,8.5,150 min,R,857053,"32,572,577"
Dunkirk,tt5013056,2017,"Action, Drama, History","Director:, Christopher Nolan, | ,     Stars:, Fionn Whitehead, , Barry Keoghan, , Mark Rylance, , Tom Hardy","Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",7.8,106 min,PG-13,683121,"188,373,161"
Malena,tt0213847,2000,"Drama, Romance, War","Director:, Giuseppe Tornatore, | ,     Stars:, Monica Bellucci, , Giuseppe Sulfaro, , Luciano Federico, , Matilde Piana","Amidst the war climate, a teenage boy discovering himself becomes love-stricken by Malèna, a sensual woman living in a small, narrow-minded Italian town.",7.4,108 min,R,106933,"3,448,233"
Braveheart,tt0112573,1995,"Biography, Drama, History","Director:, Mel Gibson, | ,     Stars:, Mel Gibson, , Sophie Marceau, , Patrick McGoohan, , Angus Macfadyen",Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,8.3,178 min,R,1056382,"75,600,000"
The Last Ship,tt2402207,2014–2018,"Action, Drama, Sci-Fi","Stars:, Eric Dane, , Adam Baldwin, , Charles Parnell, , Travis Van Winkle",The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population.,7.4,60 min,TV-14,61391,
Tropic Thunder,tt0942385,2008,"Action, Comedy, War","Director:, Ben Stiller, | ,     Stars:, Ben Stiller, , Jack Black, , Robert Downey Jr., , Jeff Kahn","Through a series of freak occurrences, a group of actors shooting a big-budget war movie are forced to become the soldiers they are portraying.",7.1,107 min,R,429574,"110,515,313"
Jojo Rabbit,tt2584384,2019,"Comedy, Drama, War","Director:, Taika Waititi, | ,     Stars:, Roman Griffin Davis, , Thomasin McKenzie, , Scarlett Johansson, , Taika Waititi",A young German boy in the Hitler Youth whose hero and imaginary friend is the country's dictator is shocked to discover that his mother is hiding a Jewish girl in their home.,7.9,108 min,PG-13,410940,"33,370,906"
Full Metal Jacket,tt0093058,1987,"Drama, War","Director:, Stanley Kubrick, | ,     Stars:, Matthew Modine, , R. Lee Ermey, , Vincent D'Onofrio, , Adam Baldwin",A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,8.3,116 min,16+,759425,"46,357,676"
Come and See,tt0091251,1985,"Drama, Thriller, War","Director:, Elem Klimov, | ,     Stars:, Aleksey Kravchenko, , Olga Mironova, , Liubomiras Laucevicius, , Vladas Bagdonas","After finding an old rifle, a young boy joins the Soviet resistance movement against ruthless German forces and experiences the horrors of World War II.",8.4,142 min,Not Rated,86145,
Rogue Heroes,tt10405370,2022–2024,"Action, Drama, Thriller","Stars:, Connor Swindells, , Jack O'Connell, , Alfie Allen, , Jacob Ifan",SAS: Rogue Heroes charts the creation of the famed Special Forces unit. Based on the book by Ben Macintyre.,8.1,52 min,TV-MA,17662,
Fury,tt2713180,2014,"Action, Drama, War","Director:, David Ayer, | ,     Stars:, Brad Pitt, , Shia LaBeouf, , Logan Lerman, , Michael Peña","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945.",7.5,134 min,R,512941,"85,817,906"
Lone Survivor,tt1091191,2013,"Action, Biography, Drama","Director:, Peter Berg, | ,     Stars:, Mark Wahlberg, , Taylor Kitsch, , Emile Hirsch, , Ben Foster","Marcus Luttrell and his team set out on a mission to capture or kill notorious Taliban leader Ahmad Shah, in late June 2005. Marcus and his team are left to fight for their lives in one of the most valiant efforts of modern warfare.",7.5,121 min,R,295691,"125,095,601"
Pan's Labyrinth,tt0457430,2006,"Drama, Fantasy, War","Director:, Guillermo del Toro, | ,     Stars:, Ivana Baquero, , Ariadna Gil, , Sergi López, , Maribel Verdú","In the Falangist Spain of 1944, the bookish young stepdaughter of a sadistic army officer escapes into an eerie but captivating fantasy world.",8.2,118 min,R,681355,"37,634,615"
The Pacific,tt0374463,2010,"Action, Adventure, Drama","Stars:, James Badge Dale, , Joseph Mazzello, , Jon Seda, , Ashton Holmes","The Pacific Theatre of World War II, as seen through the eyes of several young Marines.",8.3,530 min,TV-MA,117193,
Hell to Eternity,tt0053901,1960,"Biography, Drama, War","Director:, Phil Karlson, | ,     Stars:, Jeffrey Hunter, , David Janssen, , Vic Damone, , Patricia Owens","When his adoptive Japanese-American family is sent to Manzanar after Pearl Harbor, a young Chicano enlists in the marines to become a hero in the Battle of Saipan.",6.9,131 min,Approved,1518,
Legends of the Fall,tt0110322,1994,"Drama, Romance, War","Director:, Edward Zwick, | ,     Stars:, Brad Pitt, , Anthony Hopkins, , Aidan Quinn, , Julia Ormond","In the early 1900s, three brothers and their father living in the remote wilderness of Montana are affected by betrayal, history, love, nature, and war.",7.5,133 min,R,173404,"66,638,883"
The Patriot,tt0187393,2000,"Action, Drama, History","Director:, Roland Emmerich, | ,     Stars:, Mel Gibson, , Heath Ledger, , Joely Richardson, , Jason Isaacs",Peaceful farmer Benjamin Martin is driven to lead the Colonial Militia during the American Revolution when a sadistic British officer murders his son.,7.2,165 min,R,282980,"113,330,342"
Atonement,tt0783233,2007,"Drama, Mystery, Romance","Director:, Joe Wright, | ,     Stars:, Keira Knightley, , James McAvoy, , Brenda Blethyn, , Saoirse Ronan",Thirteen-year-old fledgling writer Briony Tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit.,7.8,123 min,R,287695,"50,927,067"
Life Is Beautiful,tt0118799,1997,"Comedy, Drama, Romance","Director:, Roberto Benigni, | ,     Stars:, Roberto Benigni, , Nicoletta Braschi, , Giorgio Cantarini, , Giustino Durano","When an open-minded Jewish waiter and his son become victims of the Holocaust, he uses a perfect mixture of will, humor and imagination to protect his son from the dangers around their camp.",8.6,116 min,PG-13,711697,"57,598,247"
American Sniper,tt2179136,2014,"Action, Biography, Drama","Director:, Clint Eastwood, | ,     Stars:, Bradley Cooper, , Sienna Miller, , Kyle Gallner, , Cole Konis","Navy S.E.A.L. sniper Chris Kyle's pinpoint accuracy saves countless lives on the battlefield and turns him into a legend. Back home with his family after four tours of duty, however, Chris finds that it is the war he can't leave behind.",7.3,133 min,R,503766,"350,126,372"
Heartbreak Ridge,tt0091187,1986,"Drama, War","Director:, Clint Eastwood, | ,     Stars:, Clint Eastwood, , Marsha Mason, , Everett McGill, , Moses Gunn","Hard-nosed, hard-living Marine Gunnery Sergeant Tom Highway (Clint Eastwood) clashes with his superiors and his ex-wife as he takes command of a spoiled recon platoon with a bad attitude.",6.8,130 min,R,46110,"42,724,017"
Platoon,tt0091763,1986,"Drama, War","Director:, Oliver Stone, | ,     Stars:, Charlie Sheen, , Tom Berenger, , Willem Dafoe, , Keith David","Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.",8.1,120 min,R,423543,"138,530,565"
Pearl Harbor,tt0213149,2001,"Action, Drama, History","Director:, Michael Bay, | ,     Stars:, Ben Affleck, , Kate Beckinsale, , Josh Hartnett, , William Lee Scott",A tale of war and romance mixed in with history. The story follows two lifelong friends and a beautiful nurse who are caught up in the horror of an infamous Sunday morning in 1941.,6.2,183 min,PG-13,341302,"198,542,554"
Foyle's War,tt0310455,2002–2015,"Crime, Drama, Mystery","Stars:, Michael Kitchen, , Honeysuckle Weeks, , Anthony Howell, , Ellie Haddington","As WWII rages, DCS Foyle fights his own war on the home-front; investigating crime on the south coast of England. Later series, see the retired detective working as an MI5 agent in the aftermath of the war.",8.6,90 min,TV-14,16778,
Wonder Woman,tt0451279,2017,"Action, Adventure, Fantasy","Director:, Patty Jenkins, | ,     Stars:, Gal Gadot, , Chris Pine, , Robin Wright, , Lucy Davis","When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",7.4,141 min,PG-13,674984,"412,563,408"
The King,tt7984766,I) (2019,"Biography, Drama, History","Director:, David Michôd, | ,     Stars:, Tom Glynn-Carney, , Gábor Czap, , Tom Fisher, , Edward Ashley","Hal, wayward prince and heir to the English throne, is crowned King Henry V after his tyrannical father dies. Now the young king must navigate palace politics, the war his father left behind, and the emotional strings of his past life.",7.3,140 min,R,138841,
The Imitation Game,tt2084970,2014,"Biography, Drama, Thriller","Director:, Morten Tyldum, | ,     Stars:, Benedict Cumberbatch, , Keira Knightley, , Matthew Goode, , Allen Leech","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians while attempting to come to terms with his troubled private life.",8.0,114 min,PG-13,789534,"91,125,683"
Darby's Rangers,tt0051519,1958,"Action, Drama, War","Director:, William A. Wellman, | ,     Stars:, James Garner, , Etchika Choureau, , Jack Warden, , Edd Byrnes","The lives, loves, and battles of fictional characters in the Army's First Ranger Battalion during WWII.",6.3,121 min,Approved,1481,
Where Eagles Dare,tt0065207,1968,"Action, Adventure, War","Director:, Brian G. Hutton, | ,     Stars:, Richard Burton, , Clint Eastwood, , Mary Ure, , Patrick Wymark","Allied agents stage a daring raid on a castle where the Nazis are holding American brigadier general George Carnaby prisoner, but that's not all that's really going on.",7.6,158 min,M,60571,
Devotion,tt7693316,II) (2022,"Action, Drama, War","Director:, J.D. Dillard, | ,     Stars:, Jonathan Majors, , Glen Powell, , Christina Jackson, , Thomas Sadoski",A pair of U.S. Navy fighter pilots risk their lives during the Korean War and become some of the Navy's most celebrated wingmen.,6.6,139 min,PG-13,22261,
Zero Dark Thirty,tt1790885,2012,"Drama, History, Thriller","Director:, Kathryn Bigelow, | ,     Stars:, Jessica Chastain, , Joel Edgerton, , Chris Pratt, , Mark Strong","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L.s Team 6 in May 2011.",7.4,157 min,R,309405,"95,720,716"
13 Hours,tt4172430,2016,"Action, Drama, History","Director:, Michael Bay, | ,     Stars:, John Krasinski, , Pablo Schreiber, , James Badge Dale, , David Denman","During an attack on a U.S. compound in Libya, a security team struggles to make sense out of the chaos.",7.3,144 min,R,150664,"52,853,219"
Kingdom of Heaven,tt0320661,2005,"Action, Adventure, Drama","Director:, Ridley Scott, | ,     Stars:, Orlando Bloom, , Eva Green, , Liam Neeson, , Martin Hancock","Balian of Ibelin travels to Jerusalem during the Crusades of the 12th century, and there he finds himself as the defender of the city and its people.",7.2,144 min,R,297043,"47,398,413"
Downfall,tt0363163,2004,"Biography, Drama, History","Director:, Oliver Hirschbiegel, | ,     Stars:, Bruno Ganz, , Alexandra Maria Lara, , Ulrich Matthes, , Juliane Köhler","Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.",8.2,156 min,R,362592,"5,509,040"
World on Fire,tt8001092,2019– ,"Drama, War","Stars:, Lesley Manville, , Jonah Hauer-King, , Julia Brown, , Zofia Wichlacz",WWII drama centered on the lives of ordinary people affected by the war.,7.3,57 min,TV-14,5649,
The Last of the Mohicans,tt0104691,1992,"Action, Adventure, Drama","Director:, Michael Mann, | ,     Stars:, Daniel Day-Lewis, , Madeleine Stowe, , Russell Means, , Eric Schweig",Three trappers protect the daughters of a British Colonel in the midst of the French and Indian War.,7.7,112 min,R,177748,"75,505,856"
The Deer Hunter,tt0077416,1978,"Drama, War","Director:, Michael Cimino, | ,     Stars:, Robert De Niro, , Christopher Walken, , John Cazale, , John Savage",An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,8.1,183 min,R,346952,"48,979,328"
Master and Commander: The Far Side of the World,tt0311113,2003,"Action, Adventure, Drama","Director:, Peter Weir, | ,     Stars:, Russell Crowe, , Paul Bettany, , Billy Boyd, , James D'Arcy","During the Napoleonic Wars, a brash British captain pushes his ship and crew to their limits in pursuit of a formidable French war vessel around South America.",7.5,138 min,PG-13,228840,"93,927,920"
Gone with the Wind,tt0031381,1939,"Drama, Romance, War","Directors:, Victor Fleming, , George Cukor, , Sam Wood, | ,     Stars:, Clark Gable, , Vivien Leigh, , Thomas Mitchell, , Barbara O'Neil",A sheltered and manipulative Southern belle and a roguish profiteer face off in a turbulent romance as the society around them crumbles with the end of slavery and is rebuilt during the Civil War and Reconstruction periods.,8.2,238 min,Passed,322619,"198,676,459"
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,tt0057012,1964,"Comedy, War","Director:, Stanley Kubrick, | ,     Stars:, Peter Sellers, , George C. Scott, , Sterling Hayden, , Keenan Wynn","An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop.",8.4,95 min,PG,500732,"275,902"
Mulan,tt0120762,1998,"Animation, Adventure, Comedy","Directors:, Tony Bancroft, , Barry Cook, | ,     Stars:, Ming-Na Wen, , Eddie Murphy, , BD Wong, , Miguel Ferrer","To save her father from death in the army, a young maiden secretly goes in his place and becomes one of China's greatest heroines in the process.",7.6,87 min,G,299610,"120,620,254"
Brothers,tt0765010,I) (2009,"Drama, Thriller, War","Director:, Jim Sheridan, | ,     Stars:, Jake Gyllenhaal, , Natalie Portman, , Tobey Maguire, , Sam Shepard","While on tour in Afghanistan, Sam's copter is shot down and he is presumed dead. Back home, it is his screw-up brother who looks after the family. Sam does return, but with a lot of excess baggage.",7.1,105 min,R,136173,"28,501,651"
Hollywood Canteen,tt0036922,1944,"Comedy, Music, Romance","Director:, Delmer Daves, | ,     Stars:, Bette Davis, , John Garfield, , The Andrews Sisters, , Jack Benny","Two soldiers on leave spend three nights at a club offering free of charge food, dancing, and entertainment for servicemen on their way overseas. Club founders Bette Davis and John Garfield give talks on the history of the place.",7.0,124 min,Passed,2405,
The Naked and the Dead,tt0051978,1958,"Drama, War","Director:, Raoul Walsh, | ,     Stars:, Aldo Ray, , Cliff Robertson, , Raymond Massey, , Lili St. Cyr","Set during the Pacific War against the Japanese, this WW2 drama discerns between achieving one's mission at any cost versus preserving the lives under one's command and enforcing discipline through fear as opposed to mutual respect.",6.3,131 min,Approved,1640,
The Great Escape,tt0057115,1963,"Adventure, Drama, History","Director:, John Sturges, | ,     Stars:, Steve McQueen, , James Garner, , Richard Attenborough, , Charles Bronson",Allied prisoners of war plan for several hundred of their number to escape from a German camp during World War II.,8.2,172 min,Approved,249665,"12,100,000"
The Adventures of Young Indiana Jones,tt9733630,2002–2008,"Action, Adventure, Family","Stars:, Sean Patrick Flanery, , Ronny Coutteure, , Lloyd Owen, , Margaret Tyzack","The boyhood adventures of the greatest action hero of all time: Indiana Jones. Young Indy travels the world, meeting some of the greatest figures of the early 20th century, and participating in the events that helped shape history.",7.5,90 min,,561,
Greyhound,tt6048922,2020,"Action, Drama, History","Director:, Aaron Schneider, | ,     Stars:, Tom Hanks, , Elisabeth Shue, , Stephen Graham, , Matt Helm","Several months after the U.S. entry into World War II, an inexperienced U.S. Navy commander must lead an Allied convoy being stalked by a German submarine wolf pack.",7.0,91 min,PG-13,103509,
Hogan's Heroes,tt0058812,1965–1971,"Comedy, War","Stars:, Bob Crane, , Werner Klemperer, , John Banner, , Robert Clary",The inmates of a German World War II prisoner of war camp conduct an espionage and sabotage campaign right under the noses of their warders.,7.8,25 min,TV-PG,11380,
Army of the Dead,tt0993840,2021,"Action, Crime, Drama","Director:, Zack Snyder, | ,     Stars:, Dave Bautista, , Ella Purnell, , Ana de la Reguera, , Omari Hardwick","Following a zombie outbreak in Las Vegas, a group of mercenaries take the ultimate gamble, venturing into the quarantine zone to pull off the greatest heist ever attempted.",5.8,148 min,R,178541,"1,000,000"
The Thin Red Line,tt0120863,1998,"Drama, History, War","Director:, Terrence Malick, | ,     Stars:, Jim Caviezel, , Sean Penn, , Nick Nolte, , Kirk Acevedo","Adaptation of James Jones' autobiographical 1962 novel, focusing on the conflict at Guadalcanal during the second World War.",7.6,170 min,R,192978,"36,400,491"
M*A*S*H,tt0066026,1970,"Comedy, Drama, War","Director:, Robert Altman, | ,     Stars:, Donald Sutherland, , Elliott Gould, , Tom Skerritt, , Sally Kellerman",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,7.4,116 min,R,74885,"81,600,000"
Come Out Fighting,tt10788058,2022,"Action, Adventure, Drama","Director:, Steven Luke, | ,     Stars:, Dolph Lundgren, , Tyrese Gibson, , Michael Jai White, , Kellan Lutz","Set during World War 2, a squad of American Army soldiers are sent on a mission behind lines to locate their missing commanding officer.",4.2,85 min,Approved,624,
Red Dawn,tt0087985,1984,"Action, Drama, Thriller","Director:, John Milius, | ,     Stars:, Patrick Swayze, , C. Thomas Howell, , Lea Thompson, , Charlie Sheen","It is the dawn of World War III. In the west mountains of America, a group of teenagers band together to defend their town, and their country, from invading Soviet forces.",6.3,114 min,PG-13,60182,"38,376,497"
Darkest Hour,tt4555426,2017,"Biography, Drama, War","Director:, Joe Wright, | ,     Stars:, Gary Oldman, , Lily James, , Kristin Scott Thomas, , Ben Mendelsohn","In May 1940, the fate of World War II hangs on Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on knowing that it could mean the end of the British Empire.",7.4,125 min,PG-13,209698,"56,468,410"
King Rat,tt0059358,1965,"Drama, War","Director:, Bryan Forbes, | ,     Stars:, George Segal, , Tom Courtenay, , James Fox, , Patrick O'Neal",Fast-talking wheeler-dealer Corporal King is stuck in a Malaysian P.O.W. camp during World War II and uses bribery and larceny to take de-facto control of the camp.,7.5,134 min,Approved,4854,
The Boy in the Striped Pajamas,tt0914798,2008,"Drama, War","Director:, Mark Herman, | ,     Stars:, Asa Butterfield, , David Thewlis, , Rupert Friend, , Zac Mattoon O'Brien","Through the innocent eyes of Bruno, the eight-year-old son of the commandant at a German concentration camp, a forbidden friendship with a Jewish boy on the other side of the camp fence has startling and unexpected consequences.",7.7,94 min,PG-13,230226,"9,030,581"
None But the Brave,tt0059518,1965,"Adventure, Drama, War","Director:, Frank Sinatra, | ,     Stars:, Frank Sinatra, , Clint Walker, , Tatsuya Mihashi, , Takeshi Katô","During WW2, a platoon of Marines crash-lands on a tiny Pacific island occupied by a small Japanese unit.",6.4,106 min,Approved,2008,
Bridge of Spies,tt3682448,2015,"Drama, History, Thriller","Director:, Steven Spielberg, | ,     Stars:, Tom Hanks, , Mark Rylance, , Alan Alda, , Amy Ryan","During the Cold War, an American lawyer is recruited to defend an arrested Soviet spy in court, and then help the CIA facilitate an exchange of the spy for the Soviet captured American U2 spy plane pilot, Francis Gary Powers.",7.6,142 min,PG-13,318594,"72,313,754"
Lawrence of Arabia,tt0056172,1962,"Adventure, Biography, Drama","Director:, David Lean, | ,     Stars:, Peter O'Toole, , Alec Guinness, , Anthony Quinn, , Jack Hawkins","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.",8.3,218 min,Approved,301367,"44,824,144"
Mister Roberts,tt0048380,1955,"Comedy, Drama, War","Directors:, John Ford, , Mervyn LeRoy, , Joshua Logan, | ,     Stars:, Henry Fonda, , James Cagney, , William Powell, , Jack Lemmon","In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irritations.",7.6,123 min,Passed,17657,"21,200,000"
King Arthur,tt0349683,2004,"Action, Adventure, Drama","Director:, Antoine Fuqua, | ,     Stars:, Clive Owen, , Stephen Dillane, , Keira Knightley, , Ioan Gruffudd",A demystified take on the tale of King Arthur and the Knights of the Round Table.,6.3,126 min,PG-13,171835,"51,882,244"
Grave of the Fireflies,tt0095327,1988,"Animation, Drama, War","Director:, Isao Takahata, | ,     Stars:, Tsutomu Tatsumi, , Ayano Shiraishi, , Akemi Yamaguchi, , Yoshiko Shinohara",A young boy and his little sister struggle to survive in Japan during World War II.,8.5,89 min,Not Rated,287759,
The Longest Day,tt0056197,1962,"Action, Drama, History","Directors:, Ken Annakin, , Andrew Marton, , Gerd Oswald, , Bernhard Wicki, , Darryl F. Zanuck, | ,     Stars:, John Wayne, , Robert Ryan, , Richard Burton, , Henry Fonda","The events of D-Day, told on a grand scale from both the Allied and German points of view.",7.7,178 min,G,57501,"39,100,000"
