Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Welcome to Wrexham,tt14674086,2022– ,"Documentary, Sport","Stars:, Wrexham A.F.C., , Ryan Reynolds, , Rob McElhenney, , Phil Parkinson","Docuseries chronicling the purchase and stewardship of Wrexham AFC, one of professional football's oldest clubs, by two Hollywood actors, Ryan Reynolds and Rob McElhenney.",8.2,28 min,TV-MA,14271,
Being Mary Tyler Moore,tt26084136,2023,Documentary,"Director:, James Adolphus, | ,     Stars:, Mary Tyler Moore, , James L. Brooks, , Rob Reiner, , Treva Silverman","Mary's vanguard career, who, as an actor, performer, and advocate, revolutionized the portrayal of women in media, redefined their roles in show business, and inspired generations to dream big and make it on their own.",7.5,119 min,TV-PG,388,
Ghost Adventures,tt1319900,2008– ,"Documentary, History, Reality-TV","Stars:, Zak Bagans, , Aaron Goodwin, , Billy Tolley, , Jay Wasley","Zak Bagans, Aaron Goodwin, Billy Tolley, and Jay Wasley investigate the scariest, most notorious, haunted places in the world.",7.3,45 min,TV-PG,9795,
McGregor Forever,tt27599123,2023,"Documentary, Sport","Star:, Conor McGregor",Conor McGregor's brutal strikes and trash-talking swagger made him the UFC's biggest draw. This rousing docuseries follows his dynamic career.,7.1,200 min,TV-MA,2320,
Clarkson's Farm,tt10541088,2021– ,"Documentary, Comedy, Reality-TV","Stars:, Jeremy Clarkson, , Kaleb Cooper, , Charlie Ireland, , Lisa Hogan",Follow Jeremy Clarkson as he attempts to run a farm in the countryside.,9.0,45 min,TV-PG,48139,
Tina,tt8399720,2021,"Documentary, Biography, Music","Directors:, Daniel Lindsay, , T.J. Martin, | ,     Stars:, Tina Turner, , Carl Arrington, , Ike Turner, , Lejeune Richardson",Exclusive access to the Grammy Award-winning artist to celebrate her career.,7.9,118 min,TV-MA,5742,
Missing: Dead or Alive?,tt27612322,2023– ,"Documentary, Crime","Stars:, Vicki Rains, , Heidi Jackson, , J.P. Smith, , Nina Mauldin",Follow officers from a South Carolina sheriff's department as they urgently search for individuals who've disappeared under troubling circumstances.,5.8,45 min,TV-MA,1213,
Moment of Contact,tt21451264,2022,Documentary,"Director:, James Fox, | ,     Stars:, James Fox, , Marco Aurelio Leal, , Cinthya Covo Leão, , Humberto Leão","Is an exploration of extraterrestrial encounters centered on a series of events in 1996 when citizens of Varginha, Brazil, reported seeing a UFO crash and one or more strange creatures.",7.2,108 min,Not Rated,1403,
Chimp Empire,tt27205918,2023,Documentary,"Star:, Mahershala Ali","A vast community of chimpanzees thrives in a forest in Uganda, navigating complex social politics, family dynamics and dangerous territory disputes.",8.3,187 min,TV-PG,1769,
MerPeople,tt27613233,2023,Documentary,"Stars:, Morgana Alba, , Brittany Sparkles, , The Blixunami, , Eric Ducharme","Welcome to the whimsical world of professional mermaiding, where people's passion for swimming in fins has exploded into a half-billion-dollar industry.",6.3,177 min,TV-MA,379,
Jared from Subway: Catching a Monster,tt26753472,2023– ,"Documentary, Crime","Stars:, Rochelle Herman, , Christian Showalter, , Hannah Parrett, , Thomas Herman",It showcases the untold story of the investigation that exposed the monster insidiously lurking behind Fogle's persona and how his true nature as a child sex predator was finally revealed.,5.8,,,687,
Jelly Roll: Save Me,tt27592847,2023 TV Special,"Documentary, Music","Director:, Bari Pearlman, | ,     Stars:, Bunnie Deford, , Jelly Roll",A 38-year-old rapper turned country rocker named Jelly Roll is taking the country by storm. Addressing his own struggles with mental health and addiction. This documentary tells the story of the rise of the musician and Nashville native.,8.6,87 min,TV-14,107,
Dark Side of the Ring,tt9159144,2019– ,"Documentary, Drama, History","Stars:, Chris Jericho, , Steve Kasan, , James E. Cornette, , Jim Ross","From backstage controversies to mysterious deaths and unsolved homicides, this series explores the darkest stories from the golden age of professional wrestling, and tries to find truth at the intersection of fantasy and reality.",8.7,60 min,TV-14,3229,
Nathan for You,tt2297757,2013–2017,"Documentary, Comedy","Stars:, Nathan Fielder, , Anthony Filosa, , Salomon Flores, , William Heath","Nathan Fielder uses his business degree and life experiences to help real small businesses turn a profit. But because of his unorthodox approach, Nathan's genuine efforts to do good often draw real people into an experience far beyond what they signed up for.",8.9,30 min,TV-14,34055,
Nuclear Now,tt21376908,2022,Documentary,"Director:, Oliver Stone",An investigation into the possibility of addressing climate change with a move away from fossil fuels to nuclear power.,6.7,105 min,,167,
Undercover Underage,tt15588682,2021– ,"Documentary, Crime","Stars:, Shelby Chikazawa, , Matt Monath, , Alisha Behnia, , Roo Powell","Follows child advocate Roo Powell and her team at nonprofit organization SOSA (Safe from Online Sex Abuse), as they work with law enforcement to help stop and identify the menacing adults who use the internet to harm children.",7.1,43 min,TV-14,459,
Anna Nicole Smith: You Don't Know Me,tt16951452,2023,"Documentary, Biography","Director:, Ursula Macfarlane, | ,     Stars:, Anna Nicole Smith, , Daniel Smith, , Marilyn Grabowski, , Pol Atteu","Anna Nicole Smith, featuring never before seen footage of the iconic Playboy and Guess jeans model, who blazed a trail through the 90s before her tragic death at the age of 39.",6.4,116 min,TV-MA,1881,
The God Man,tt11876878,2023,Documentary,"Director:, Darren Wilson, | ,     Stars:, David Wagner, , Robby Dawkins, , Bill Johnson, , Daniel Kolenda","It centers on Jesus Christ. Darren, led by dreams, chance encounters, and impossible timing, follows a spiritual trail that leads to a remarkable conclusion about Jesus' nature and character.",6.1,118 min,,18,
House of Hammer,tt14549716,2022,Documentary,"Stars:, Candice Cronkite, , Casey Hammer, , Courtney Vucekovich, , Lauren Skae",The definitive inside story of the rise and fall of the notorious Hammer family.,5.9,167 min,TV-MA,2531,
The Rehearsal,tt10802170,2022– ,"Documentary, Comedy","Stars:, Nathan Fielder, , Journey Baker, , Anna Lamadrid, , Sawyer J. Bell",Nathan Fielder gives people a chance to rehearse for their own lives in a world where nothing ever works out as expected.,8.6,30 min,TV-MA,21853,
Hillsong: A Megachurch Exposed,tt16304142,2022,Documentary,"Stars:, Troy Dillinger, , Michael G. Gabel, , Marie Finch, , Kelsey McKinney","Features several ex-members of the church who share harrowing allegations of the trauma, abuse, homophobia and financial and labor exploitation that created a culture of chaos at Hillsong.",6.7,178 min,TV-14,693,
Alone,tt4803766,2015– ,"Documentary, Game-Show, Reality-TV","Stars:, Nicole Apelian, , Brooke Whipple, , Jesse Bosdell, , Brad Richardson","Ten survival ""experts"" attempt to survive alone. The winner receives $500,000.",8.4,44 min,TV-14,6242,
Rise of Empires: Ottoman,tt9244578,2020–2022,"Documentary, Drama, History","Stars:, Cem Yigit Uzümoglu, , Tuba Büyüküstün, , Alp Ilkman, , Ushan Çakir",Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,7.9,44 min,TV-MA,28391,
100 Years of Warner Bros.,tt27729024,2023,"Documentary, History","Stars:, Morgan Freeman, , Gregory Orr, , Martin Scorsese, , Keanu Reeves","100 Years of Warner Bros. takes a historical look at the legacy of one of America's leading studios. The documentary explores the origin, evolution and endurance of Warner Bros. - from a family affair to a global juggernaut.",7.6,232 min,TV-MA,204,
Money Shot: The Pornhub Story,tt26739529,2023,Documentary,"Director:, Suzanne Hillinger, | ,     Stars:, Noelle Perdue, , Michael Stabile, , Wolf Hudson, , Siri Dahl",Follow the rise of the most famous adult entertainment platform and the recent backlash it has received.,5.4,94 min,TV-MA,4013,
All the Beauty and the Bloodshed,tt21374850,2022,Documentary,"Director:, Laura Poitras, | ,     Stars:, Nan Goldin, , David Velasco, , Megan Kapler, , Marina Berio","Follows the life of artist Nan Goldin and the downfall of the Sackler family, the pharmaceutical dynasty who was greatly responsible for the opioid epidemic's unfathomable death toll.",7.6,122 min,Unrated,5157,
Cosmos: A Spacetime Odyssey,tt2395695,2014,Documentary,"Stars:, Neil deGrasse Tyson, , Christopher Emerson, , Keythe Farley, , Piotr Michael",An exploration of our discovery of the laws of nature and coordinates in space and time.,9.3,557 min,TV-PG,124495,
Formula 1: Drive to Survive,tt8289930,2019– ,"Documentary, Sport","Stars:, Will Buxton, , Jack Nicholls, , Daniel Ricciardo, , Lewis Hamilton",Docuseries following the FIA Formula One World Championship across multiple seasons.,8.6,40 min,TV-MA,45569,
Roman Empire,tt6233538,2016–2019,"Documentary, Biography, Drama","Stars:, Aaron Irvin, , Corey Brennan, , Jerry Toner, , Steve West",Chronicles some of the most famous leaders of the Roman Civilization.,7.0,48 min,TV-MA,8584,
Air Crash Investigation,tt0386950,2003– ,"Documentary, Crime, History","Stars:, Jonathan Aris, , Stephen Bogaert, , John Cox, , John Nance","Dramatized reconstruction of real-life air disasters, along with interviews with aviation experts and eyewitnesses.",8.8,46 min,TV-14,5377,
The Curse of Oak Island,tt3455408,2014– ,"Documentary, Reality-TV","Stars:, Robert Clotworthy, , Marty Lagina, , Rick Lagina, , Jack Begley","Rick and Marty Lagina, two brothers from Michigan with a life-long interest in the mystery of Oak Island, renew efforts to discover the legendary treasure with sophisticated machinery.",6.9,60 min,TV-PG,6197,
Unsolved Mysteries,tt9642938,2020– ,"Documentary, Crime, Mystery","Stars:, Allison Rivera, , Pistol Black, , Brandi Petersen, , Lars Christian Wegner","Immersive, character-driven stories are rooted in the experiences of ordinary people who have lived the unthinkable. Families, detectives and journalists hope viewers hold the clues to solving these mysteries.",7.3,45 min,TV-MA,11644,
The World at War,tt0071075,1973–1974,"Documentary, History, War","Stars:, Laurence Olivier, , Averell Harriman, , Albert Speer, , Anthony Eden","A groundbreaking 26-part documentary series narrated by the actor Laurence Olivier about the deadliest conflict in history, World War II.",9.2,52 min,TV-PG,26893,
The Fire That Took Her,tt21995004,2022,"Documentary, Crime","Director:, Patricia E. Gillespie, | ,     Star:, Judy Malinowski","The case of Judy Malinowski, a young mother who suffered debilitating burns after being set on fire by a man she had dated.",8.2,94 min,,100,
Otter Dynasty (WT),tt14714026,2023– ,Documentary,"Star:, Sofia Jin","Set in Singapore, follow the urban wildlife story of three otter families and their clash for dominance.",6.4,,,35,
It Ain't Over,tt13840536,2022,Documentary,"Director:, Sean Mullin, | ,     Stars:, Andy Andres, , Roger Angell, , Marty Appel, , Allen Barra","The illustrious life and career of the baseball great, Yogi Berra.",8.1,99 min,PG,147,
Planet Earth,tt0795176,2006,Documentary,"Stars:, Sigourney Weaver, , David Attenborough, , Nikolay Drozdov, , Thomas Anguti Johnston","A documentary series on the wildlife found on Earth. Each episode covers a different habitat: deserts, mountains, deep oceans, shallow seas, forests, caves, polar regions, fresh water, plains and jungles. Narrated by David Attenborough.",9.4,538 min,TV-PG,213890,
MythBusters,tt0383126,2003–2018,"Documentary, Mystery, Reality-TV","Stars:, Robert Lee, , Jamie Hyneman, , Adam Savage, , Kari Byron",A weekly documentary in which two Hollywood special effects experts attempt to debunk urban legends by directly testing them.,8.3,44 min,TV-PG,53660,
Ancient Aliens,tt1643266,2009– ,"Documentary, History, Sci-Fi","Stars:, Robert Clotworthy, , Giorgio A. Tsoukalos, , David Childress, , William Henry",Science and mythology - and how they are the same thing.,7.1,42 min,TV-PG,11881,
Wild Life,tt26520932,2023,Documentary,"Directors:, Jimmy Chin, , Elizabeth Chai Vasarhelyi, | ,     Stars:, Kristine Tompkins, , Yvon Chouinard, , Rick Ridgeway, , Jimmy Chin",A sweeping portrait of conservationists Kris and Doug Tompkins chronicling their fight to preserve one of the last truly wild places on earth.,7.2,93 min,PG-13,192,
The Vietnam War,tt1877514,2017,"Documentary, History, War","Stars:, Peter Coyote, , Huy Duc, , James Willbanks, , Duong Van Mai Elliott",A comprehensive history of the United States' involvement in the bitterly divisive armed conflict in Southeast Asia.,9.1,990 min,TV-MA,26073,
30 for 30,tt1408430,2009– ,"Documentary, Biography, History","Stars:, Brent Musburger, , Chuck D, , Larry Bird, , William C. Rhoden",A collection of documentary films focused on sports.,8.8,60 min,TV-G,5261,
The 1619 Project,tt14489308,2023– ,"Documentary, History","Star:, Nikole Hannah-Jones",Connects the centrality of slavery in history with an unflinching account of brutal racism that endures in so many aspects of American life today.,4.6,61 min,Approved,1524,
100 Foot Wave,tt14126234,2021– ,"Documentary, Sport","Stars:, Garrett McNamara, , Nicole McNamara, , Andrew Cotton, , Cj Macias","Follows the decade-long odyssey of big-wave pioneer Garrett McNamara who, after visiting a small fishing village in Portugal, helped push the sport beyond the realm of imagination.",8.1,60 min,TV-14,2334,
Dateline NBC,tt0103396,1992– ,"Documentary, News","Stars:, Lester Holt, , Keith Morrison, , Andrea Canning, , Josh Mankiewicz",Long-running news-magazine/investigation series.,7.2,60 min,TV-PG,3125,
Deadliest Catch,tt0446809,2005– ,"Documentary, Adventure, Reality-TV","Stars:, Mike Rowe, , Sig Hansen, , Keith Colburn, , Jake Anderson",A documentary series chronicling the real-life high-sea adventures of the Alaskan crab fishermen. This is the most deadly profession in the world.,7.8,55 min,TV-PG,8918,
Porn to Be Free,tt4959436,2016,Documentary,"Director:, Carmine Amoroso, | ,     Stars:, Lasse Braun, , Riccardo Schicchi, , Giampiero Mughini, , Giuliana Gamba","Porno & libertà is a film documentary about the generation who fought against puritanism and censorship to defend freedom of speech and sexual freedom. From Italy, Denmark and France ...                See full summary »",6.1,78 min,Unrated,327,
Our Planet,tt9253866,2019,Documentary,"Star:, David Attenborough","Documentary series focusing on the breadth of the diversity of habitats around the world, from the remote Arctic wilderness and mysterious deep oceans to the vast landscapes of Africa and diverse jungles of South America.",9.3,403 min,TV-G,46054,
Working: What We Do All Day,tt27619797,2023,Documentary,"Stars:, Barack Obama, , Karthik Lakshmanan, , Luke Starcher, , Chris Urmson","For some, it's a paycheck. For others, it's a calling. This docuseries explores the meaning of work for modern Americans in a time of rapid change.",6.7,187 min,TV-14,418,
Friends: The Reunion,tt11337862,2021 TV Special,"Documentary, Biography, Comedy","Directors:, Russell Norman, , Ben Winston, | ,     Stars:, Jennifer Aniston, , Courteney Cox, , Lisa Kudrow, , Matt LeBlanc",An unscripted Friends reunion special.,8.0,104 min,TV-14,61793,
Nothing Lasts Forever,tt16317380,2022,Documentary,"Director:, Jason Kohn, | ,     Stars:, Dusan Simic, , Martin Rapaport, , Aja Raden, , Tehmasp Printer","Illusions and reality merge, where authenticity and imagination overlap, and questions arise about the value we place on the goods around us.",7.0,87 min,,450,
Catching Killers,tt15723914,II) (2021– ,"Documentary, Crime, Mystery","Stars:, Charles Coffey, , Jim McIntyre, , John Ingram, , Debbie Harris","The investigators behind infamous serial killer cases reveal the harrowing, chilling details of their extraordinary efforts in this true crime series.",7.1,,TV-MA,4357,
Pretty Baby: Brooke Shields,tt24141700,2023,"Documentary, Biography","Stars:, Brooke Shields, , Scaachi Koul, , Isobel Coleman, , Meenakshi Durham","Follows actor, model, and icon Brooke Shields as she becomes a woman who discovers her power after being a sexualized young girl. She shows the dangers and triumphs of gaining agency in a hostile world.",7.6,138 min,TV-MA,1802,
The Alpinist,tt11790780,2021,Documentary,"Directors:, Peter Mortimer, , Nick Rosen, | ,     Stars:, Marc-André Leclerc, , Peter Mortimer, , Alex Honnold, , Jason Kruk","Marc-André Leclerc climbs alone, far from the limelight. The free-spirited 23-year-old makes some of the boldest solo ascents in history. With no cameras and no margin for error, Leclerc's approach is the essence of solo adventure.",7.9,92 min,PG-13,11237,
Dear Mama,tt6871344,2022– ,"Documentary, Biography, Music","Stars:, Snoop Dogg, , Mike Tyson, , Jamal Joseph, , E.D.I. Mean","A documentary series which follows the life and legacy of Tupac Shakur and his mother, the Black Panther activist Afeni Shakur.",8.7,65 min,TV-MA,713,
Once Upon a Time in Northern Ireland,tt27837209,2023– ,Documentary,,"Twenty-five years on from a peace agreement being reached, Once Upon a Time in Northern Ireland shares intimate, unheard testimonies from all sides of the conflict.",9.2,,,117,
James May: Oh Cook!,tt12546678,2020–2023,Documentary,"Stars:, James May, , Nikki Morgan","Cooking show hosted by James May, providing a unique perspective on kitchen creations for those who don't know how to cook.",7.5,30 min,,2002,
The Subtle Art of Not Giving a F*ck,tt12380422,2023,Documentary,"Director:, Nathan Price, | ,     Stars:, Jonno Roberts, , Jackson Bliss, , Mark Manson, , Simbarashe Matshe","The film will explore society's obsessions with the pursuit of happiness and will be presented by Mark Manson alongside Disappointment Panda, a character from the book whose superpower is to tell people the harsh truth.",6.0,97 min,R,999,
Four Daughters,tt27502426,2023,Documentary,"Director:, Kaouther Ben Hania, | ,     Stars:, Eya Chikhaoui, , Tayssir Chikhaoui, , Olfa Hamrouni, , Nour Karoui","Between light and darkness stands Olfa, a Tunisian woman and the mother of four daughters. One day, her two older daughters disappear. To fill in their absence, the filmmaker Kaouther Ben ...                See full summary »",6.3,107 min,,73,
Call Me Kate,tt13093834,2023,Documentary,"Director:, Lorna Tucker, | ,     Stars:, Katharine Hepburn, , Kat Kramer, , Bonnie Greer","A feature documentary which captures Katharine Hepburn's spirit and determination, exploring her story using her own words, through a combination of hours of previously hidden and intimate audio tapes, video and photographic archive.",7.2,86 min,TV-14,197,
Rainn Wilson and the Geography of Bliss,tt20042368,2023– ,Documentary,"Star:, Rainn Wilson",It centers on host and intrepid traveler Rainn Wilson as he traverses the world searching for the secrets to the happiest and least happiest places on earth.,7.7,,,172,
Limitless,tt11714334,2022,"Documentary, Adventure","Stars:, Chris Hemsworth, , Peter Attia, , Elsa Pataky, , Luke Zocchi","A different way we can live better for longer: regenerating damage, maximizing strength, building resilience, shocking the body, supercharging memory and confronting mortality.",8.1,50 min,TV-14,3212,
Moonage Daydream,tt9883832,2022,"Documentary, Biography, History","Director:, Brett Morgen, | ,     Stars:, David Bowie, , Trevor Bolder, , Ken Fordham, , Mike Garson","A cinematic odyssey exploring David Bowie's creative and musical journey. From visionary filmmaker Brett Morgen, and sanctioned by the Bowie estate.",7.7,135 min,PG-13,11589,
My Octopus Teacher,tt12888462,2020,Documentary,"Directors:, Pippa Ehrlich, , James Reed, | ,     Stars:, Craig Foster, , Tom Foster","A filmmaker forges an unusual friendship with an octopus living in a South African kelp forest, learning as the animal shares the mysteries of her world.",8.1,85 min,TV-G,58546,
The Bling Ring,tt15039492,2022,"Documentary, Crime, History","Stars:, Cabot Rea, , Tim Cullingworth-Hudson, , Audrina Patridge, , Alexis Haines","Based on the ""Bling Ring"" robberies that took place in LA rich suburbs between 2008-2009. Three-part documentary with access to the gang that perpetuated the heist.",5.8,145 min,TV-MA,1892,
Open,tt15052428,2022– ,Documentary,"Stars:, Lori Beth Bisbey, , Jess Miller, , Nathan, , Maddie",Social experiment exploring whether relationships can thrive without monogamy. A group of currently monogamous couples test if the idea of having sex with other people is at odds with maintaining a committed relationship.,5.5,65 min,,44,
Jackass Forever,tt11466222,2022,"Documentary, Action, Comedy","Director:, Jeff Tremaine, | ,     Stars:, Johnny Knoxville, , Steve-O, , Chris Pontius, , Dave England","After 11 years, the Jackass crew is back for another crusade.",6.8,96 min,R,47320,
The Jinx: The Life and Deaths of Robert Durst,tt4299972,2015,"Documentary, Biography, Crime","Stars:, Andrew Jarecki, , Robert Durst, , Gary Napoli, , Jeanine Pirro","Filmmaker Andrew Jarecki examines the complicated life of reclusive real estate icon Robert Durst, the key suspect in a series of unsolved crimes.",8.6,279 min,TV-14,48470,
Arnold,tt27713897,2023,"Documentary, Biography","Stars:, Arnold Schwarzenegger, , James Cameron, , Jamie Lee Curtis, , Danny DeVito","Follows the life of Arnold Schwarzenegger, from his days of lifting weights to his successes in Hollywood, his time serving as governor of California, and both the joys and volatility of his family life.",8.4,180 min,TV-MA,99,
The Beatles: Get Back,tt9735318,2021,"Documentary, Biography, Music",,Documentary about the music group The Beatles featuring in-studio footage that was shot in early 1969 for the 1970 feature film 'Let It Be.',9.0,468 min,PG-13,24983,
Stutz,tt21819228,2022,Documentary,"Director:, Jonah Hill, | ,     Stars:, Jonah Hill, , Phil Stutz",Follow Hill and his therapist as he has candid discussions of mental health and the progressively worsening anxiety attacks related to movie promotion that have turned his dream job into a nightmare.,7.8,96 min,R,15538,
"The Randall Scandal: Love, Loathing, and Vanderpump",tt27761408,2023,Documentary,"Stars:, Leila Azari, , Matt Belloni, , Martin Blae, , Easton Burningham",Investigates allegations against Randall Emmett for racial discrimination and employment abuse.,6.1,,,94,
"Love to Love You, Donna Summer",tt16442822,2023,"Documentary, Music","Directors:, Brooklyn Sudano, , Roger Ross Williams, | ,     Stars:, Brooklyn Sudano, , Donna Summer, , Elton John, , Johnny Carson",Follows the life of iconic singer Donna Summer.,6.6,107 min,TV-MA,634,
How to with John Wilson,tt10801534,2020–2023,"Documentary, Comedy","Stars:, John Wilson, , Kyle MacLachlan, , Justin A. Martell, , Niko Nelson",An anxious New Yorker who attempts to give everyday advice while dealing with his own personal issues.,8.7,30 min,TV-MA,9907,
Hot Girls Wanted,tt4382552,2015,Documentary,"Directors:, Jill Bauer, , Ronna Gradus, | ,     Stars:, Tressa Silguero, , Riley Reynolds, , Rachel Bernard, , John Anthony",A documentary about young women who have been drawn into the sex trade - and how easy it is for a web-savvy generation to end up making porn.,6.1,84 min,TV-MA,18114,
Harry Potter 20th Anniversary: Return to Hogwarts,tt16116174,2022 TV Special,"Documentary, Family","Directors:, Casey Patterson, , Joe Pearlman, , Eran Creevy, , Giorgio Testi, | ,     Stars:, Emma Watson, , Gary Oldman, , Daniel Radcliffe, , Jason Isaacs","Cast members from all ""Harry Potter"" films reunite in a retrospective special to celebrate the anniversary of the first film, including interviews and cast conversations.",8.0,102 min,TV-PG,43994,
Free Solo,tt7775622,2018,"Documentary, Adventure, Sport","Directors:, Jimmy Chin, , Elizabeth Chai Vasarhelyi, | ,     Stars:, Alex Honnold, , Tommy Caldwell, , Jimmy Chin, , Cheyne Lempe",Alex Honnold attempts to become the first person to ever free solo climb El Capitan.,8.1,100 min,PG-13,72311,"17,541,090"
See No Evil,tt4189570,2014– ,"Documentary, Crime","Stars:, Ross Huguet, , Danielle Powers, , Matthew MacCallum, , Drew Riedstra","Every second of every day, millions of Americans are caught on security cameras. Most of them are honest citizens going about their daily lives. But a few are guilty of unspeakable crimes.",8.1,43 min,,1086,
MH370: The Plane That Disappeared,tt26739535,2023,Documentary,"Stars:, Intan Othman, , Jeff Wise, , Danica Weeks, , Ghislain Wattrelos","March 8th, 2014, Malaysia Airlines Flight 370 disappeared from radar. 239 people went missing, a global investigation into this greatest mystery Despite reports, countless theories, and searches for evidence, nothing. What Are We Missing?",6.1,158 min,TV-14,11298,
S.O.G.: The Book of Ward,tt27564488,2023,"Documentary, Sport","Directors:, Rachel Neubeck, , Diaunte Thompson, | ,     Star:, Andre Ward","Andre Ward's journey from the streets of Oakland to the International Boxing Hall of Fame. Facing an all-too familiar series of obstacles including substance abuse, the loss of a parent, ...                See full summary »",6.5,,,28,
The Phenomenon,tt13095604,2020,Documentary,"Director:, James Fox, | ,     Stars:, Peter Coyote, , Chris Mellon, , William T. Coleman, , Kim Arnold","This documentary examines unidentified aerial phenomenon. With testimony from high-ranking government officials, and NASA Astronauts, Senator Harry Reid says it ""makes the incredible credible.""",7.4,100 min,Not Rated,3905,
The American Gladiators Documentary,tt14536272,2023,Documentary,"Stars:, Ryan Stubo, , John Ferraro","ESPN's '30 For 30' series continues with this two part documentary on the long running syndicated competition show, American Gladiators. We get firsthand accounts of the highs and lows of what became something of a worldwide TV phenomenon.",8.2,170 min,,56,
The Social Dilemma,tt11464826,2020,"Documentary, Drama","Director:, Jeff Orlowski-Yang, | ,     Stars:, Tristan Harris, , Jeff Seibert, , Bailey Richardson, , Joe Toscano","Explores the dangerous human impact of social networking, with tech experts sounding the alarm on their own creations.",7.6,94 min,PG-13,85961,
Ed Sheeran: The Sum of It All,tt27192366,2023,"Documentary, Biography, Music","Stars:, Ed Sheeran, , Cherry Seaborn",Follows Sheeran's personal life as he discusses how this trying time has affected him and his new music. It will spotlight how an unlikely child with a stutter rose to fame and how his chart-topping hits were born,8.4,,TV-14,1131,
