Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Law & Order: Special Victims Unit,tt0203259,1999– ,"Crime, Drama, Mystery","Stars:, Mariska Hargitay, , Christopher Meloni, , Ice-T, , Dann Florek","This series follows the Special Victims Unit, a specially trained squad of detectives in the New York City Police Department that investigate sexually related crimes.",8.1,60 min,TV-14,114655,
NCIS,tt0364845,2003– ,"Action, Crime, Drama","Stars:, David McCallum, , Sean Murray, , Mark Harmon, , Brian Dietzen","The cases of the Naval Criminal Investigative Service's Washington, D.C. Major Case Response Team.",7.8,60 min,TV-14,154592,
True Detective,tt2356777,2014– ,"Crime, Drama, Mystery","Stars:, Vince Vaughn, , Colin Farrell, , Rachel McAdams, , Taylor Kitsch","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law.",8.9,55 min,TV-MA,596182,
X,tt13560574,II) (2022,"Horror, Mystery, Thriller","Director:, Ti West, | ,     Stars:, Mia Goth, , Jenna Ortega, , Brittany Snow, , Kid Cudi","In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.",6.6,105 min,R,131619,
Old,tt10954652,2021,"Drama, Horror, Mystery","Director:, M. Night Shyamalan, | ,     Stars:, Gael García Bernal, , Vicky Krieps, , Rufus Sewell, , Alex Wolff","A vacationing family discovers that the secluded beach where they're relaxing for a few hours is somehow causing them to age rapidly, reducing their entire lives into a single day.",5.8,108 min,PG-13,137472,"48,276,510"
Criminal Minds,tt0452046,2005– ,"Crime, Drama, Mystery","Stars:, Kirsten Vangsness, , Matthew Gray Gubler, , A.J. Cook, , Joe Mantegna",A group of criminal profilers who work for the FBI as members of its Behavioral Analysis Unit (BAU) using behavioral analysis and profiling to help investigate crimes and find the suspect known as the unsub.,8.1,42 min,TV-14,207989,
Midsomer Murders,tt0118401,1997– ,"Crime, Drama, Mystery","Stars:, John Nettles, , Jane Wymark, , Barry Jackson, , Neil Dudgeon",A veteran Detective Chief Inspector and his young Sergeant investigate murders around the regional community of Midsomer County.,7.9,90 min,TV-14,35938,
The Clearing,tt20259432,2023– ,"Drama, Mystery, Thriller","Stars:, Teresa Palmer, , Guy Pearce, , Erroll Shand, , Anna Lise Phillips",A woman is forced to confront the nightmares of her past in order to stop a secret cult intent on gathering children to fulfil its master plan.,6.3,,Not Rated,574,
Scream VI,tt17663992,2023,"Horror, Mystery, Thriller","Directors:, Matt Bettinelli-Olpin, , Tyler Gillett, | ,     Stars:, Courteney Cox, , Melissa Barrera, , Jenna Ortega, , Jasmin Savoy Brown","In the next installment, the survivors of the Ghostface killings leave Woodsboro behind and start a fresh chapter in New York City.",6.6,122 min,R,79499,
Lost,tt0411008,2004–2010,"Adventure, Drama, Fantasy","Stars:, Jorge Garcia, , Josh Holloway, , Yunjin Kim, , Evangeline Lilly",The survivors of a plane crash are forced to work together in order to survive on a seemingly deserted tropical island.,8.3,44 min,TV-14,568798,
House M.D.,tt0412142,2004–2012,"Drama, Mystery","Stars:, Hugh Laurie, , Omar Epps, , Robert Sean Leonard, , Jesse Spencer",An antisocial maverick doctor who specializes in diagnostic medicine does whatever it takes to solve puzzling cases that come his way using his crack team of doctors and his wits.,8.7,44 min,TV-14,480513,
Severance,tt11280740,2022– ,"Drama, Mystery, Sci-Fi","Stars:, Adam Scott, , Zach Cherry, , Britt Lower, , Tramell Tillman","Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs.",8.7,55 min,TV-MA,154932,
Influencer,tt13309170,II) (2022,"Horror, Mystery, Thriller","Director:, Kurtis David Harder, | ,     Stars:, Emily Tennant, , Rory J Saper, , Cassandra Naud, , Justin Sams","While struggling on a solo backpacking trip in Thailand, social media influencer Madison meets CW, who travels with ease and shows her a more uninhibited way of living, but CW's interest in her takes a darker turn.",6.0,92 min,,2280,
The Last Thing He Told Me,tt13745850,2023,"Drama, Mystery, Thriller","Stars:, Jennifer Garner, , Nikolaj Coster-Waldau, , Angourie Rice, , Aisha Tyler",A woman forms an unexpected relationship with her 16-year-old stepdaughter while searching for the truth about why her husband has mysteriously disappeared.,6.6,275 min,TV-MA,8467,
Inside Man,tt10948716,II) (2022,"Crime, Drama, Mystery","Stars:, David Tennant, , Stanley Tucci, , Dolly Wells, , Lydia West","A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way.",6.6,240 min,TV-MA,29601,
Bones,tt0460627,2005–2017,"Comedy, Crime, Drama","Stars:, Emily Deschanel, , David Boreanaz, , Michaela Conlin, , T.J. Thyne","Forensic anthropologist Dr. Temperance ""Bones"" Brennan and cocky F.B.I. Special Agent Seeley Booth build a team to investigate murders. Quite often, there isn't more to examine than rotten flesh or mere bones.",7.8,40 min,TV-14,166797,
Justified,tt1489428,2010–2015,"Action, Crime, Drama","Stars:, Timothy Olyphant, , Nick Searcy, , Joelle Carter, , Jacob Pitts","Enforcing his own brand of justice, US Marshal Raylan, a strong-willed, quiet law-man haunted by his past, returns to his native town to see that justice is served to those in need.",8.6,44 min,TV-MA,105686,
The Witcher,tt5180504,2019– ,"Action, Adventure, Drama","Stars:, Henry Cavill, , Freya Allan, , Anya Chalotra, , Mimi Ndiweni","Geralt of Rivia, a solitary monster hunter, struggles to find his place in a world where people often prove more wicked than beasts.",8.1,60 min,TV-MA,519885,
Banshee,tt2017109,2013–2016,"Action, Crime, Drama","Stars:, Antony Starr, , Ivana Milicevic, , Ulrich Thomsen, , Frankie Faison","An ex-con assumes the identity of a murdered sheriff in the small town of Banshee, Pennsylvania, where he has some unfinished business.",8.4,60 min,TV-MA,110358,
Wednesday,tt13443470,2022– ,"Comedy, Crime, Fantasy","Stars:, Jenna Ortega, , Hunter Doohan, , Percy Hynes White, , Emma Myers","Follows Wednesday Addams' years as a student, when she attempts to master her emerging psychic ability, thwart a killing spree, and solve the mystery that embroiled her parents.",8.1,45 min,TV-14,320303,
Muted,tt20477492,2023,"Crime, Drama, Mystery","Stars:, Arón Piper, , Almudena Amor, , Cristina Kovani, , Aitor Luna","Sergio hasn't spoken since the day he murdered his parents. Six years later, a teen girl may be the key to revealing the whole story.",5.6,,TV-MA,2636,
Law & Order,tt0098844,1990– ,"Crime, Drama, Mystery","Stars:, Jerry Orbach, , Jesse L. Martin, , Dennis Farina, , Sam Waterston",A crime is tracked from two separate vantage points: the police investigation and the prosecution in court.,7.8,45 min,TV-14,41271,
The X-Files,tt0106179,1993–2018,"Crime, Drama, Mystery","Stars:, David Duchovny, , Gillian Anderson, , Mitch Pileggi, , William B. Davis","Two F.B.I. Agents, Fox Mulder the believer and Dana Scully the skeptic, investigate the strange and unexplained, while hidden forces work to impede their efforts.",8.6,45 min,TV-14,234743,
Blue Bloods,tt1595859,2010– ,"Crime, Drama, Mystery","Stars:, Donnie Wahlberg, , Bridget Moynahan, , Will Estes, , Len Cariou",Revolves around a family of New York cops.,7.7,43 min,TV-14,43595,
Candy,tt13729648,2022,"Biography, Crime, Drama","Stars:, Jessica Biel, , Melanie Lynskey, , Pablo Schreiber, , Timothy Simons","Candy Montgomery is a 1980s housewife and mother who did everything right. When the pressure of conformity builds within, her actions scream for just a bit of freedom -- until someone tells her to shush -- with deadly results.",7.2,257 min,TV-MA,20328,
Castle,tt1219024,2009–2016,"Comedy, Crime, Drama","Stars:, Nathan Fillion, , Stana Katic, , Susan Sullivan, , Jon Huertas","After a serial killer imitates the plots of his novels, successful mystery novelist Richard ""Rick"" Castle receives permission from the Mayor of New York City to tag along with an NYPD homicide investigation team for research purposes.",8.1,43 min,TV-14,167417,
Death in Paradise,tt1888075,2011– ,"Comedy, Crime, Drama","Stars:, Elizabeth Bourgine, , Don Warrington, , Danny John-Jules, , Tobi Bakare",A Detective Inspector is transferred from London to the Caribbean island of Saint-Marie to investigate and solve complex murders.,7.8,60 min,TV-PG,24304,
Asur: Welcome to Your Dark Side,tt11912196,2020– ,"Crime, Drama, Mystery","Stars:, Arshad Warsi, , Barun Sobti, , Riddhi Dogra, , Anupriya Goenka","Shubh returns for revenge and this season he takes the challenge to a whole new level. With the heroes fallen apart, will a desolate Dhananjay Rajpoot and a torn Nikhil Nair be able to stop him?",8.5,43 min,,48315,
The Vampire Diaries,tt1405406,2009–2017,"Drama, Fantasy, Horror","Stars:, Nina Dobrev, , Paul Wesley, , Ian Somerhalder, , Kat Graham","The lives, loves, dangers and disasters in the town, Mystic Falls, Virginia. Creatures of unspeakable horror lurk beneath this town as a teenage girl is suddenly torn between two vampire brothers.",7.7,43 min,TV-14,331859,
Midsommar,tt8772262,2019,"Drama, Horror, Mystery","Director:, Ari Aster, | ,     Stars:, Florence Pugh, , Jack Reynor, , Vilhelm Blomgren, , William Jackson Harper",A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.,7.1,148 min,R,352854,"27,331,977"
The Swarm,tt0808491,2023,"Drama, Mystery, Sci-Fi","Stars:, Alexander Karim, , Cécile de France, , Leonie Benesch, , Joshua Odjick",Ecological thriller about the delicate interconnectedness between mankind and Earth.,5.6,46 min,,3721,
Cruel Summer,tt11083696,2021– ,"Drama, Mystery, Thriller","Stars:, Chiara Aurelia, , Olivia Holt, , Froy Gutierrez, , Harley Quinn Smith","In a small Texas town, popular teen Kate, is abducted. Seemingly unrelated, a girl named Jeanette goes from being a sweet, awkward outsider to the most popular girl in town, but by 1995 she has become the most-despised person in America.",7.5,45 min,TV-14,15871,
FBI,tt7491982,2018– ,"Action, Crime, Drama","Stars:, Missy Peregrym, , Zeeko Zaki, , Jeremy Sisto, , Alana De La Garza",Procedural drama about the inner workings of the New York office of the Federal Bureau of Investigation.,7.0,60 min,TV-14,20287,
Riverdale,tt5420376,2017–2023,"Crime, Drama, Mystery","Stars:, Lili Reinhart, , Camila Mendes, , Cole Sprouse, , K.J. Apa","While navigating the troubled waters of romance, school and family, Archie and his gang become entangled in dark Riverdale mysteries.",6.6,45 min,TV-14,149106,
Black Bird,tt4301160,2022,"Biography, Crime, Drama","Stars:, Taron Egerton, , Paul Walter Hauser, , Greg Kinnear, , Ray Liotta",Jimmy Keene is sentenced to 10 years in a minimum security prison but he cuts a deal with the FBI to befriend a suspected serial killer. Keene has to elicit a confession from Larry Hall to find the bodies of as many as eighteen women.,8.1,347 min,TV-MA,80112,
Where the Crawdads Sing,tt9411972,2022,"Drama, Mystery, Romance","Director:, Olivia Newman, | ,     Stars:, Daisy Edgar-Jones, , Taylor John Smith, , Harris Dickinson, , David Strathairn",A woman who raised herself in the marshes of the Deep South becomes a suspect in the murder of a man with whom she was once involved.,7.2,125 min,PG-13,98437,"90,230,760"
Knock at the Cabin,tt15679400,2023,"Horror, Mystery, Thriller","Director:, M. Night Shyamalan, | ,     Stars:, Dave Bautista, , Jonathan Groff, , Ben Aldridge, , Nikki Amuka-Bird","While vacationing, a girl and her parents are taken hostage by armed strangers who demand that the family make a choice to avert the apocalypse.",6.1,100 min,R,77572,
The Tower,tt14364876,2021–2023,"Drama, Mystery","Stars:, Gemma Whelan, , Emmett J Scanlan, , Tahirah Sharif, , Jimmy Akingbola","A veteran beat cop and teenage girl fall to their deaths from a tower block in south-east London, leaving a five-year-old boy and rookie police officer, Lizzie Griffiths, on the roof, only ...                See full summary »",6.6,138 min,TV-14,3662,
Dark,tt5753856,2017–2020,"Crime, Drama, Mystery","Stars:, Louis Hofmann, , Karoline Eichhorn, , Lisa Vicari, , Maja Schöne","A family saga with a supernatural twist, set in a German town where the disappearance of two young children exposes the relationships among four families.",8.7,60 min,TV-MA,409932,
Fringe,tt1119644,2008–2013,"Drama, Mystery, Sci-Fi","Stars:, Anna Torv, , Joshua Jackson, , John Noble, , Jasika Nicole",An F.B.I. agent is forced to work with an institutionalized scientist and his son in order to rationalize a brewing storm of unexplained phenomena.,8.4,46 min,TV-14,250087,
Dahaad,tt19868314,2023– ,"Crime, Drama, Mystery","Stars:, Sonakshi Sinha, , Vijay Varma, , Gulshan Devaiah, , Sohum Shah","Sub-inspector Anjali Bhaati investigates a series of deaths where women are found in public bathrooms. The deaths first appear as suicides but as the investigation progresses, Bhaati realizes that there's a serial killer on the loose.",7.5,55 min,,6712,
Shadow and Bone,tt2403776,2021– ,"Action, Adventure, Drama","Stars:, Jessie Mei Li, , Ben Barnes, , Archie Renaux, , Freddy Carter",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,7.6,60 min,TV-14,105614,
Prison Break,tt0455275,2005–2017,"Action, Crime, Drama","Stars:, Dominic Purcell, , Wentworth Miller, , Amaury Nolasco, , Robert Knepper","A structural engineer installs himself in a prison he helped design, in order to save his falsely accused brother from a death sentence by breaking themselves out from the inside.",8.3,44 min,TV-14,552602,
Columbo,tt1466074,1971–2003,"Crime, Drama, Mystery","Stars:, Peter Falk, , Mike Lally, , John Finnegan, , Bruce Kirby",Los Angeles homicide detective Lieutenant Columbo uses his humble ways and ingenuous demeanor to winkle out even the most well-concealed of crimes.,8.3,100 min,TV-PG,38446,
Dexter,tt0773262,2006–2013,"Crime, Drama, Mystery","Stars:, Michael C. Hall, , Jennifer Carpenter, , David Zayas, , James Remar","He's smart. He's lovable. He's Dexter Morgan, America's favorite serial killer, who spends his days solving crimes and nights committing them.",8.7,53 min,TV-MA,739406,
Saint X,tt17372734,2023– ,"Drama, Mystery, Thriller","Stars:, Alycia Debnam-Carey, , Josh Bonzie, , West Duchovny, , Jayden Elijah",Explores how a young woman's mysterious death creates a traumatic ripple effect that ultimately pulls her surviving sister into a dangerous pursuit of the truth.,6.0,,TV-14,1138,
Nope,tt10954984,2022,"Horror, Mystery, Sci-Fi","Director:, Jordan Peele, | ,     Stars:, Daniel Kaluuya, , Keke Palmer, , Brandon Perea, , Michael Wincott",The residents of a lonely gulch in inland California bear witness to an uncanny and chilling discovery.,6.8,130 min,R,230767,"123,277,080"
Sherlock,tt1475582,2010–2017,"Crime, Drama, Mystery","Stars:, Benedict Cumberbatch, , Martin Freeman, , Una Stubbs, , Rupert Graves","The quirky spin on Conan Doyle's iconic sleuth pitches him as a ""high-functioning sociopath"" in modern-day London. Assisting him in his investigations: Afghanistan War vet John Watson, who's introduced to Holmes by a mutual acquaintance.",9.1,88 min,TV-14,951981,
Florida Man,tt14509130,2023,"Crime, Drama, Mystery","Stars:, Edgar Ramírez, , Abbey Lee, , Otmara Marrero, , Lex Scott Davis","When an ex-cop returns to his home state of Florida to find a mobster's runaway girlfriend, what should've been a quick gig turns into a wild odyssey.",6.7,354 min,TV-MA,7710,
Arrow,tt2193021,2012–2020,"Action, Adventure, Crime","Stars:, Stephen Amell, , Katie Cassidy, , David Ramsey, , Susanna Thompson","Spoiled billionaire playboy Oliver Queen is missing and presumed dead when his yacht is lost at sea. He returns five years later a changed man, determined to clean up the city as a hooded vigilante armed with a bow.",7.5,42 min,TV-14,438026,
Smile,tt15474916,V) (2022,"Horror, Mystery, Thriller","Director:, Parker Finn, | ,     Stars:, Sosie Bacon, , Jessie T. Usher, , Kyle Gallner, , Robin Weigert","After witnessing a bizarre, traumatic incident involving a patient, a psychiatrist becomes increasingly convinced she is being threatened by an uncanny entity.",6.5,115 min,R,129294,
The 100,tt2661044,2014–2020,"Drama, Mystery, Sci-Fi","Stars:, Eliza Taylor, , Bob Morley, , Marie Avgeropoulos, , Isaiah Washington","Set 97 years after a nuclear war destroyed civilization, when a spaceship housing humanity's lone survivors sends 100 juvenile delinquents back to Earth, hoping to repopulate the planet.",7.6,43 min,TV-14,261852,
The Mentalist,tt1196946,2008–2015,"Crime, Drama, Mystery","Stars:, Simon Baker, , Robin Tunney, , Tim Kang, , Owain Yeoman","A famous ""psychic"" outs himself as a fake, and starts working as a consultant for the California Bureau of Investigation so he can find ""Red John"", the madman who killed his wife and daughter.",8.2,43 min,TV-14,191263,
Scream,tt11245972,I) (2022,"Horror, Mystery, Thriller","Directors:, Matt Bettinelli-Olpin, , Tyler Gillett, | ,     Stars:, Neve Campbell, , Courteney Cox, , David Arquette, , Melissa Barrera","25 years after a streak of brutal murders shocked the quiet town of Woodsboro, Calif., a new killer dons the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town's deadly past.",6.3,114 min,R,137554,"81,641,405"
Glass Onion,tt11564570,2022,"Comedy, Crime, Drama","Director:, Rian Johnson, | ,     Stars:, Daniel Craig, , Edward Norton, , Kate Hudson, , Dave Bautista",Famed Southern detective Benoit Blanc travels to Greece for his latest case.,7.1,139 min,PG-13,394120,
The Americans,tt2149175,2013–2018,"Crime, Drama, Mystery","Stars:, Keri Russell, , Matthew Rhys, , Keidrich Sellati, , Holly Taylor","At the height of the Cold War, two Russian agents pose as the average American couple, complete with family.",8.4,44 min,TV-MA,104697,
Blade Runner 2049,tt1856101,2017,"Action, Drama, Mystery","Director:, Denis Villeneuve, | ,     Stars:, Harrison Ford, , Ryan Gosling, , Ana de Armas, , Dave Bautista","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years.",8.0,164 min,R,604756,"92,054,159"
Annika,tt13643704,2021– ,"Crime, Drama, Mystery","Stars:, Nicola Walker, , Jamie Sives, , Katie Leung, , Ukweli Roach","Witty, enigmatic DI Annika Strandhed heads up the Marine Homicide Unit, tasked with solving murders in and around the Scottish waters.",7.1,,TV-14,5683,
Endeavour,tt2701582,2012–2023,"Crime, Drama, Mystery","Stars:, Shaun Evans, , Roger Allam, , James Bradshaw, , Sean Rigby","Set from 1965 into the 1970s, the show follows Endeavour Morse in his early years as a police constable. Working alongside his senior partner DI Fred Thursday, Morse engages in a number of investigations around Oxford.",8.6,89 min,TV-14,29534,
The Green Mile,tt0120689,1999,"Crime, Drama, Fantasy","Director:, Frank Darabont, | ,     Stars:, Tom Hanks, , Michael Clarke Duncan, , David Morse, , Bonnie Hunt","A tale set on death row in a Southern jail, where gentle giant John possesses the mysterious power to heal people's ailments. When the lead guard, Paul, recognizes John's gift, he tries to help stave off the condemned man's execution.",8.6,189 min,R,1336492,"136,801,374"
True Blood,tt0844441,2008–2014,"Drama, Fantasy, Mystery","Stars:, Anna Paquin, , Stephen Moyer, , Sam Trammell, , Ryan Kwanten","Telepathic waitress Sookie Stackhouse encounters a strange new supernatural world when she meets the mysterious Bill Compton, a southern Louisiana gentleman and vampire.",7.9,55 min,TV-MA,251902,
Westworld,tt0475784,2016–2022,"Drama, Mystery, Sci-Fi","Stars:, Evan Rachel Wood, , Jeffrey Wright, , Ed Harris, , Thandiwe Newton","At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence.",8.5,62 min,TV-MA,516183,
The Expanse,tt3230854,2015–2022,"Drama, Mystery, Sci-Fi","Stars:, Steven Strait, , Dominique Tipper, , Wes Chatham, , Shohreh Aghdashloo","The disappearance of rich-girl-turned-political-activist links the lives of Ceres detective, accidental ship captain and U.N. politician. Amidst political tension between Earth, Mars and the Belt, they unravel the greatest conspiracy.",8.5,60 min,TV-14,161186,
"Murder, She Wrote",tt0086765,1984–1996,"Crime, Drama, Mystery","Stars:, Angela Lansbury, , William Windom, , Ron Masak, , Louis Herthum","Professional writer and amateur sleuth Jessica Fletcher uses her intellect, charm, and persistence to get to the bottom of every crime she encounters.",7.2,50 min,TV-PG,26585,
Outer Banks,tt10293938,2020– ,"Action, Crime, Drama","Stars:, Chase Stokes, , Madelyn Cline, , Madison Bailey, , J.D.","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",7.5,50 min,TV-MA,68678,
Psych,tt0491738,2006–2014,"Comedy, Crime, Mystery","Stars:, James Roday Rodriguez, , Dulé Hill, , Timothy Omundson, , Corbin Bernsen","When a novice sleuth convinces the police he has psychic powers, he and his reluctant best friend are hired on as consultants to help solve complicated cases.",8.4,44 min,TV-PG,101318,
Inside No. 9,tt2674806,2014– ,"Comedy, Crime, Drama","Stars:, Reece Shearsmith, , Steve Pemberton, , Derek Jacobi, , Aimee-Ffion Edwards","Genre-mixing anthology series, inviting viewers into some very different and enigmatic No. 9s.",8.5,30 min,TV-MA,18267,
City on Fire,tt14964772,2023– ,"Crime, Drama, Mystery","Stars:, Jemima Kirke, , Wyatt Oleff, , Chase Sui Wonders, , Nico Tortorella","A college student is shot in Central Park. The investigation connects a series of mysterious citywide fires, the downtown music scene and a wealthy uptown real estate family fraying under the strain of the many secrets they keep.",6.0,60 min,TV-MA,744,
Barbarian,tt15791034,2022,"Horror, Mystery, Thriller","Director:, Zach Cregger, | ,     Stars:, Georgina Campbell, , Bill Skarsgård, , Justin Long, , Matthew Patrick Davis",A woman staying at an Airbnb discovers that the house she has rented is not what it seems.,7.0,102 min,R,149219,
Gotham Knights,tt16418896,2023– ,"Action, Crime, Drama","Stars:, Oscar Morgan, , Olivia Rose Keegan, , Navia Ziraili Robinson, , Fallon Smythe","Bruce Wayne is murdered and his adopted son forges an alliance with the children of Batman's enemies. As the city becomes more dangerous, these mismatched fugitives will become its next generation of saviors, known as the Gotham Knights.",4.8,,TV-14,4771,
Only Murders in the Building,tt12851524,2021– ,"Comedy, Crime, Drama","Stars:, Steve Martin, , Martin Short, , Selena Gomez, , Amy Ryan",Three strangers bonded by their love of true crime podcasts record their own to accompany their investigations of murders in their building on the Upper West Side of New York.,8.1,30 min,TV-MA,114803,
Avatar: The Last Airbender,tt0417299,2005–2008,"Animation, Action, Adventure","Stars:, Dee Bradley Baker, , Zach Tyler Eisen, , Mae Whitman, , Jack De Sena","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,23 min,TV-Y7-FV,332416,
The Sandman,tt1751634,2022– ,"Drama, Fantasy, Horror","Stars:, Tom Sturridge, , Boyd Holbrook, , Patton Oswalt, , Vivienne Acheampong","Upon escaping after decades of imprisonment by a mortal wizard, Dream, the personification of dreams, sets about to reclaim his lost equipment.",7.7,45 min,TV-MA,157762,
Money Heist,tt6468322,2017–2021,"Action, Crime, Drama","Stars:, Úrsula Corberó, , Álvaro Morte, , Itziar Ituño, , Pedro Alonso",An unusual group of robbers attempt to carry out the most perfect robbery in Spanish history - stealing 2.4 billion euros from the Royal Mint of Spain.,8.2,70 min,TV-MA,496978,
