Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Super Mario Bros.,tt0108255,1993,"Adventure, Comedy, Family","Directors:, Annabel Jankel, , Rocky Morton, | ,     Stars:, Bob Hoskins, , John Leguizamo, , Dennis Hopper, , Samantha Mathis","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world.",4.1,104 min,PG,60391,"20,915,465"
Sing 2,tt6467266,2021,"Animation, Adventure, Comedy","Directors:, Garth Jennings, , Christophe Lourdelet, | ,     Stars:, Matthew McConaughey, , Reese Witherspoon, , Scarlett Johansson, , Tori Kelly",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,7.4,110 min,PG,75502,"162,790,990"
The Lion King,tt0110357,1994,"Animation, Adventure, Drama","Directors:, Roger Allers, , Rob Minkoff, | ,     Stars:, Matthew Broderick, , Jeremy Irons, , James Earl Jones, , Whoopi Goldberg","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,88 min,G,1086519,"422,783,777"
The Lorax,tt1482459,2012,"Animation, Adventure, Comedy","Directors:, Chris Renaud, , Kyle Balda, | ,     Stars:, Zac Efron, , Taylor Swift, , Danny DeVito, , Ed Helms","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",6.4,86 min,PG,121071,"214,030,500"
Moana,tt3521164,I) (2016,"Animation, Adventure, Comedy","Directors:, Ron Clements, , John Musker, , Don Hall, , Chris Williams, | ,     Stars:, Auli'i Cravalho, , Dwayne Johnson, , Rachel House, , Temuera Morrison","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,107 min,PG,352196,"248,757,044"
Adventure Time,tt1305826,2010–2018,"Animation, Action, Adventure","Stars:, John DiMaggio, , Jeremy Shada, , Tom Kenny, , Hynden Walch","A twelve-year-old boy and his best friend, a wise twenty-eight-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",8.6,11 min,TV-PG,101607,
Encanto,tt2953050,2021,"Animation, Comedy, Family","Directors:, Jared Bush, , Byron Howard, , Charise Castro Smith, | ,     Stars:, Stephanie Beatriz, , María Cecilia Botero, , John Leguizamo, , Mauro Castillo",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,7.2,102 min,PG,237113,"96,093,622"
SpongeBob SquarePants,tt0206512,1999– ,"Animation, Comedy, Family","Stars:, Tom Kenny, , Rodger Bumpass, , Bill Fagerbakke, , Clancy Brown","The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.",8.2,23 min,TV-Y7,104148,
Spirited Away,tt0245429,2001,"Animation, Adventure, Family","Director:, Hayao Miyazaki, | ,     Stars:, Daveigh Chase, , Suzanne Pleshette, , Miyu Irino, , Rumi Hiiragi","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.",8.6,125 min,PG,790934,"10,055,859"
Harry Potter and the Deathly Hallows: Part 1,tt0926084,2010,"Adventure, Family, Fantasy","Director:, David Yates, | ,     Stars:, Daniel Radcliffe, , Emma Watson, , Rupert Grint, , Bill Nighy","As Harry, Ron and Hermione race against time and evil to destroy the Horcruxes, they uncover the existence of the three most powerful objects in the wizarding world: the Deathly Hallows.",7.7,146 min,PG-13,568427,"295,983,305"
Harry Potter and the Order of the Phoenix,tt0373889,2007,"Action, Adventure, Family","Director:, David Yates, | ,     Stars:, Daniel Radcliffe, , Emma Watson, , Rupert Grint, , Brendan Gleeson","With their warning about Lord Voldemort's return scoffed at, Harry and Dumbledore are targeted by the Wizard authorities as an authoritarian bureaucrat slowly seizes power at Hogwarts.",7.5,138 min,PG-13,601774,"292,004,738"
Crater,tt5264838,2023,"Adventure, Drama, Family","Director:, Kyle Patrick Alvarez, | ,     Stars:, Isaiah Russell-Bailey, , Mckenna Grace, , Billy Barratt, , Orson Hong","After the death of his father, a boy growing up on a lunar mining colony takes a trip to explore a legendary crater, along with his four best friends, prior to permanently leaving the Moon and relocated to another planet.",5.3,105 min,PG,2804,
Fantastic Mr. Fox,tt0432283,2009,"Animation, Adventure, Comedy","Director:, Wes Anderson, | ,     Stars:, George Clooney, , Meryl Streep, , Bill Murray, , Jason Schwartzman",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,7.9,87 min,PG,246530,"21,002,919"
Harry Potter and the Half-Blood Prince,tt0417741,2009,"Action, Adventure, Family","Director:, David Yates, | ,     Stars:, Daniel Radcliffe, , Emma Watson, , Rupert Grint, , Michael Gambon","As Harry Potter begins his sixth year at Hogwarts, he discovers an old book marked as ""the property of the Half-Blood Prince"" and begins to learn more about Lord Voldemort's dark past.",7.6,153 min,PG,564790,"301,959,197"
Ratatouille,tt0382932,2007,"Animation, Adventure, Comedy","Directors:, Brad Bird, , Jan Pinkava, | ,     Stars:, Brad Garrett, , Lou Romano, , Patton Oswalt, , Ian Holm",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,8.1,111 min,G,767602,"206,445,654"
Hook,tt0102057,1991,"Adventure, Comedy, Family","Director:, Steven Spielberg, | ,     Stars:, Dustin Hoffman, , Robin Williams, , Julia Roberts, , Bob Hoskins","When Captain James Hook kidnaps his children, an adult Peter Pan must return to Neverland and reclaim his youthful spirit in order to challenge his old enemy.",6.8,142 min,PG,263633,"119,654,823"
Fantastic Beasts: The Secrets of Dumbledore,tt4123432,2022,"Adventure, Family, Fantasy","Director:, David Yates, | ,     Stars:, Eddie Redmayne, , Jude Law, , Ezra Miller, , Dan Fogler",Professor Albus Dumbledore must assist Newt Scamander and his partners as Grindelwald begins to lead an army to eliminate all Muggles.,6.2,142 min,PG-13,153329,"95,850,844"
Zootopia,tt2948356,2016,"Animation, Adventure, Comedy","Directors:, Byron Howard, , Rich Moore, , Jared Bush, | ,     Stars:, Ginnifer Goodwin, , Jason Bateman, , Idris Elba, , Jenny Slate","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",8.0,108 min,PG,516938,"341,268,248"
Mr. Bean,tt0096657,1990–1995,"Comedy, Family","Stars:, Rowan Atkinson, , Matilda Ziegler, , Robin Driscoll, , Matthew Ashforde","Bumbling, childlike Mr. Bean has trouble completing the simplest of day-to-day tasks, but his perseverance and resourcefulness frequently allow him to find ingenious ways around problems.",8.6,25 min,TV-G,125420,
Matilda,tt0117008,1996,"Comedy, Family, Fantasy","Director:, Danny DeVito, | ,     Stars:, Danny DeVito, , Rhea Perlman, , Mara Wilson, , Embeth Davidtz","A girl gifted with a keen intellect and psychic powers uses both to deal with her crude, distant family and free her kind teacher from their sadistic headmistress.",7.0,102 min,PG,164056,"33,084,249"
Finding Nemo,tt0266543,2003,"Animation, Adventure, Comedy","Directors:, Andrew Stanton, , Lee Unkrich, | ,     Stars:, Albert Brooks, , Ellen DeGeneres, , Alexander Gould, , Willem Dafoe","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.2,100 min,G,1067484,"380,843,261"
Toy Story,tt0114709,1995,"Animation, Adventure, Comedy","Director:, John Lasseter, | ,     Stars:, Tom Hanks, , Tim Allen, , Don Rickles, , Jim Varney",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,8.3,81 min,G,1019283,"191,796,233"
His Dark Materials,tt5607976,2019–2022,"Adventure, Drama, Family","Stars:, Dafne Keen, , Kit Connor, , Ruth Wilson, , Amir Wilson",A young girl is destined to liberate her world from the grip of the Magisterium which represses people's ties to magic and their animal spirits known as daemons.,7.8,60 min,TV-14,79877,
The Wizard of Oz,tt0032138,1939,"Adventure, Family, Fantasy","Directors:, Victor Fleming, , George Cukor, , Mervyn LeRoy, , Norman Taurog, , Richard Thorpe, , King Vidor, | ,     Stars:, Judy Garland, , Frank Morgan, , Ray Bolger, , Bert Lahr","Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz, and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.",8.1,102 min,PG,410734,"2,076,020"
The Muppets Mayhem,tt18545980,2023– ,"Comedy, Family, Music","Stars:, Lilly Singh, , Dave Goelz, , Eric Jacobson, , Leslie Carrara-Rudolph",Follow The Muppets' band as they try to record their first ever album.,8.1,,TV-PG,1106,
Peter Pan,tt0316396,2003,"Adventure, Family, Fantasy","Director:, P.J. Hogan, | ,     Stars:, Jeremy Sumpter, , Jason Isaacs, , Olivia Williams, , Lynn Redgrave","The Darling family children receive a visit from Peter Pan, who takes them to Never Never Land where an ongoing war with the evil Pirate Captain Hook is taking place.",6.8,113 min,PG,77260,"48,462,608"
Batman: The Animated Series,tt0103359,1992–1995,"Animation, Action, Adventure","Stars:, Kevin Conroy, , Loren Lester, , Efrem Zimbalist Jr., , Bob Hastings",The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,9.0,23 min,TV-PG,108755,
Zara Hatke Zara Bachke,tt15576460,2023,"Comedy, Drama, Family","Director:, Laxman Utekar, | ,     Stars:, Vicky Kaushal, , Sara Ali Khan, , Inaamulhaq, , Sushmita Mukherjee","Kapil and Somya are a happily married couple from Indore who live in a joint family and decide to get a divorce one fine day. Things don't go as planned as their family gets to know of it, and thus begins a comedy of errors.",8.5,132 min,Not Rated,6836,
Gravity Falls,tt1865718,2012–2016,"Animation, Adventure, Comedy","Stars:, Jason Ritter, , Alex Hirsch, , Kristen Schaal, , Linda Cardellini","Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",8.9,23 min,TV-Y7,119020,
Inside Out,tt2096673,I) (2015,"Animation, Adventure, Comedy","Directors:, Pete Docter, , Ronnie Del Carmen, | ,     Stars:, Amy Poehler, , Bill Hader, , Lewis Black, , Mindy Kaling","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,95 min,PG,737388,"356,461,711"
Howl's Moving Castle,tt0347149,2004,"Animation, Adventure, Family","Director:, Hayao Miyazaki, | ,     Stars:, Chieko Baishô, , Takuya Kimura, , Tatsuya Gashûin, , Akihiro Miwa","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,119 min,PG,412575,"4,711,096"
The Young Indiana Jones Chronicles,tt0103586,1992–1993,"Action, Adventure, Family","Stars:, Sean Patrick Flanery, , George Hall, , Corey Carrier, , Ronny Coutteure",The adventures of the archaeological treasure hunter in his youth as related by an elderly Indiana Jones.,7.2,45 min,TV-G,8125,
Charlie and the Chocolate Factory,tt0367594,2005,"Adventure, Comedy, Family","Director:, Tim Burton, | ,     Stars:, Johnny Depp, , Freddie Highmore, , David Kelly, , Helena Bonham Carter","A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",6.7,115 min,PG,497272,"206,459,076"
The Little Mermaid II: Return to the Sea,tt0240684,2000 Video,"Animation, Adventure, Comedy","Directors:, Jim Kammerud, , Brian Smith, , Bill Speers, | ,     Stars:, Tara Strong, , Pat Carroll, , Jodi Benson, , Samuel E. Wright","To protect her from a sea witch, Ariel's daughter is not allowed in the ocean; but when she becomes 12, she runs away to an adventure under the sea.",5.5,75 min,G,20908,
Moonrise Kingdom,tt1748122,2012,"Comedy, Drama, Family","Director:, Wes Anderson, | ,     Stars:, Jared Gilman, , Kara Hayward, , Bruce Willis, , Bill Murray","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them.",7.8,94 min,PG-13,357375,"45,512,466"
Alice in Wonderland,tt1014759,I) (2010,"Adventure, Family, Fantasy","Director:, Tim Burton, | ,     Stars:, Mia Wasikowska, , Johnny Depp, , Helena Bonham Carter, , Anne Hathaway","Nineteen-year-old Alice returns to the magical world from her childhood adventure, where she reunites with her old friends and learns of her true destiny: to end the Red Queen's reign of terror.",6.4,108 min,PG,425771,"334,191,110"
Gremlins: Secrets of the Mogwai,tt9860690,2022– ,"Animation, Adventure, Comedy","Stars:, Gabrielle Nevaeh, , A.J. LoCascio, , Matthew Rhys, , Izaac Wang",The adventures of Sam Wing in his youth and Gizmo the Mogwai in China.,6.9,30 min,TV-PG,249,
Shrek,tt0126029,2001,"Animation, Adventure, Comedy","Directors:, Andrew Adamson, , Vicky Jenson, | ,     Stars:, Mike Myers, , Eddie Murphy, , Cameron Diaz, , John Lithgow","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,90 min,PG,700413,"267,665,011"
The Incredibles,tt0317705,2004,"Animation, Action, Adventure","Director:, Brad Bird, | ,     Stars:, Craig T. Nelson, , Samuel L. Jackson, , Holly Hunter, , Jason Lee","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",8.0,115 min,PG,762506,"261,441,092"
Boy Meets World,tt0105958,1993–2000,"Comedy, Drama, Family","Stars:, Ben Savage, , Rider Strong, , William Daniels, , Betsy Randle",An adolescent with two siblings tests his various theories about life as he endures the trials of growing up alongside a good friend.,8.1,23 min,TV-PG,44613,
Coco,tt2380307,I) (2017,"Animation, Adventure, Comedy","Directors:, Lee Unkrich, , Adrian Molina, | ,     Stars:, Anthony Gonzalez, , Gael García Bernal, , Benjamin Bratt, , Alanna Ubach","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,105 min,PG,535442,"209,726,015"
The Jungle Book,tt3040964,2016,"Adventure, Drama, Family","Director:, Jon Favreau, | ,     Stars:, Neel Sethi, , Bill Murray, , Ben Kingsley, , Idris Elba","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",7.4,106 min,PG,283799,"364,001,123"
Home Alone,tt0099785,1990,"Comedy, Family","Director:, Chris Columbus, | ,     Stars:, Macaulay Culkin, , Joe Pesci, , Daniel Stern, , John Heard","An eight-year-old troublemaker, mistakenly left home alone, must defend his home against a pair of burglars on Christmas eve.",7.7,103 min,PG,604780,"285,761,243"
Full House,tt0092359,1987–1995,"Comedy, Drama, Family","Stars:, Bob Saget, , John Stamos, , Dave Coulier, , Candace Cameron Bure",A widowed sportscaster raises his three daughters with assistance from his rock and roll brother-in-law and madcap best friend.,6.8,22 min,TV-G,60721,
How to Train Your Dragon,tt0892769,2010,"Animation, Action, Adventure","Directors:, Dean DeBlois, , Chris Sanders, | ,     Stars:, Jay Baruchel, , Gerard Butler, , Christopher Mintz-Plasse, , Craig Ferguson","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",8.1,98 min,PG,762109,"217,581,231"
Sky High,tt0405325,2005,"Action, Comedy, Family","Director:, Mike Mitchell, | ,     Stars:, Kurt Russell, , Kelly Preston, , Michael Angarano, , Danielle Panabaker","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",6.3,100 min,PG,90869,"63,946,815"
The Andy Griffith Show,tt0053479,1960–1968,"Comedy, Family","Stars:, Andy Griffith, , Ron Howard, , Don Knotts, , Frances Bavier","Widower Sheriff Andy Taylor, and his son Opie, live with Andy's Aunt Bee in Mayberry, North Carolina. With virtually no crimes to solve, most of Andy's time is spent philosophizing and calming down his cousin Deputy Barney Fife.",8.4,30 min,TV-G,15930,
Up,tt1049413,2009,"Animation, Adventure, Comedy","Directors:, Pete Docter, , Bob Peterson, | ,     Stars:, Edward Asner, , Jordan Nagai, , John Ratzenberger, , Christopher Plummer","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.3,96 min,PG,1070648,"293,004,164"
"Monsters, Inc.",tt0198781,2001,"Animation, Adventure, Comedy","Directors:, Pete Docter, , David Silverman, , Lee Unkrich, | ,     Stars:, Billy Crystal, , John Goodman, , Mary Gibbs, , Steve Buscemi","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",8.1,92 min,G,933072,"289,916,256"
