Title,IMDb ID,Release Year,Genre,Cast,Synopsis,Rating,Runtime,Certificate,Number of Votes,Gross Revenue
Invincible,tt6741278,2021– ,"Animation, Action, Adventure","Stars:, Steven Yeun, , J.K. Simmons, , Sandra Oh, , Zazie Beetz",An adult animated series based on the Skybound/Image comic about a teenager whose father is the most powerful superhero on the planet.,8.7,50 min,TV-MA,153770,
Avatar: The Last Airbender,tt0417299,2005–2008,"Animation, Action, Adventure","Stars:, Dee Bradley Baker, , Zach Tyler Eisen, , Mae Whitman, , Jack De Sena","In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",9.3,23 min,TV-Y7-FV,332410,
BoJack Horseman,tt3398228,2014–2020,"Animation, Comedy, Drama","Stars:, Will Arnett, , Amy Sedaris, , Alison Brie, , Aaron Paul","BoJack Horseman was the star of the hit television show ""Horsin' Around"" in the '80s and '90s, but now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",8.8,25 min,TV-MA,169993,
"Love, Death & Robots",tt9561862,2019– ,"Animation, Short, Action","Stars:, Fred Tatasciore, , Scott Whyte, , Nolan North, , Noshir Dalal","A collection of animated short stories that span various genres including science fiction, fantasy, horror and comedy.",8.4,15 min,TV-MA,179754,
The Lion King,tt6105098,2019,"Animation, Adventure, Drama","Director:, Jon Favreau, | ,     Stars:, Donald Glover, , Beyoncé, , Seth Rogen, , Chiwetel Ejiofor","After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.",6.8,118 min,PG,254535,"543,638,043"
Cars,tt0317219,2006,"Animation, Adventure, Comedy","Directors:, John Lasseter, , Joe Ranft, | ,     Stars:, Owen Wilson, , Bonnie Hunt, , Paul Newman, , Larry the Cable Guy","On the way to the biggest race of his life, a hotshot rookie race car gets stranded in a rundown town and learns that winning isn't everything in life.",7.2,117 min,G,439586,"244,082,982"
Miraculous: Tales of Ladybug & Cat Noir,tt2580046,2015– ,"Animation, Action, Adventure","Stars:, Cristina Valenzuela, , Bryce Papenbrook, , Keith Silverstein, , Max Mittelman","Marinette and Adrien, two normal teens, transform into superheroes Ladybug and Cat Noir when an evil threatens their city.",7.6,20 min,TV-Y7,13003,
Arcane,tt11126994,2021– ,"Animation, Action, Adventure","Stars:, Hailee Steinfeld, , Kevin Alejandro, , Jason Spisak, , Terri Douglas","Set in Utopian Piltover and the oppressed underground of Zaun, the story follows the origins of two iconic League Of Legends champions and the power that will tear them apart.",9.0,41 min,TV-14,229646,
Futurama,tt0149460,1999–2023,"Animation, Adventure, Comedy","Stars:, Billy West, , John DiMaggio, , Katey Sagal, , Tress MacNeille","Philip J. Fry, a pizza delivery boy, is accidentally frozen in 1999 and thawed out on New Year's Eve 2999.",8.5,22 min,TV-14,246385,
Bluey,tt7678620,2018– ,"Animation, Family","Stars:, David McCormack, , Melanie Zanetti, , Ninthe van Schie, , Brad Elliott",The slice-of-life adventures of an Australian Blue Heeler Cattle Dog puppy as she has fun with her family and friends in everyday situations.,9.5,7 min,TV-Y,15855,
Star Wars: Rebels,tt2930604,2014–2018,"Animation, Action, Adventure","Stars:, Dave Filoni, , Taylor Gray, , Freddie Prinze Jr., , Vanessa Marshall",A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights.,8.0,22 min,TV-Y7-FV,49318,
Harley Quinn,tt7658402,2019– ,"Animation, Action, Adventure","Stars:, Kaley Cuoco, , Lake Bell, , Alan Tudyk, , Ron Funches","The series focuses on a single Harley Quinn, who sets off to make it on her own in Gotham City.",8.5,23 min,TV-14,33281,
Hell's Paradise: Jigokuraku,tt13911284,2023– ,"Animation, Action, Adventure","Stars:, Chiaki Kobayashi, , Yumiri Hanamori, , Alejandro Saab, , Marisa Duran",A squad of prisoners and their guards are sent to investigate a mysterious island. They get stranded there and must rely on each other to survive the island's mysterious and monstrous residents.,8.5,24 min,TV-MA,2994,
"Lyle, Lyle, Crocodile",tt14668630,2022,"Animation, Adventure, Comedy","Directors:, Josh Gordon, , Will Speck, | ,     Stars:, Javier Bardem, , Winslow Fegley, , Shawn Mendes, , Constance Wu",Feature film based on the children's book about a crocodile that lives in New York City.,6.1,106 min,PG,11648,"46,888,441"
Suzume,tt16428256,2022,"Animation, Action, Adventure","Director:, Makoto Shinkai, | ,     Stars:, Nanoka Hara, , Hokuto Matsumura, , Eri Fukatsu, , Shôta Sometani",A modern action adventure road story where a 17-year-old girl named Suzume helps a mysterious young man close doors from the other side that are releasing disasters all over in Japan.,7.8,122 min,PG,17915,
Sing 2,tt6467266,2021,"Animation, Adventure, Comedy","Directors:, Garth Jennings, , Christophe Lourdelet, | ,     Stars:, Matthew McConaughey, , Reese Witherspoon, , Scarlett Johansson, , Tori Kelly",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,7.4,110 min,PG,75502,"162,790,990"
The Lion King,tt0110357,1994,"Animation, Adventure, Drama","Directors:, Roger Allers, , Rob Minkoff, | ,     Stars:, Matthew Broderick, , Jeremy Irons, , James Earl Jones, , Whoopi Goldberg","Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.",8.5,88 min,G,1086519,"422,783,777"
Clone High,tt0305011,2002–2003,"Animation, Comedy, Sci-Fi","Stars:, Will Forte, , Phil Lord, , Michael McDonald, , Christa Miller","The greatest minds of the world have been cloned, and are now attending high school together.",8.1,,TV-14,8268,
The Lorax,tt1482459,2012,"Animation, Adventure, Comedy","Directors:, Chris Renaud, , Kyle Balda, | ,     Stars:, Zac Efron, , Taylor Swift, , Danny DeVito, , Ed Helms","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.",6.4,86 min,PG,121071,"214,030,500"
Moana,tt3521164,I) (2016,"Animation, Adventure, Comedy","Directors:, Ron Clements, , John Musker, , Don Hall, , Chris Williams, | ,     Stars:, Auli'i Cravalho, , Dwayne Johnson, , Rachel House, , Temuera Morrison","In Ancient Polynesia, when a terrible curse incurred by the Demigod Maui reaches Moana's island, she answers the Ocean's call to seek out the Demigod to set things right.",7.6,107 min,PG,352196,"248,757,044"
My Hero Academia,tt5626028,2016– ,"Animation, Action, Adventure","Stars:, Daiki Yamashita, , Justin Briner, , Nobuhiko Okamoto, , Clifford Chapin",A superhero-loving boy without any powers is determined to enroll in a prestigious hero academy and learn what it really means to be a hero.,8.3,24 min,TV-14,69935,
【Oshi No Ko】,tt21030032,2023– ,"Animation, Drama, Fantasy","Stars:, Takeo Otsuka, , Yurie Igoma, , Megumi Han, , Lynn",A doctor and his recently-deceased patient are reborn as twins to a famous Japanese musical idol and navigate the highs and lows of the Japanese entertainment industry as they grow up together through their lives.,8.8,24 min,TV-14,3216,
Adventure Time,tt1305826,2010–2018,"Animation, Action, Adventure","Stars:, John DiMaggio, , Jeremy Shada, , Tom Kenny, , Hynden Walch","A twelve-year-old boy and his best friend, a wise twenty-eight-year-old dog with magical powers, go on a series of surreal adventures in a remote future.",8.6,11 min,TV-PG,101607,
Encanto,tt2953050,2021,"Animation, Comedy, Family","Directors:, Jared Bush, , Byron Howard, , Charise Castro Smith, | ,     Stars:, Stephanie Beatriz, , María Cecilia Botero, , John Leguizamo, , Mauro Castillo",A Colombian teenage girl has to face the frustration of being the only member of her family without magical powers.,7.2,102 min,PG,237113,"96,093,622"
Prehistoric Planet,tt10324164,2022–2023,"Documentary, Animation, History","Star:, David Attenborough","Travel back 66 million years to when majestic dinosaurs and extraordinary creatures roamed the lands, seas, and skies.",8.5,203 min,TV-PG,9297,
Archer,tt1486217,2009– ,"Animation, Action, Comedy","Stars:, H. Jon Benjamin, , Judy Greer, , Amber Nash, , Chris Parnell",Covert black ops and espionage take a back seat to zany personalities and relationships between secret agents and drones.,8.6,22 min,TV-MA,159405,
Naruto,tt0409591,2002–2007,"Animation, Action, Adventure","Stars:, Junko Takeuchi, , Maile Flanagan, , Kate Higgins, , Chie Nakamura","Naruto Uzumaki, a mischievous adolescent ninja, struggles as he searches for recognition and dreams of becoming the Hokage, the village's leader and strongest ninja.",8.4,24 min,TV-PG,111601,
Black Clover,tt7441658,2017–2021,"Animation, Action, Adventure","Stars:, Dallas Reid, , Jill Harris, , Cris George, , Christopher Sabat","Asta and Yuno were abandoned together at the same church and have been inseparable since. As children, they promised that they would compete against each other to see who would become the next Emperor Magus.",8.3,24 min,TV-PG,27586,
SpongeBob SquarePants,tt0206512,1999– ,"Animation, Comedy, Family","Stars:, Tom Kenny, , Rodger Bumpass, , Bill Fagerbakke, , Clancy Brown","The misadventures of a talking sea sponge who works at a fast food restaurant, attends a boating school, and lives in an underwater pineapple.",8.2,23 min,TV-Y7,104148,
Spirited Away,tt0245429,2001,"Animation, Adventure, Family","Director:, Hayao Miyazaki, | ,     Stars:, Daveigh Chase, , Suzanne Pleshette, , Miyu Irino, , Rumi Hiiragi","During her family's move to the suburbs, a sullen 10-year-old girl wanders into a world ruled by gods, witches and spirits, a world where humans are changed into beasts.",8.6,125 min,PG,790934,"10,055,859"
American Dad!,tt0397306,2005– ,"Animation, Comedy","Stars:, Seth MacFarlane, , Wendy Schaal, , Scott Grimes, , Rachael MacFarlane","The escapades of Stan Smith, a conservative C.I.A. Agent dealing with family life, and keeping America safe.",7.4,22 min,TV-MA,131570,
Fantastic Mr. Fox,tt0432283,2009,"Animation, Adventure, Comedy","Director:, Wes Anderson, | ,     Stars:, George Clooney, , Meryl Streep, , Bill Murray, , Jason Schwartzman",An urbane fox cannot resist returning to his farm raiding ways and then must help his community survive the farmers' retaliation.,7.9,87 min,PG,246530,"21,002,919"
Ratatouille,tt0382932,2007,"Animation, Adventure, Comedy","Directors:, Brad Bird, , Jan Pinkava, | ,     Stars:, Brad Garrett, , Lou Romano, , Patton Oswalt, , Ian Holm",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,8.1,111 min,G,767602,"206,445,654"
Zootopia,tt2948356,2016,"Animation, Adventure, Comedy","Directors:, Byron Howard, , Rich Moore, , Jared Bush, | ,     Stars:, Ginnifer Goodwin, , Jason Bateman, , Idris Elba, , Jenny Slate","In a city of anthropomorphic animals, a rookie bunny cop and a cynical con artist fox must work together to uncover a conspiracy.",8.0,108 min,PG,516938,"341,268,248"
Jujutsu Kaisen,tt12343534,2020– ,"Animation, Action, Adventure","Stars:, Junya Enoki, , Adam McArthur, , Yûichi Nakamura, , Yuma Uchida",A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,8.5,24 min,TV-MA,72898,
Finding Nemo,tt0266543,2003,"Animation, Adventure, Comedy","Directors:, Andrew Stanton, , Lee Unkrich, | ,     Stars:, Albert Brooks, , Ellen DeGeneres, , Alexander Gould, , Willem Dafoe","After his son is captured in the Great Barrier Reef and taken to Sydney, a timid clownfish sets out on a journey to bring him home.",8.2,100 min,G,1067484,"380,843,261"
Toy Story,tt0114709,1995,"Animation, Adventure, Comedy","Director:, John Lasseter, | ,     Stars:, Tom Hanks, , Tim Allen, , Don Rickles, , Jim Varney",A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom.,8.3,81 min,G,1019283,"191,796,233"
Hunter x Hunter,tt2098220,2011–2014,"Animation, Action, Adventure","Stars:, Issei Futamata, , Megumi Han, , Cristina Valenzuela, , Mariya Ise","Gon Freecss aspires to become a Hunter, an exceptional being capable of greatness. With his friends and his potential, he seeks out his father, who left him when he was younger.",9.0,24 min,TV-14,111985,
Batman: The Animated Series,tt0103359,1992–1995,"Animation, Action, Adventure","Stars:, Kevin Conroy, , Loren Lester, , Efrem Zimbalist Jr., , Bob Hastings",The Dark Knight battles crime in Gotham City with occasional help from Robin and Batgirl.,9.0,23 min,TV-PG,108755,
Naruto: Shippuden,tt0988824,2007–2017,"Animation, Action, Adventure","Stars:, Alexandre Crepet, , Junko Takeuchi, , Maile Flanagan, , Kate Higgins","Naruto Uzumaki, is a loud, hyperactive, adolescent ninja who constantly searches for approval and recognition, as well as to become Hokage, who is acknowledged as the leader and strongest of all ninja in the village.",8.7,24 min,TV-PG,137806,
Death Note,tt0877057,2006–2007,"Animation, Crime, Drama","Stars:, Mamoru Miyano, , Brad Swaile, , Vincent Tong, , Ryô Naitô",An intelligent high school student goes on a secret crusade to eliminate criminals from the world after discovering a notebook capable of killing anyone whose name is written into it.,8.9,23 min,TV-14,344216,
Gravity Falls,tt1865718,2012–2016,"Animation, Adventure, Comedy","Stars:, Jason Ritter, , Alex Hirsch, , Kristen Schaal, , Linda Cardellini","Twin siblings Dipper and Mabel Pines spend the summer at their great-uncle's tourist trap in the enigmatic Gravity Falls, Oregon.",8.9,23 min,TV-Y7,119020,
Inside Out,tt2096673,I) (2015,"Animation, Adventure, Comedy","Directors:, Pete Docter, , Ronnie Del Carmen, | ,     Stars:, Amy Poehler, , Bill Hader, , Lewis Black, , Mindy Kaling","After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",8.1,95 min,PG,737388,"356,461,711"
Howl's Moving Castle,tt0347149,2004,"Animation, Adventure, Family","Director:, Hayao Miyazaki, | ,     Stars:, Chieko Baishô, , Takuya Kimura, , Tatsuya Gashûin, , Akihiro Miwa","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.",8.2,119 min,PG,412575,"4,711,096"
Star Wars: The Bad Batch,tt12708542,2021– ,"Animation, Action, Adventure","Stars:, Ming-Na Wen, , Dee Bradley Baker, , Michelle Ang, , Noshir Dalal",The 'Bad Batch' of elite and experimental clones make their way through an ever-changing galaxy in the immediate aftermath of the Clone Wars.,7.8,,TV-PG,44189,
Star Wars: Visions,tt13622982,2021– ,"Animation, Action, Adventure","Stars:, Michael Sinterniklaas, , Neil Kaplan, , Adam Sietz, , JP Karliak",Star Wars anthology series that will see some of the world's best anime creators bring their talent to this beloved universe.,7.0,,TV-PG,21748,
The Little Mermaid II: Return to the Sea,tt0240684,2000 Video,"Animation, Adventure, Comedy","Directors:, Jim Kammerud, , Brian Smith, , Bill Speers, | ,     Stars:, Tara Strong, , Pat Carroll, , Jodi Benson, , Samuel E. Wright","To protect her from a sea witch, Ariel's daughter is not allowed in the ocean; but when she becomes 12, she runs away to an adventure under the sea.",5.5,75 min,G,20908,
Your Name.,tt5311514,2016,"Animation, Drama, Fantasy","Director:, Makoto Shinkai, | ,     Stars:, Ryunosuke Kamiki, , Mone Kamishiraishi, , Ryo Narita, , Aoi Yûki","Two teenagers share a profound, magical connection upon discovering they are swapping bodies. Things manage to become even more complicated when the boy and girl decide to meet in person.",8.4,106 min,PG,287543,"5,017,246"
King of the Hill,tt0118375,1997–2010,"Animation, Comedy, Drama","Stars:, Mike Judge, , Kathy Najimy, , Pamela Adlon, , Johnny Hardwick","A straight-laced propane salesman in Arlen, Texas tries to deal with the wacky antics of his family and friends, while also trying to keep his son in line.",7.5,30 min,TV-14,55408,
Gremlins: Secrets of the Mogwai,tt9860690,2022– ,"Animation, Adventure, Comedy","Stars:, Gabrielle Nevaeh, , A.J. LoCascio, , Matthew Rhys, , Izaac Wang",The adventures of Sam Wing in his youth and Gizmo the Mogwai in China.,6.9,30 min,TV-PG,249,
Shrek,tt0126029,2001,"Animation, Adventure, Comedy","Directors:, Andrew Adamson, , Vicky Jenson, | ,     Stars:, Mike Myers, , Eddie Murphy, , Cameron Diaz, , John Lithgow","A mean lord exiles fairytale creatures to the swamp of a grumpy ogre, who must go on a quest and rescue a princess for the lord in order to get his land back.",7.9,90 min,PG,700413,"267,665,011"
The Incredibles,tt0317705,2004,"Animation, Action, Adventure","Director:, Brad Bird, | ,     Stars:, Craig T. Nelson, , Samuel L. Jackson, , Holly Hunter, , Jason Lee","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",8.0,115 min,PG,762506,"261,441,092"
Heavenly Delusion,tt22817632,2023– ,"Animation, Adventure, Mystery","Stars:, Gen Satô, , Sayaka Senbongi, , Hibiku Yamamura, , Toshiyuki Toyonaga","A boy grows up behind the safe walls of an apocalyptic Japan full of monsters. Tokyo flourishes as a paradise, while outside the walls of hell dangers lurk. However, a small group searches for heaven.",8.2,24 min,TV-MA,1101,
Coco,tt2380307,I) (2017,"Animation, Adventure, Comedy","Directors:, Lee Unkrich, , Adrian Molina, | ,     Stars:, Anthony Gonzalez, , Gael García Bernal, , Benjamin Bratt, , Alanna Ubach","Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.",8.4,105 min,PG,535442,"209,726,015"
How to Train Your Dragon,tt0892769,2010,"Animation, Action, Adventure","Directors:, Dean DeBlois, , Chris Sanders, | ,     Stars:, Jay Baruchel, , Gerard Butler, , Christopher Mintz-Plasse, , Craig Ferguson","A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",8.1,98 min,PG,762109,"217,581,231"
Chainsaw Man,tt13616990,2022– ,"Animation, Action, Adventure","Stars:, Kikunosuke Toya, , Ryan Colt Levy, , Tomori Kusunoki, , Shogo Sakata","Following a betrayal, a young man left for dead is reborn as a powerful devil-human hybrid after merging with his pet devil and is soon enlisted into an organization dedicated to hunting devils.",8.5,25 min,TV-MA,37660,
Star Trek: Lower Decks,tt9184820,2020– ,"Animation, Action, Adventure","Stars:, Tawny Newsome, , Jack Quaid, , Noël Wells, , Eugene Cordero","The support crew serving on one of Starfleet's least important ships, the U.S.S. Cerritos, have to keep up with their duties, often while the ship is being rocked by a multitude of sci-fi anomalies.",7.6,25 min,TV-14,20325,
The Legend of Vox Machina,tt11247158,2022– ,"Animation, Action, Adventure","Stars:, Laura Bailey, , Taliesin Jaffe, , Ashley Johnson, , Matthew Mercer","After saving the realm from evil and destruction at the hands of the most terrifying power couple in Exandria, Vox Machina is faced with saving the world once again-this time, from a sinister group of dragons known as the Chroma Conclave.",8.4,30 min,TV-MA,35152,
Bleach,tt0434665,2004–2012,"Animation, Action, Adventure","Stars:, Johnny Yong Bosch, , Michelle Ruff, , Stephanie Sheh, , Jamieson Price","High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".",8.2,24 min,TV-14,60857,
Up,tt1049413,2009,"Animation, Adventure, Comedy","Directors:, Pete Docter, , Bob Peterson, | ,     Stars:, Edward Asner, , Jordan Nagai, , John Ratzenberger, , Christopher Plummer","78-year-old Carl Fredricksen travels to Paradise Falls in his house equipped with balloons, inadvertently taking a young stowaway.",8.3,96 min,PG,1070648,"293,004,164"
"Monsters, Inc.",tt0198781,2001,"Animation, Adventure, Comedy","Directors:, Pete Docter, , David Silverman, , Lee Unkrich, | ,     Stars:, Billy Crystal, , John Goodman, , Mary Gibbs, , Steve Buscemi","In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",8.1,92 min,G,933072,"289,916,256"
Frozen,tt2294629,I) (2013,"Animation, Adventure, Comedy","Directors:, Chris Buck, , Jennifer Lee, | ,     Stars:, Kristen Bell, , Idina Menzel, , Jonathan Groff, , Josh Gad","When the newly crowned Queen Elsa accidentally uses her power to turn things into ice to curse her home in infinite winter, her sister Anna teams up with a mountain man, his playful reindeer, and a snowman to change the weather condition.",7.4,102 min,PG,639984,"400,738,009"
Hercules,tt0119282,1997,"Animation, Adventure, Comedy","Directors:, Ron Clements, , John Musker, | ,     Stars:, Tate Donovan, , Susan Egan, , James Woods, , Barbara Barrie",The son of Zeus and Hera is stripped of his immortality as an infant and must become a true hero in order to reclaim it.,7.3,93 min,G,241422,"99,046,791"
The Bad Guys,tt8115900,2022,"Animation, Adventure, Comedy","Director:, Pierre Perifel, | ,     Stars:, Sam Rockwell, , Marc Maron, , Awkwafina, , Craig Robinson","To avoid prison, a gang of notorious animal criminals pretends to seek being rehabilitated, only for their leader to realize that he genuinely wants to change his ways.",6.8,100 min,PG,48642,"97,233,630"
Aladdin,tt0103639,1992,"Animation, Adventure, Comedy","Directors:, Ron Clements, , John Musker, | ,     Stars:, Scott Weinger, , Robin Williams, , Linda Larkin, , Jonathan Freeman",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.,8.0,90 min,G,437597,"217,350,219"
Strange World,tt10298840,2022,"Animation, Action, Adventure","Directors:, Don Hall, , Qui Nguyen, | ,     Stars:, Jake Gyllenhaal, , Jaboukie Young-White, , Gabrielle Union, , Dennis Quaid",The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.,5.7,102 min,PG,40306,
Tangled,tt0398286,2010,"Animation, Adventure, Comedy","Directors:, Nathan Greno, , Byron Howard, | ,     Stars:, Mandy Moore, , Zachary Levi, , Donna Murphy, , Ron Perlman","The magically long-haired Rapunzel has spent her entire life in a tower, but now that a runaway thief has stumbled upon her, she is about to discover the world for the first time, and who she really is.",7.7,100 min,PG,469813,"200,821,936"
Fullmetal Alchemist: Brotherhood,tt1355642,2009–2010,"Animation, Action, Adventure","Stars:, Kent Williams, , Iemasa Kayumi, , Matthew Leonhart, , Vic Mignogna",Two brothers search for a Philosopher's Stone after an attempt to revive their deceased mother goes awry and leaves them in damaged physical forms.,9.1,24 min,TV-14,179268,
The Boss Baby,tt3874544,2017,"Animation, Adventure, Comedy","Director:, Tom McGrath, | ,     Stars:, Alec Baldwin, , Steve Buscemi, , Jimmy Kimmel, , Lisa Kudrow","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",6.3,97 min,PG,133384,"175,003,033"
Luca,tt12801262,2021,"Animation, Adventure, Comedy","Director:, Enrico Casarosa, | ,     Stars:, Jacob Tremblay, , Jack Dylan Grazer, , Emma Berman, , Saverio Raimondo","On the Italian Riviera, an unlikely but strong friendship grows between a human being and a sea monster disguised as a human.",7.4,95 min,PG,173872,
